ï»¿Report_Data_Extracted,LTC_Home,LTC_City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-05-03,Parkview Manor Health Care Centre,,34.0,7.0,<5,0.0
2020-05-03,Peel Manor,,177.0,<5,<5,6.0
2020-05-03,peopleCare A.R. Goudie Kitchener,,80.0,<5,5,9.0
2020-05-03,Peter D. Clark Centre,,216.0,0.0,0,<5
2020-05-03,Pinecrest (Plantagenet),,60.0,8.0,0,<5
2020-05-03,Pinecrest Nursing Home (Bobcaygeon),,65.0,33.0,29,32.0
2020-05-03,Pinehaven Nursing Home,,84.0,0.0,0,<5
2020-05-03,Pioneer Manor,,433.0,<5,0,<5
2020-05-03,Post Inn Village,,228.0,<5,0,<5
2020-05-03,Providence Healthcare,,288.0,10.0,<5,7.0
2020-05-03,ReachView Village,,100.0,<5,<5,<5
2020-05-03,Residence Saint-Louis,,198.0,22.0,<5,8.0
2020-05-03,River Glen Haven Nursing Home,,119.0,21.0,0,<5
2020-05-03,Rockcliffe Care Community,,204.0,0.0,0,<5
2020-05-03,Royal Rose Place,,96.0,18.0,15,12.0
2020-05-03,Royal Terrace,,67.0,<5,0,0.0
2020-05-03,Seven Oaks,,249.0,54.0,38,29.0
2020-05-03,Shelburne Long Term Care Home,,60.0,42.0,14,20.0
2020-05-03,Shepherd Lodge,,252.0,0.0,0,<5
2020-05-03,Sherbourne Place,,126.0,34.0,16,27.0
2020-05-03,Sheridan Villa,,142.0,7.0,<5,<5
2020-05-03,Silverthorn Care Community,,160.0,0.0,0,<5
2020-05-03,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-05-03,St. Clair O'Connor Community Nursing Home,,25.0,<5,8,10.0
2020-05-03,St. Gabriel's Villa of Sudbury,,128.0,0.0,0,<5
2020-05-03,St. George Care Community,,238.0,0.0,0,<5
2020-05-03,St. Joseph's at Fleming,,200.0,<5,0,<5
2020-05-03,St. Joseph's Lifecare Centre,,205.0,0.0,0,<5
2020-05-03,"St. Joseph's Villa, Dundas",,425.0,<5,0,0.0
2020-05-03,"St. Joseph's Villa, Sudbury",,128.0,0.0,<5,<5
2020-05-03,St. Patrick's Home,,288.0,<5,0,0.0
2020-05-03,Stirling Heights,,110.0,0.0,0,<5
2020-05-03,Stoneridge Manor,,60.0,51.0,6,7.0
2020-05-03,Strathcona Long Term Care,,87.0,0.0,0,<5
2020-05-03,Sumac Lodge,,100.0,0.0,0,<5
2020-05-03,Sun Parlor Home for Senior Citizens,,206.0,<5,<5,<5
2020-05-03,Tall Pines Long Term Care Centre,,160.0,<5,0,<5
2020-05-03,Telfer Place,,45.0,<5,0,0.0
2020-05-03,Temiskaming Lodge,,83.0,<5,0,<5
2020-05-03,The Henley House,,160.0,0.0,0,0.0
2020-05-03,The Jewish Home for the Aged,,472.0,<5,<5,6.0
2020-05-03,The Kensington Gardens,,350.0,16.0,6,7.0
2020-05-03,The O'Neill Centre,,162.0,<5,0,<5
2020-05-03,The Perley and Rideau Veterans' Health Centre,,450.0,15.0,5,29.0
2020-05-03,The Village at University Gates,,192.0,0.0,0,<5
2020-05-03,The Village of Erin Meadows,,180.0,43.0,9,21.0
2020-05-03,The Village of Humber Heights,,192.0,9.0,<5,6.0
2020-05-03,The Village of Riverside Glen,,192.0,0.0,0,<5
2020-05-03,The Wexford,,166.0,<5,0,0.0
2020-05-03,The Woodlands of Sunset,,121.0,<5,0,0.0
2020-05-03,Tony Stacey Centre for Veterans' Care,,100.0,<5,0,0.0
2020-05-03,Trinity Village Care Centre,,150.0,31.0,7,32.0
2020-05-03,Ukrainian Canadian Care Centre,,152.0,25.0,<5,<5
2020-05-03,Valleyview Residence,,174.0,<5,<5,<5
2020-05-03,Vermont Square,,130.0,<5,0,0.0
2020-05-03,Villa Colombo Homes for the Aged,,391.0,<5,0,<5
2020-05-03,Villa Colombo Seniors Centre (Vaughan),,160.0,28.0,7,14.0
2020-05-03,Villa Forum,,160.0,38.0,9,20.0
2020-05-03,Villa Leonardo Gambin,,168.0,30.0,10,7.0
2020-05-03,Vision Nursing Home,,146.0,<5,0,<5
2020-05-03,Wellesley Central Place,,150.0,36.0,16,22.0
2020-05-03,Wesburn Manor,,192.0,<5,0,0.0
2020-05-03,West Park Long Term Care Centre,,200.0,56.0,17,32.0
2020-05-03,Weston Terrace Care Community,,224.0,42.0,13,29.0
2020-05-03,Woodland Villa,,111.0,<5,0,0.0
2020-05-03,Woods Park Care Centre,,123.0,0.0,0,<5
2020-05-03,Yee Hong Centre - Scarborough McNicoll,,155.0,<5,0,<5
2020-05-04,Almonte Country Haven,,82.0,36.0,26,12.0
2020-05-04,Altamont Care Community,,159.0,72.0,46,60.0
2020-05-04,Anson Place Care Centre,,61.0,28.0,23,25.0
2020-05-04,Bay Ridges,,124.0,0.0,0,<5
2020-05-04,Belmont House,,140.0,0.0,0,<5
2020-05-04,Belmont Long Term Care Facility,,128.0,12.0,0,0.0
2020-05-04,Bendale Acres,,302.0,0.0,0,<5
2020-05-04,Bethany Lodge,,128.0,<5,<5,<5
2020-05-04,Blue Water Rest Home,,65.0,<5,0,0.0
2020-05-04,Bradford Valley Care Community,,246.0,9.0,9,<5
2020-05-04,Braemar Retirement Centre,,69.0,0.0,0,<5
2020-05-04,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,,144.0,0.0,0,<5
2020-05-04,Burton Manor,,128.0,32.0,<5,13.0
2020-05-04,Camilla Care Community,,236.0,121.0,21,37.0
2020-05-04,Carefree Lodge,,127.0,<5,0,0.0
2020-05-04,Caressant Care Courtland,,55.0,0.0,0,<5
2020-05-04,Caressant Care Fergus Nursing Home,,87.0,0.0,0,0.0
2020-05-04,Caressant Care on Bonnie Place,,116.0,0.0,0,<5
2020-05-04,Carlingview Manor,,303.0,132.0,28,61.0
2020-05-04,Case Manor Care Community,,96.0,6.0,0,7.0
2020-05-04,Cassellholme,,240.0,<5,0,0.0
2020-05-04,Castleview Wychwood Towers,,456.0,0.0,0,<5
2020-05-04,Cedarvale Terrace,,218.0,0.0,0,<5
2020-05-04,Centre d'Accueil Champlain,,160.0,0.0,0,<5
2020-05-04,Chartwell Aurora Long Term Care Residence,,235.0,24.0,9,6.0
2020-05-04,Chartwell Ballycliffe Long Term Care Residence,,100.0,34.0,27,19.0
2020-05-04,Chartwell Elmira Long Term Care Residence,,48.0,<5,0,0.0
2020-05-04,Chartwell Gibson Long Term Care Residence,,202.0,31.0,9,10.0
2020-05-04,Chartwell Pine Grove Long Term Care Residence,,96.0,0.0,0,<5
2020-05-04,Chartwell Waterford Long Term Care Residence,,168.0,<5,0,<5
2020-05-04,Chartwell Westbury Long Term Care Residence,,187.0,54.0,13,22.0
2020-05-04,Chartwell White Eagle Long Term Care Residence,,56.0,18.0,11,8.0
2020-05-04,Chartwell Woodhaven Long Term Care Residence,,192.0,0.0,0,<5
2020-05-04,Cooksville Care Centre,,192.0,28.0,0,8.0
2020-05-04,Copernicus Lodge,,228.0,0.0,0,<5
2020-05-04,Country Village Homes - Woodslee,,104.0,8.0,19,9.0
2020-05-04,Craiglee Nursing Home,,169.0,<5,<5,5.0
2020-05-04,Cummer Lodge,,391.0,<5,<5,0.0
2020-05-04,Dom Lipa,,66.0,<5,0,0.0
2020-05-04,Downsview Long Term Care Centre,,252.0,56.0,14,46.0
2020-05-04,Dufferin Oaks,,160.0,<5,<5,<5
2020-05-04,Dundurn Place Care Centre,,201.0,<5,<5,<5
2020-05-04,Eagle Terrace,,70.0,<5,<5,<5
2020-05-04,Earls Court Village,,128.0,9.0,<5,8.0
2020-05-04,Eatonville Care Centre,,247.0,143.0,39,88.0
2020-05-04,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,8.0,<5,<5
2020-05-04,Elm Grove Living Centre,,126.0,44.0,17,43.0
2020-05-04,Elmwood Place,,90.0,<5,0,0.0
2020-05-04,Erin Mills Lodge Nursing Home,,86.0,36.0,7,16.0
2020-05-04,Extendicare Bayview,,205.0,69.0,7,<5
2020-05-04,Extendicare Brampton,,150.0,13.0,<5,<5
2020-05-04,Extendicare Guildwood,,169.0,<5,0,0.0
2020-05-04,Extendicare Lakefield,,100.0,0.0,0,<5
2020-05-04,Extendicare Laurier Manor,,242.0,34.0,13,34.0
2020-05-04,Extendicare Oshawa,,175.0,<5,0,0.0
2020-05-04,Extendicare Rouge Valley,,192.0,0.0,0,<5
2020-05-04,Extendicare Scarborough,,154.0,<5,<5,6.0
2020-05-04,Extendicare Southwood Lakes,,150.0,0.0,0,<5
2020-05-04,Extendicare Starwood,,192.0,0.0,0,5.0
2020-05-04,Extendicare York,,288.0,0.0,0,<5
2020-05-04,Faith Manor Nursing Home,,120.0,<5,0,<5
2020-05-04,Forest Heights,,240.0,157.0,37,54.0
2020-05-04,Fountain View Care Community,,158.0,0.0,0,<5
2020-05-04,Franklin Gardens Long Term Care Home,,120.0,<5,0,<5
2020-05-04,Garden Terrace,,160.0,0.0,0,<5
2020-05-04,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-05-04,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-05-04,Golden Years Nursing Home,,88.0,0.0,0,<5
2020-05-04,Grace Manor,,120.0,47.0,6,24.0
2020-05-04,Grace Villa Nursing Home,,184.0,0.0,0,<5
2020-05-04,Greenwood Court,,45.0,0.0,<5,<5
2020-05-04,Harold and Grace Baker Centre,,120.0,8.0,13,17.0
2020-05-04,Hastings Manor Home for the Aged,,253.0,8.0,<5,5.0
2020-05-04,Hawthorne Place Care Centre,,269.0,43.0,21,76.0
2020-05-04,Hellenic Home - Scarborough,,128.0,34.0,9,21.0
2020-05-04,Henley Place,,192.0,<5,0,0.0
2020-05-04,Heritage Green Nursing Home,,167.0,<5,<5,0.0
2020-05-04,Heron Terrace Long Term Care Community,,140.0,38.0,12,18.0
2020-05-04,Hillsdale Terraces,,200.0,29.0,13,13.0
2020-05-04,Hogarth Riverview Manor,,543.0,0.0,0,<5
2020-05-04,Humber Valley Terrace,,158.0,6.0,0,0.0
2020-05-04,Ina Grafton Gage Home,,128.0,35.0,15,25.0
2020-05-04,IOOF Seniors Home,,182.0,0.0,0,<5
2020-05-04,Isabel and Arthur Meighen Manor,,168.0,64.0,38,45.0
2020-05-04,Kensington Village,,78.0,<5,5,<5
2020-05-04,Kipling Acres,,337.0,36.0,11,6.0
2020-05-04,Kristus Darzs Latvian Home,,100.0,27.0,<5,8.0
2020-05-04,Labdara Lithuanian Nursing Home,,90.0,0.0,0,<5
2020-05-04,Lakeshore Lodge,,150.0,41.0,11,17.0
2020-05-04,Lanark Heights Long Term Care Centre,,160.0,7.0,<5,6.0
2020-05-04,MacKenzie Place,,93.0,47.0,8,19.0
2020-05-04,Madonna Care Community,,160.0,45.0,29,33.0
2020-05-04,Main Street Terrace,,150.0,<5,0,0.0
2020-05-04,Malton Village Long Term Care Centre,,160.0,<5,0,<5
2020-05-04,Manoir Marochel,,64.0,29.0,6,15.0
2020-05-04,Markhaven,,96.0,9.0,17,16.0
2020-05-04,Maynard Nursing Home,,77.0,<5,0,<5
2020-05-04,McCall Centre Long Term Care Interim Unit,,21.0,0.0,0,<5
2020-05-04,Meadow Park (London),,126.0,<5,<5,8.0
2020-05-04,Midland Gardens Care Community,,299.0,0.0,<5,<5
2020-05-04,Moira Place Long-Term Care Home,,128.0,0.0,0,<5
2020-05-04,Mon Sheong Home for the Aged,,105.0,23.0,29,16.0
2020-05-04,Montfort,,128.0,54.0,19,18.0
2020-05-04,Northridge,,133.0,<5,0,0.0
2020-05-04,Northview Nursing Home,,48.0,<5,0,0.0
2020-05-04,Norwood Nursing Home,,60.0,<5,0,<5
2020-05-04,Orchard Villa,,233.0,134.0,58,65.0
2020-05-04,Owen Hill Care Community,,57.0,7.0,0,<5
2020-05-04,Parkview Manor Health Care Centre,,34.0,<5,0,0.0
2020-05-04,Peel Manor,,177.0,<5,<5,6.0
2020-05-04,peopleCare A.R. Goudie Kitchener,,80.0,0.0,9,10.0
2020-05-04,Peter D. Clark Centre,,216.0,0.0,0,<5
2020-05-04,Pinecrest (Plantagenet),,60.0,11.0,<5,<5
2020-05-04,Pinecrest Nursing Home (Bobcaygeon),,65.0,33.0,29,32.0
2020-05-04,Pinehaven Nursing Home,,84.0,0.0,0,<5
2020-05-04,Pioneer Manor,,433.0,<5,0,<5
2020-05-04,Post Inn Village,,228.0,<5,0,<5
2020-05-04,Providence Healthcare,,288.0,10.0,<5,7.0
2020-05-04,ReachView Village,,100.0,<5,<5,<5
2020-05-04,Residence Saint-Louis,,198.0,22.0,<5,8.0
2020-05-04,River Glen Haven Nursing Home,,119.0,21.0,0,<5
2020-05-04,Rockcliffe Care Community,,204.0,0.0,0,<5
2020-05-04,Royal Rose Place,,96.0,13.0,15,8.0
2020-05-04,Royal Terrace,,67.0,<5,0,0.0
2020-05-04,Seven Oaks,,249.0,54.0,38,29.0
2020-05-04,Shelburne Long Term Care Home,,60.0,42.0,14,20.0
2020-05-04,Shepherd Lodge,,252.0,0.0,0,<5
2020-05-04,Sherbourne Place,,126.0,34.0,16,27.0
2020-05-04,Sheridan Villa,,142.0,7.0,<5,<5
2020-05-04,Silverthorn Care Community,,160.0,0.0,0,<5
2020-05-04,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-05-04,St. Clair O'Connor Community Nursing Home,,25.0,<5,8,10.0
2020-05-04,St. Gabriel's Villa of Sudbury,,128.0,0.0,0,<5
2020-05-04,St. George Care Community,,238.0,0.0,0,<5
2020-05-04,St. Joseph's at Fleming,,200.0,<5,0,<5
2020-05-04,St. Joseph's Lifecare Centre,,205.0,0.0,0,<5
2020-05-04,"St. Joseph's Villa, Dundas",,425.0,<5,0,0.0
2020-05-04,"St. Joseph's Villa, Sudbury",,128.0,0.0,<5,<5
2020-05-04,St. Patrick's Home,,288.0,<5,0,0.0
2020-05-04,Stirling Heights,,110.0,0.0,0,<5
2020-05-04,Stoneridge Manor,,60.0,51.0,6,7.0
2020-05-04,Strathcona Long Term Care,,87.0,0.0,0,<5
2020-05-04,Sumac Lodge,,100.0,0.0,0,<5
2020-05-04,Sun Parlor Home for Senior Citizens,,206.0,<5,<5,<5
2020-05-04,Tall Pines Long Term Care Centre,,160.0,<5,0,<5
2020-05-04,Telfer Place,,45.0,<5,0,0.0
2020-05-04,Temiskaming Lodge,,83.0,<5,0,<5
2020-05-04,The Henley House,,160.0,0.0,0,0.0
2020-05-04,The Jewish Home for the Aged,,472.0,5.0,<5,6.0
2020-05-04,The Kensington Gardens,,350.0,14.0,8,5.0
2020-05-04,The O'Neill Centre,,162.0,<5,0,<5
2020-05-04,The Perley and Rideau Veterans' Health Centre,,450.0,15.0,5,29.0
2020-05-04,The Village at St. Clair,,256.0,0.0,0,<5
2020-05-04,The Village at University Gates,,192.0,0.0,0,<5
2020-05-04,The Village of Erin Meadows,,180.0,43.0,9,21.0
2020-05-04,The Village of Humber Heights,,192.0,9.0,<5,6.0
2020-05-04,The Village of Riverside Glen,,192.0,0.0,0,<5
2020-05-04,The Wexford,,166.0,<5,0,0.0
2020-05-04,Tony Stacey Centre for Veterans' Care,,100.0,<5,0,0.0
2020-05-04,Trinity Village Care Centre,,150.0,31.0,7,32.0
2020-05-04,Ukrainian Canadian Care Centre,,152.0,25.0,<5,<5
2020-05-04,Valleyview Residence,,174.0,<5,<5,<5
2020-05-04,Vermont Square,,130.0,<5,0,0.0
2020-05-04,Villa Colombo Homes for the Aged,,391.0,<5,0,<5
2020-05-04,Villa Colombo Seniors Centre (Vaughan),,160.0,24.0,11,16.0
2020-05-04,Villa Forum,,160.0,38.0,9,20.0
2020-05-04,Villa Leonardo Gambin,,168.0,30.0,10,7.0
2020-05-04,Vision Nursing Home,,146.0,<5,<5,<5
2020-05-04,Wellesley Central Place,,150.0,36.0,16,22.0
2020-05-04,Wesburn Manor,,192.0,<5,0,0.0
2020-05-04,West Park Long Term Care Centre,,200.0,56.0,17,32.0
2020-05-04,Weston Terrace Care Community,,224.0,42.0,13,29.0
2020-05-04,Woodland Villa,,111.0,<5,0,0.0
2020-05-04,Woods Park Care Centre,,123.0,0.0,0,<5
2020-05-04,Yee Hong Centre - Scarborough McNicoll,,155.0,<5,0,<5
2020-05-05,Almonte Country Haven,,82.0,36.0,26,12.0
2020-05-05,Altamont Care Community,,159.0,72.0,46,60.0
2020-05-05,Anson Place Care Centre,,61.0,28.0,23,29.0
2020-05-05,Bay Ridges,,124.0,0.0,0,<5
2020-05-05,Belmont House,,140.0,0.0,0,<5
2020-05-05,Bendale Acres,,302.0,0.0,0,<5
2020-05-05,Bethany Lodge,,128.0,<5,<5,<5
2020-05-05,Blue Water Rest Home,,65.0,<5,0,0.0
2020-05-05,Bradford Valley Care Community,,246.0,8.0,10,<5
2020-05-05,Braemar Retirement Centre,,69.0,0.0,0,<5
2020-05-05,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,,144.0,0.0,0,<5
2020-05-05,Burton Manor,,128.0,33.0,6,9.0
2020-05-05,Camilla Care Community,,236.0,152.0,43,42.0
2020-05-05,Carefree Lodge,,127.0,<5,0,0.0
2020-05-05,Caressant Care Courtland,,55.0,0.0,0,<5
2020-05-05,Caressant Care Fergus Nursing Home,,87.0,0.0,0,0.0
2020-05-05,Caressant Care on Bonnie Place,,116.0,0.0,0,<5
2020-05-05,Carlingview Manor,,303.0,132.0,28,61.0
2020-05-05,Case Manor Care Community,,96.0,0.0,0,<5
2020-05-05,Cassellholme,,240.0,<5,0,0.0
2020-05-05,Castleview Wychwood Towers,,456.0,0.0,0,<5
2020-05-05,Cedarvale Terrace,,218.0,0.0,0,<5
2020-05-05,Centre d'Accueil Champlain,,160.0,0.0,0,<5
2020-05-05,Chartwell Aurora Long Term Care Residence,,235.0,24.0,9,6.0
2020-05-05,Chartwell Ballycliffe Long Term Care Residence,,100.0,22.0,27,15.0
2020-05-05,Chartwell Elmira Long Term Care Residence,,48.0,<5,0,0.0
2020-05-05,Chartwell Gibson Long Term Care Residence,,202.0,31.0,9,10.0
2020-05-05,Chartwell Pine Grove Long Term Care Residence,,96.0,0.0,0,<5
2020-05-05,Chartwell Waterford Long Term Care Residence,,168.0,<5,0,<5
2020-05-05,Chartwell Westbury Long Term Care Residence,,187.0,61.0,20,23.0
2020-05-05,Chartwell White Eagle Long Term Care Residence,,56.0,18.0,11,8.0
2020-05-05,Chartwell Woodhaven Long Term Care Residence,,192.0,0.0,0,<5
2020-05-05,Cooksville Care Centre,,192.0,28.0,0,8.0
2020-05-05,Copernicus Lodge,,228.0,0.0,0,<5
2020-05-05,Country Village Homes - Woodslee,,104.0,8.0,19,9.0
2020-05-05,Craiglee Nursing Home,,169.0,<5,<5,5.0
2020-05-05,Cummer Lodge,,391.0,<5,<5,0.0
2020-05-05,Dom Lipa,,66.0,<5,0,0.0
2020-05-05,Downsview Long Term Care Centre,,252.0,56.0,14,46.0
2020-05-05,Dufferin Oaks,,160.0,<5,<5,6.0
2020-05-05,Dundurn Place Care Centre,,201.0,5.0,<5,<5
2020-05-05,Eagle Terrace,,70.0,<5,<5,<5
2020-05-05,Earls Court Village,,128.0,9.0,<5,8.0
2020-05-05,Eatonville Care Centre,,247.0,142.0,40,56.0
2020-05-05,Ã‰lisabeth-BruyÃ¨re Residence,,71.0,8.0,<5,<5
2020-05-05,Elm Grove Living Centre,,126.0,44.0,17,43.0
2020-05-05,Elmwood Place,,90.0,<5,0,<5
2020-05-05,Erin Mills Lodge Nursing Home,,86.0,36.0,7,16.0
2020-05-05,Extendicare Bayview,,205.0,69.0,7,<5
2020-05-05,Extendicare Brampton,,150.0,13.0,<5,<5
2020-05-05,Extendicare Guildwood,,169.0,<5,0,0.0
2020-05-05,Extendicare Lakefield,,100.0,0.0,0,<5
2020-05-05,Extendicare Laurier Manor,,242.0,32.0,18,35.0
2020-05-05,Extendicare Oshawa,,175.0,<5,0,0.0
2020-05-05,Extendicare Rouge Valley,,192.0,0.0,0,<5
2020-05-05,Extendicare Scarborough,,154.0,<5,<5,6.0
2020-05-05,Extendicare Southwood Lakes,,150.0,0.0,0,<5
2020-05-05,Extendicare Starwood,,192.0,0.0,0,5.0
2020-05-05,Extendicare West End Villa,,242.0,0.0,0,<5
2020-05-05,Extendicare York,,288.0,0.0,0,<5
2020-05-05,Faith Manor Nursing Home,,120.0,<5,0,<5
2020-05-05,Forest Heights,,240.0,163.0,42,57.0
2020-05-05,Fountain View Care Community,,158.0,0.0,0,<5
2020-05-05,Franklin Gardens Long Term Care Home,,120.0,<5,0,<5
2020-05-05,Garden Terrace,,160.0,0.0,0,<5
2020-05-05,Gardenview Long Term Care Home,,64.0,0.0,0,<5
2020-05-05,Garry J. Armstrong Home,,180.0,0.0,0,<5
2020-05-05,Golden Years Nursing Home,,88.0,0.0,0,<5
2020-05-05,Grace Manor,,120.0,47.0,6,24.0
2020-05-05,Greenwood Court,,45.0,0.0,<5,<5
2020-05-05,Harold and Grace Baker Centre,,120.0,8.0,13,17.0
2020-05-05,Hastings Manor Home for the Aged,,253.0,7.0,<5,5.0
2020-05-05,Hawthorne Place Care Centre,,269.0,43.0,21,76.0
2020-05-05,Hellenic Home - Scarborough,,128.0,34.0,9,21.0
2020-05-05,Henley Place,,192.0,<5,0,0.0
2020-05-05,Heron Terrace Long Term Care Community,,140.0,47.0,18,14.0
2020-05-05,Hillsdale Terraces,,200.0,29.0,13,13.0
2020-05-05,Hogarth Riverview Manor,,543.0,0.0,0,<5
2020-05-05,Humber Valley Terrace,,158.0,42.0,5,13.0
2020-05-05,Ina Grafton Gage Home,,128.0,35.0,15,25.0
2020-05-05,IOOF Seniors Home,,182.0,0.0,0,<5
2020-05-05,Isabel and Arthur Meighen Manor,,168.0,64.0,38,45.0
2020-05-05,Kensington Village,,78.0,<5,5,<5
2020-05-05,Kipling Acres,,337.0,36.0,11,6.0
2020-05-05,Kristus Darzs Latvian Home,,100.0,18.0,5,14.0
2020-05-05,Labdara Lithuanian Nursing Home,,90.0,0.0,0,<5
2020-05-05,Lakeshore Lodge,,150.0,41.0,11,17.0
2020-05-05,Lanark Heights Long Term Care Centre,,160.0,7.0,<5,6.0
2020-05-05,MacKenzie Place,,93.0,66.0,11,21.0
2020-05-05,Madonna Care Community,,160.0,45.0,29,31.0
2020-05-05,Main Street Terrace,,150.0,<5,0,0.0
2020-05-05,Malton Village Long Term Care Centre,,160.0,<5,0,<5
2020-05-05,Manoir Marochel,,64.0,29.0,6,15.0
2020-05-05,Markhaven,,96.0,9.0,17,16.0
2020-05-05,Marshall Gowland Manor,,126.0,0.0,0,<5
2020-05-05,Maynard Nursing Home,,77.0,0.0,0,0.0
2020-05-05,McCall Centre Long Term Care Interim Unit,,21.0,0.0,0,<5
2020-05-05,Meadow Park (London),,126.0,<5,<5,8.0
2020-05-05,Midland Gardens Care Community,,299.0,0.0,<5,<5
2020-05-05,Moira Place Long-Term Care Home,,128.0,0.0,0,<5
2020-05-05,Mon Sheong Home for the Aged,,105.0,23.0,29,16.0
2020-05-05,Montfort,,128.0,54.0,19,18.0
2020-05-05,Northridge,,133.0,<5,0,0.0
2020-05-05,Northview Nursing Home,,48.0,<5,0,0.0
2020-05-05,Norwood Nursing Home,,60.0,<5,0,<5
2020-05-05,Orchard Villa,,233.0,130.0,62,65.0
2020-05-05,Owen Hill Care Community,,57.0,14.0,0,8.0
2020-05-05,Parkview Manor Health Care Centre,,34.0,<5,0,0.0
2020-05-05,Peel Manor,,177.0,<5,<5,6.0
2020-05-05,peopleCare A.R. Goudie Kitchener,,80.0,0.0,9,10.0
2020-05-05,peopleCare Oakcrossing London,,160.0,0.0,0,<5
2020-05-05,Peter D. Clark Centre,,216.0,<5,0,<5
2020-05-05,Pinecrest (Plantagenet),,60.0,9.0,<5,<5
2020-05-05,Pinecrest Nursing Home (Bobcaygeon),,65.0,33.0,29,32.0
2020-05-05,Pinehaven Nursing Home,,84.0,0.0,0,<5
2020-05-05,Pioneer Manor,,433.0,<5,0,<5
2020-05-05,Post Inn Village,,228.0,<5,0,<5
2020-05-05,Providence Healthcare,,288.0,10.0,<5,7.0
2020-05-05,ReachView Village,,100.0,<5,<5,<5
2020-05-05,Residence Saint-Louis,,198.0,22.0,<5,8.0
2020-05-05,River Glen Haven Nursing Home,,119.0,26.0,<5,14.0
2020-05-05,Rockcliffe Care Community,,204.0,0.0,0,<5
2020-05-05,Royal Rose Place,,96.0,12.0,16,8.0
2020-05-05,Royal Terrace,,67.0,<5,0,0.0
2020-05-05,Seven Oaks,,249.0,54.0,38,29.0
2020-05-05,Shelburne Long Term Care Home,,60.0,40.0,15,20.0
2020-05-05,Sherbourne Place,,126.0,35.0,17,27.0
2020-05-05,Sheridan Villa,,142.0,7.0,<5,<5
2020-05-05,Silverthorn Care Community,,160.0,0.0,0,<5
2020-05-05,Southlake Residential Care Village,,224.0,0.0,0,<5
2020-05-05,St. Clair O'Connor Community Nursing Home,,25.0,<5,8,10.0
2020-05-05,St. Gabriel's Villa of Sudbury,,128.0,0.0,0,<5
2020-05-05,St. George Care Community,,238.0,0.0,0,<5
2020-05-05,St. Joseph's at Fleming,,200.0,<5,0,<5
2020-05-05,St. Joseph's Lifecare Centre,,205.0,0.0,0,<5
2020-05-05,"St. Joseph's Villa, Dundas",,425.0,<5,0,0.0
2020-05-05,"St. Joseph's Villa, Sudbury",,128.0,0.0,<5,<5
2020-05-05,St. Patrick's Home,,288.0,7.0,0,<5
2020-05-05,Stirling Heights,,110.0,0.0,0,<5
2020-05-05,Stoneridge Manor,,60.0,51.0,6,7.0
2020-05-05,Strathcona Long Term Care,,87.0,0.0,0,<5
2020-05-05,Sumac Lodge,,100.0,0.0,0,<5
2020-05-05,Sun Parlor Home for Senior Citizens,,206.0,<5,<5,<5
2020-05-05,Tall Pines Long Term Care Centre,,160.0,<5,0,<5
2020-05-05,Telfer Place,,45.0,<5,0,0.0
2020-05-05,Temiskaming Lodge,,83.0,<5,0,<5
2020-05-05,The Henley House,,160.0,0.0,0,0.0
2020-05-05,The Jewish Home for the Aged,,472.0,5.0,<5,6.0
2020-05-05,The Kensington Gardens,,350.0,14.0,8,5.0
2020-05-05,The O'Neill Centre,,162.0,<5,0,<5
2020-05-05,The Perley and Rideau Veterans' Health Centre,,450.0,14.0,6,34.0
2020-05-05,The Village at St. Clair,,256.0,0.0,0,<5
2020-05-05,The Village at University Gates,,192.0,0.0,0,<5
2020-05-05,The Village of Erin Meadows,,180.0,43.0,9,21.0
2020-05-05,The Village of Humber Heights,,192.0,9.0,<5,6.0
2020-05-05,The Village of Riverside Glen,,192.0,0.0,0,<5
2020-05-05,The Wexford,,166.0,<5,0,0.0
2020-05-05,Tony Stacey Centre for Veterans' Care,,100.0,<5,0,0.0
2020-05-05,Trinity Village Care Centre,,150.0,31.0,7,32.0
2020-05-05,Ukrainian Canadian Care Centre,,152.0,25.0,<5,<5
2020-05-05,Valleyview Residence,,174.0,<5,<5,<5
2020-05-05,Vermont Square,,130.0,<5,0,0.0
2020-05-05,Villa Colombo Homes for the Aged,,391.0,<5,0,<5
2020-05-05,Villa Colombo Seniors Centre (Vaughan),,160.0,24.0,11,16.0
2020-05-05,Villa Forum,,160.0,38.0,9,20.0
2020-05-05,Villa Leonardo Gambin,,168.0,30.0,10,7.0
2020-05-05,Vision Nursing Home,,146.0,<5,<5,<5
2020-05-05,Wellesley Central Place,,150.0,40.0,16,20.0
2020-05-05,Wesburn Manor,,192.0,<5,0,0.0
2020-05-05,West Park Long Term Care Centre,,200.0,56.0,17,32.0
2020-05-05,Weston Terrace Care Community,,224.0,42.0,13,29.0
2020-05-05,Woodland Villa,,111.0,<5,0,0.0
2020-05-05,Woods Park Care Centre,,123.0,0.0,0,<5
