ï»¿Report_Data_Extracted,LTC_Home,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-05-08,Eatonville Care Centre,Etobicoke,247.0,142.0,40.0,56.0
2020-05-08,Ã‰lisabeth-BruyÃ¨re Residence,Ottawa,71.0,6.0,<5,<5
2020-05-08,Elm Grove Living Centre,Toronto,126.0,44.0,17.0,43.0
2020-05-08,Elmwood Place,London,90.0,<5,0.0,<5
2020-05-08,Erin Mills Lodge Nursing Home,Mississauga,86.0,36.0,7.0,16.0
2020-05-08,Extendicare Bayview,North York,205.0,62.0,7.0,13.0
2020-05-08,Extendicare Brampton,Brampton,150.0,13.0,<5,<5
2020-05-08,Extendicare Guildwood,Scarborough,169.0,32.0,7.0,12.0
2020-05-08,Extendicare Lakefield,Lakefield,100.0,0.0,0.0,<5
2020-05-08,Extendicare Laurier Manor,Gloucester,242.0,30.0,21.0,37.0
2020-05-08,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256.0,<5,0.0,0.0
2020-05-08,Extendicare Oshawa,Oshawa,175.0,<5,0.0,0.0
2020-05-08,Extendicare Scarborough,Scarborough,154.0,11.0,<5,8.0
2020-05-08,Extendicare Southwood Lakes,Windsor,150.0,0.0,0.0,<5
2020-05-08,Extendicare Starwood,Nepean,192.0,0.0,0.0,5.0
2020-05-08,Extendicare West End Villa,Ottawa,242.0,0.0,0.0,<5
2020-05-08,Extendicare York,Sudbury,288.0,0.0,0.0,<5
2020-05-08,Faith Manor Nursing Home,Brampton,120.0,<5,0.0,<5
2020-05-08,Forest Heights,Kitchener,240.0,167.0,45.0,59.0
2020-05-08,Fountain View Care Community,East York,158.0,0.0,0.0,<5
2020-05-08,Franklin Gardens Long Term Care Home,Leamington,120.0,<5,0.0,<5
2020-05-08,Fudger House,Toronto,250.0,<5,0.0,0.0
2020-05-08,Garden Terrace,Kanata,160.0,0.0,0.0,<5
2020-05-08,Gardenview Long Term Care Home,Townsend,64.0,0.0,0.0,<5
2020-05-08,Garry J. Armstrong Home,Ottawa,180.0,0.0,0.0,<5
2020-05-08,Golden Manor,Timmins,177.0,<5,0.0,0.0
2020-05-08,Golden Years Nursing Home,Cambridge,88.0,0.0,0.0,<5
2020-05-08,Grace Manor,Brampton,120.0,43.0,10.0,25.0
2020-05-08,Greenwood Court,Stratford,45.0,0.0,<5,<5
2020-05-08,Harold and Grace Baker Centre,Toronto,120.0,8.0,13.0,17.0
2020-05-08,Hastings Manor Home for the Aged,Belleville,253.0,6.0,<5,5.0
2020-05-08,Hawthorne Place Care Centre,North York,269.0,43.0,21.0,76.0
2020-05-08,Hellenic Home - Scarborough,Scarborough,128.0,34.0,9.0,21.0
2020-05-08,Henley Place,London,192.0,<5,0.0,0.0
2020-05-08,Heritage Green Nursing Home,Stoney Creek,167.0,<5,<5,0.0
2020-05-08,Heron Terrace Long Term Care Community,Windsor,140.0,47.0,18.0,14.0
2020-05-08,Hillsdale Terraces,Oshawa,200.0,29.0,13.0,13.0
2020-05-08,Hogarth Riverview Manor,Thunder Bay,543.0,0.0,0.0,<5
2020-05-08,Humber Valley Terrace,Etobicoke (Rexdale),158.0,46.0,9.0,18.0
2020-05-08,Ina Grafton Gage Home,Scarborough,128.0,46.0,23.0,26.0
2020-05-08,Isabel and Arthur Meighen Manor,Toronto,168.0,61.0,42.0,45.0
2020-05-08,Kensington Village,London,78.0,<5,5.0,<5
2020-05-08,Kipling Acres,Etobicoke,337.0,53.0,13.0,11.0
2020-05-08,Kristus Darzs Latvian Home,Woodbridge,100.0,18.0,5.0,14.0
2020-05-08,Labdara Lithuanian Nursing Home,Etobicoke,90.0,0.0,0.0,<5
2020-05-08,Lakeshore Lodge,Etobicoke,150.0,41.0,11.0,17.0
2020-05-08,Lanark Heights Long Term Care Centre,Kitchener,160.0,<5,<5,<5
2020-05-08,Macassa  Lodge,Hamilton,270.0,0.0,0.0,<5
2020-05-08,MacKenzie Place,Newmarket,93.0,66.0,11.0,21.0
2020-05-08,Madonna Care Community,Orleans,160.0,47.0,30.0,31.0
2020-05-08,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-05-08,Malton Village Long Term Care Centre,Mississauga,160.0,<5,0.0,<5
2020-05-08,Manoir Marochel,Ottawa,64.0,29.0,7.0,15.0
2020-05-08,Maplewood,Brighton,49.0,<5,0.0,0.0
2020-05-08,Markhaven,Markham,96.0,9.0,17.0,16.0
2020-05-08,Maynard Nursing Home,Toronto,77.0,0.0,0.0,0.0
2020-05-08,McCall Centre Long Term Care Interim Unit,Etobicoke,21.0,0.0,0.0,<5
2020-05-08,Meadow Park (London),London,126.0,<5,<5,8.0
2020-05-08,Midland Gardens Care Community,Scarborough,299.0,0.0,<5,<5
2020-05-08,Mon Sheong Home for the Aged,Toronto,105.0,23.0,32.0,16.0
2020-05-08,Montfort,Ottawa,128.0,63.0,27.0,20.0
2020-05-08,Northview Nursing Home,Englehart,48.0,<5,0.0,0.0
2020-05-08,Norwood Nursing Home,Toronto,60.0,<5,0.0,<5
2020-05-08,Orchard Villa,Pickering,233.0,83.0,67.0,65.0
2020-05-08,Owen Hill Care Community,Barrie,57.0,17.0,<5,9.0
2020-05-08,Parkview Manor Health Care Centre,Chesley,34.0,<5,0.0,0.0
2020-05-08,Peel Manor,Brampton,177.0,<5,<5,6.0
2020-05-08,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,0.0,9.0,11.0
2020-05-08,peopleCare Oakcrossing London,London,160.0,0.0,0.0,<5
2020-05-08,Peter D. Clark Centre,Ottawa,216.0,<5,0.0,<5
2020-05-08,Pinecrest (Plantagenet),Plantagenet,60.0,10.0,6.0,<5
2020-05-08,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65.0,33.0,29.0,32.0
2020-05-08,Pinehaven Nursing Home,Waterloo,84.0,0.0,0.0,<5
2020-05-08,Pioneer Manor,Sudbury,433.0,<5,0.0,<5
2020-05-08,Post Inn Village,Oakville,228.0,<5,0.0,<5
2020-05-08,Providence Healthcare,Scarborough,288.0,10.0,<5,7.0
2020-05-08,ReachView Village,Uxbridge,100.0,<5,<5,<5
2020-05-08,Regina Gardens,Hamilton,128.0,0.0,0.0,<5
2020-05-08,Residence Saint-Louis,Ottawa,198.0,21.0,<5,17.0
2020-05-08,River Glen Haven Nursing Home,Sutton West,119.0,35.0,<5,18.0
2020-05-08,Rockcliffe Care Community,Scarborough,204.0,0.0,0.0,<5
2020-05-08,Royal Rose Place,Welland,96.0,0.0,17.0,<5
2020-05-08,Royal Terrace,Palmerston,67.0,0.0,0.0,0.0
2020-05-08,Seven Oaks,Scarborough,249.0,24.0,40.0,21.0
2020-05-08,Shelburne Long Term Care Home,Shelburne,60.0,40.0,15.0,20.0
2020-05-08,Sherbourne Place,Toronto,126.0,35.0,18.0,26.0
2020-05-08,Sheridan Villa,Mississauga,142.0,7.0,<5,<5
2020-05-08,Sherwood Court Long Term Care Centre,Maple,96.0,0.0,0.0,<5
2020-05-08,Silverthorn Care Community,Mississauga,160.0,0.0,0.0,<5
2020-05-08,South Centennial Manor,Iroquois Falls,69.0,<5,0.0,0.0
2020-05-08,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-05-08,St. Clair O'Connor Community Nursing Home,East York,25.0,<5,8.0,10.0
2020-05-08,St. Gabriel's Villa of Sudbury,Chelmsford,128.0,0.0,0.0,<5
2020-05-08,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-05-08,St. Joseph's at Fleming,Peterborough,200.0,<5,0.0,<5
2020-05-08,St. Joseph's Lifecare Centre,Brantford,205.0,0.0,0.0,<5
2020-05-08,"St. Joseph's Villa, Sudbury",Sudbury,128.0,0.0,<5,<5
2020-05-08,St. Patrick's Home,Ottawa,288.0,9.0,0.0,<5
2020-05-08,Stoneridge Manor,Carleton Place,60.0,52.0,6.0,<5
2020-05-08,Strathcona Long Term Care,Mount Forest,87.0,0.0,0.0,<5
2020-05-08,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5
2020-05-08,Sunnycrest Nursing Home,Whitby,136.0,<5,0.0,0.0
2020-05-08,Tall Pines Long Term Care Centre,Brampton,160.0,<5,0.0,<5
2020-05-08,Telfer Place,Paris,45.0,<5,0.0,0.0
2020-05-08,Temiskaming Lodge,Haileybury,83.0,<5,0.0,<5
2020-05-08,The Henley House,St. Catharines,160.0,0.0,0.0,0.0
2020-05-08,The Jewish Home for the Aged,North York,472.0,<5,<5,6.0
2020-05-08,The Kensington Gardens,Toronto,350.0,14.0,8.0,5.0
2020-05-08,The O'Neill Centre,Toronto,162.0,<5,0.0,<5
2020-05-08,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,10.0,7.0,25.0
2020-05-08,The Village at St. Clair,Windsor,256.0,0.0,0.0,<5
2020-05-08,The Village at University Gates,Waterloo,192.0,0.0,0.0,<5
2020-05-08,The Village of Erin Meadows,Mississauga,180.0,43.0,9.0,21.0
2020-05-08,The Village of Humber Heights,Etobicoke,192.0,20.0,6.0,9.0
2020-05-08,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-05-08,The Wexford,Scarborough,166.0,<5,0.0,0.0
2020-05-08,Tony Stacey Centre for Veterans' Care,Toronto,100.0,<5,0.0,0.0
2020-05-08,Trinity Village Care Centre,Kitchener,150.0,29.0,14.0,38.0
2020-05-08,Twin Oaks of Maryhill,Maryhill,31.0,0.0,0.0,<5
2020-05-08,Ukrainian Canadian Care Centre,Etobicoke,152.0,25.0,<5,<5
2020-05-08,Union Villa,Unionville,160.0,0.0,0.0,<5
2020-05-08,Valleyview Residence,North York,174.0,<5,<5,<5
2020-05-08,Vermont Square,Toronto,130.0,<5,0.0,0.0
2020-05-08,Villa Colombo Homes for the Aged,Toronto,391.0,9.0,<5,11.0
2020-05-08,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,24.0,11.0,16.0
2020-05-08,Villa Forum,Mississauga,160.0,37.0,10.0,20.0
2020-05-08,Villa Leonardo Gambin,Woodbridge,168.0,31.0,11.0,23.0
2020-05-08,Vision Nursing Home,Sarnia,146.0,<5,<5,<5
2020-05-08,Wellesley Central Place,Toronto,150.0,43.0,16.0,21.0
2020-05-08,Wentworth Lodge,Dundas,160.0,<5,0.0,0.0
2020-05-08,Wesburn Manor,Etobicoke,192.0,<5,0.0,0.0
2020-05-08,West Park Long Term Care Centre,Toronto,200.0,57.0,20.0,31.0
2020-05-08,Weston Terrace Care Community,Toronto,224.0,42.0,13.0,29.0
2020-05-08,Woodland Villa,Long Sault,111.0,<5,0.0,0.0
2020-05-09,Almonte Country Haven,Almonte,82.0,<5,26.0,13.0
2020-05-09,Altamont Care Community,Scarborough,159.0,72.0,46.0,60.0
2020-05-09,Anson Place Care Centre,Hagersville,61.0,28.0,23.0,29.0
2020-05-09,Avalon Retirement Centre,Orangeville,137.0,0.0,0.0,<5
2020-05-09,Belmont House,Toronto,140.0,0.0,0.0,<5
2020-05-09,Bendale Acres,Scarborough,302.0,0.0,0.0,<5
2020-05-09,Berkshire Care Centre,Windsor,231.0,0.0,0.0,<5
2020-05-09,Bethany Lodge,Markham,128.0,<5,<5,<5
2020-05-09,Blue Water Rest Home,Zurich,65.0,<5,0.0,0.0
2020-05-09,Bradford Valley Care Community,Bradford,246.0,8.0,10.0,<5
2020-05-09,Braemar Retirement Centre,Wingham,69.0,0.0,0.0,<5
2020-05-09,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144.0,0.0,0.0,<5
2020-05-09,Burton Manor,Brampton,128.0,11.0,8.0,14.0
2020-05-09,Camilla Care Community,Mississauga,236.0,152.0,48.0,44.0
2020-05-09,Carefree Lodge,North York,127.0,<5,0.0,0.0
2020-05-09,Caressant Care Courtland,Courtland,55.0,0.0,0.0,<5
2020-05-09,Caressant Care Lindsay Nursing Home,Lindsay,124.0,<5,0.0,<5
2020-05-09,Carlingview Manor,Ottawa,303.0,93.0,39.0,61.0
2020-05-09,Cassellholme,North Bay,240.0,<5,0.0,0.0
2020-05-09,Castleview Wychwood Towers,Toronto,456.0,0.0,0.0,<5
2020-05-09,Cedarvale Terrace,Toronto,218.0,0.0,0.0,<5
2020-05-09,Centre d'Accueil Champlain,Vanier,160.0,0.0,0.0,<5
2020-05-09,Chartwell Aurora Long Term Care Residence,Aurora,235.0,32.0,10.0,8.0
2020-05-09,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,13.0,28.0,31.0
2020-05-09,Chartwell Gibson Long Term Care Residence,North York,202.0,31.0,9.0,10.0
2020-05-09,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0.0,0.0,<5
2020-05-09,Chartwell Waterford Long Term Care Residence,Oakville,168.0,<5,0.0,<5
2020-05-09,Chartwell Westbury Long Term Care Residence,Etobicoke,187.0,61.0,20.0,23.0
2020-05-09,Chartwell White Eagle Long Term Care Residence,Toronto,56.0,26.0,11.0,9.0
2020-05-09,Chartwell Woodhaven Long Term Care Residence,Markham,192.0,0.0,0.0,<5
2020-05-09,Cooksville Care Centre,Mississauga,192.0,40.0,6.0,17.0
2020-05-09,Copernicus Lodge,Toronto,228.0,0.0,0.0,<5
2020-05-09,Country Village Homes - Woodslee,Woodslee,104.0,0.0,19.0,<5
2020-05-09,Craiglee Nursing Home,Scarborough,169.0,<5,<5,7.0
2020-05-09,Cummer Lodge,North York,391.0,<5,<5,0.0
2020-05-09,Dom Lipa,Etobicoke,66.0,<5,0.0,0.0
2020-05-09,Downsview Long Term Care Centre,North York,252.0,35.0,23.0,71.0
2020-05-09,Dufferin Oaks,Shelburne,160.0,<5,<5,6.0
2020-05-09,Dundurn Place Care Centre,Hamilton,201.0,6.0,<5,<5
2020-05-09,Eagle Terrace,Newmarket,70.0,<5,<5,<5
2020-05-09,Earls Court Village,London,128.0,9.0,<5,8.0
2020-05-09,Eatonville Care Centre,Etobicoke,247.0,142.0,40.0,56.0
2020-05-09,Ã‰lisabeth-BruyÃ¨re Residence,Ottawa,71.0,10.0,5.0,<5
2020-05-09,Elm Grove Living Centre,Toronto,126.0,44.0,17.0,43.0
2020-05-09,Elmwood Place,London,90.0,<5,0.0,<5
2020-05-09,Erin Mills Lodge Nursing Home,Mississauga,86.0,29.0,16.0,22.0
2020-05-09,Extendicare Bayview,North York,205.0,60.0,8.0,13.0
2020-05-09,Extendicare Brampton,Brampton,150.0,13.0,<5,<5
2020-05-09,Extendicare Guildwood,Scarborough,169.0,36.0,7.0,12.0
2020-05-09,Extendicare Laurier Manor,Gloucester,242.0,30.0,21.0,35.0
2020-05-09,Extendicare Maple View of Sault Ste. Marie,Sault Ste. Marie,256.0,<5,0.0,0.0
2020-05-09,Extendicare Oshawa,Oshawa,175.0,<5,0.0,0.0
2020-05-09,Extendicare Scarborough,Scarborough,154.0,11.0,<5,8.0
2020-05-09,Extendicare Southwood Lakes,Windsor,150.0,0.0,0.0,<5
2020-05-09,Extendicare Starwood,Nepean,192.0,0.0,0.0,5.0
2020-05-09,Extendicare West End Villa,Ottawa,242.0,0.0,0.0,<5
2020-05-09,Extendicare York,Sudbury,288.0,0.0,0.0,<5
2020-05-09,Faith Manor Nursing Home,Brampton,120.0,<5,0.0,<5
2020-05-09,Forest Heights,Kitchener,240.0,167.0,45.0,59.0
2020-05-09,Fountain View Care Community,East York,158.0,0.0,0.0,<5
2020-05-09,Franklin Gardens Long Term Care Home,Leamington,120.0,<5,0.0,<5
2020-05-09,Fudger House,Toronto,250.0,<5,0.0,0.0
2020-05-09,Garden Terrace,Kanata,160.0,0.0,0.0,<5
2020-05-09,Gardenview Long Term Care Home,Townsend,64.0,0.0,0.0,<5
2020-05-09,Garry J. Armstrong Home,Ottawa,180.0,0.0,0.0,<5
2020-05-09,Golden Manor,Timmins,177.0,<5,0.0,0.0
2020-05-09,Golden Years Nursing Home,Cambridge,88.0,0.0,0.0,<5
2020-05-09,Grace Manor,Brampton,120.0,43.0,10.0,25.0
2020-05-09,Greenwood Court,Stratford,45.0,0.0,<5,<5
2020-05-09,Harold and Grace Baker Centre,Toronto,120.0,8.0,13.0,17.0
2020-05-09,Hastings Manor Home for the Aged,Belleville,253.0,6.0,<5,5.0
2020-05-09,Hawthorne Place Care Centre,North York,269.0,45.0,31.0,77.0
2020-05-09,Hellenic Home - Scarborough,Scarborough,128.0,44.0,14.0,21.0
2020-05-09,Henley Place,London,192.0,<5,0.0,0.0
2020-05-09,Heritage Green Nursing Home,Stoney Creek,167.0,<5,<5,0.0
2020-05-09,Heron Terrace Long Term Care Community,Windsor,140.0,47.0,18.0,14.0
2020-05-09,Hogarth Riverview Manor,Thunder Bay,543.0,0.0,0.0,<5
2020-05-09,Humber Valley Terrace,Etobicoke (Rexdale),158.0,46.0,9.0,18.0
2020-05-09,Ina Grafton Gage Home,Scarborough,128.0,45.0,23.0,30.0
2020-05-09,Isabel and Arthur Meighen Manor,Toronto,168.0,61.0,42.0,45.0
2020-05-09,Kensington Village,London,78.0,<5,5.0,<5
2020-05-09,Kipling Acres,Etobicoke,337.0,53.0,13.0,11.0
2020-05-09,Kristus Darzs Latvian Home,Woodbridge,100.0,18.0,5.0,14.0
2020-05-09,Labdara Lithuanian Nursing Home,Etobicoke,90.0,0.0,0.0,<5
2020-05-09,Lakeshore Lodge,Etobicoke,150.0,41.0,11.0,17.0
2020-05-09,Lanark Heights Long Term Care Centre,Kitchener,160.0,<5,<5,<5
2020-05-09,MacKenzie Place,Newmarket,93.0,66.0,11.0,21.0
2020-05-09,Madonna Care Community,Orleans,160.0,47.0,30.0,31.0
2020-05-09,Main Street Terrace,Toronto,150.0,<5,0.0,0.0
2020-05-09,Malton Village Long Term Care Centre,Mississauga,160.0,<5,0.0,<5
2020-05-09,Manoir Marochel,Ottawa,64.0,29.0,7.0,15.0
2020-05-09,Maplewood,Brighton,49.0,<5,0.0,0.0
2020-05-09,Markhaven,Markham,96.0,9.0,17.0,16.0
2020-05-09,Maynard Nursing Home,Toronto,77.0,0.0,0.0,0.0
2020-05-09,McCall Centre Long Term Care Interim Unit,Etobicoke,21.0,0.0,0.0,<5
2020-05-09,Meadow Park (London),London,126.0,<5,<5,8.0
2020-05-09,Midland Gardens Care Community,Scarborough,299.0,0.0,<5,<5
2020-05-09,Mon Sheong Home for the Aged,Toronto,105.0,23.0,32.0,16.0
2020-05-09,Montfort,Ottawa,128.0,63.0,27.0,18.0
2020-05-09,Northview Nursing Home,Englehart,48.0,<5,0.0,0.0
2020-05-09,Norwood Nursing Home,Toronto,60.0,<5,0.0,<5
2020-05-09,Orchard Villa,Pickering,233.0,74.0,69.0,<5
2020-05-09,Owen Hill Care Community,Barrie,57.0,18.0,<5,11.0
2020-05-09,Parkview Manor Health Care Centre,Chesley,34.0,<5,0.0,0.0
2020-05-09,Peel Manor,Brampton,177.0,<5,<5,6.0
2020-05-09,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,0.0,9.0,11.0
2020-05-09,peopleCare Oakcrossing London,London,160.0,0.0,0.0,<5
2020-05-09,Peter D. Clark Centre,Ottawa,216.0,5.0,<5,5.0
2020-05-09,Pinecrest (Plantagenet),Plantagenet,60.0,26.0,7.0,7.0
2020-05-09,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65.0,33.0,29.0,32.0
2020-05-09,Pinehaven Nursing Home,Waterloo,84.0,0.0,0.0,<5
2020-05-09,Pioneer Manor,Sudbury,433.0,<5,0.0,<5
2020-05-09,Post Inn Village,Oakville,228.0,<5,0.0,<5
2020-05-09,ReachView Village,Uxbridge,100.0,<5,<5,<5
2020-05-09,Regina Gardens,Hamilton,128.0,0.0,0.0,<5
2020-05-09,Residence Saint-Louis,Ottawa,198.0,21.0,<5,17.0
2020-05-09,River Glen Haven Nursing Home,Sutton West,119.0,35.0,<5,18.0
2020-05-09,Rockcliffe Care Community,Scarborough,204.0,0.0,0.0,<5
2020-05-09,Royal Rose Place,Welland,96.0,0.0,17.0,<5
2020-05-09,Royal Terrace,Palmerston,67.0,0.0,0.0,0.0
2020-05-09,Seven Oaks,Scarborough,249.0,24.0,40.0,21.0
2020-05-09,Shelburne Long Term Care Home,Shelburne,60.0,20.0,18.0,18.0
2020-05-09,Sherbourne Place,Toronto,126.0,35.0,18.0,26.0
2020-05-09,Sheridan Villa,Mississauga,142.0,10.0,<5,7.0
2020-05-09,Sherwood Court Long Term Care Centre,Maple,96.0,0.0,0.0,0.0
2020-05-09,Silverthorn Care Community,Mississauga,160.0,0.0,0.0,<5
2020-05-09,South Centennial Manor,Iroquois Falls,69.0,<5,0.0,0.0
2020-05-09,Southlake Residential Care Village,Newmarket,224.0,0.0,0.0,<5
2020-05-09,St. Clair O'Connor Community Nursing Home,East York,25.0,6.0,8.0,8.0
2020-05-09,St. Gabriel's Villa of Sudbury,Chelmsford,128.0,0.0,0.0,<5
2020-05-09,St. George Care Community,Toronto,238.0,0.0,0.0,<5
2020-05-09,St. Joseph's at Fleming,Peterborough,200.0,<5,0.0,<5
2020-05-09,St. Joseph's Lifecare Centre,Brantford,205.0,0.0,0.0,<5
2020-05-09,"St. Joseph's Villa, Sudbury",Sudbury,128.0,0.0,<5,<5
2020-05-09,St. Patrick's Home,Ottawa,288.0,9.0,0.0,<5
2020-05-09,Stoneridge Manor,Carleton Place,60.0,52.0,6.0,<5
2020-05-09,Strathcona Long Term Care,Mount Forest,87.0,0.0,0.0,<5
2020-05-09,Sun Parlor Home for Senior Citizens,Leamington,206.0,<5,<5,<5
2020-05-09,Sunnycrest Nursing Home,Whitby,136.0,<5,0.0,0.0
2020-05-09,Tall Pines Long Term Care Centre,Brampton,160.0,<5,0.0,<5
2020-05-09,Telfer Place,Paris,45.0,<5,0.0,0.0
2020-05-09,Temiskaming Lodge,Haileybury,83.0,<5,0.0,<5
2020-05-09,The Henley House,St. Catharines,160.0,0.0,0.0,0.0
2020-05-09,The Jewish Home for the Aged,North York,472.0,<5,<5,6.0
2020-05-09,The Kensington Gardens,Toronto,350.0,14.0,8.0,5.0
2020-05-09,The O'Neill Centre,Toronto,162.0,<5,0.0,<5
2020-05-09,The Perley and Rideau Veterans' Health Centre,Ottawa,450.0,10.0,7.0,25.0
2020-05-09,The Village at St. Clair,Windsor,256.0,0.0,0.0,<5
2020-05-09,The Village at University Gates,Waterloo,192.0,0.0,0.0,<5
2020-05-09,The Village of Erin Meadows,Mississauga,180.0,43.0,9.0,21.0
2020-05-09,The Village of Humber Heights,Etobicoke,192.0,20.0,6.0,9.0
2020-05-09,The Village of Riverside Glen,Guelph,192.0,0.0,0.0,<5
2020-05-09,Tony Stacey Centre for Veterans' Care,Toronto,100.0,<5,0.0,0.0
2020-05-09,Trinity Village Care Centre,Kitchener,150.0,29.0,14.0,38.0
2020-05-09,Twin Oaks of Maryhill,Maryhill,31.0,0.0,0.0,<5
2020-05-09,Ukrainian Canadian Care Centre,Etobicoke,152.0,25.0,<5,<5
2020-05-09,Union Villa,Unionville,160.0,0.0,0.0,<5
2020-05-09,Valleyview Residence,North York,174.0,<5,<5,<5
2020-05-09,Vermont Square,Toronto,130.0,<5,0.0,<5
2020-05-09,Villa Colombo Homes for the Aged,Toronto,391.0,9.0,<5,11.0
2020-05-09,Villa Colombo Seniors Centre (Vaughan),Vaughan,160.0,24.0,11.0,16.0
2020-05-09,Villa Forum,Mississauga,160.0,37.0,10.0,20.0
2020-05-09,Villa Leonardo Gambin,Woodbridge,168.0,31.0,11.0,23.0
2020-05-09,Vision Nursing Home,Sarnia,146.0,<5,<5,<5
2020-05-09,Wellesley Central Place,Toronto,150.0,43.0,16.0,21.0
2020-05-09,Wentworth Lodge,Dundas,160.0,<5,0.0,0.0
2020-05-09,Wesburn Manor,Etobicoke,192.0,<5,0.0,0.0
2020-05-09,West Park Long Term Care Centre,Toronto,200.0,57.0,20.0,31.0
2020-05-09,Weston Terrace Care Community,Toronto,224.0,42.0,13.0,29.0
2020-05-09,Wikwemikong Nursing Home,Wikwemikong,59.0,<5,0.0,0.0
2020-05-09,Woodbridge Vista Care Community,Woodbridge,224.0,<5,0.0,<5
2020-05-09,Woodland Villa,Long Sault,111.0,<5,0.0,0.0
2020-05-10,Almonte Country Haven,Almonte,82.0,<5,26.0,13.0
2020-05-10,Altamont Care Community,Scarborough,159.0,72.0,46.0,60.0
2020-05-10,Anson Place Care Centre,Hagersville,61.0,28.0,23.0,29.0
2020-05-10,Avalon Retirement Centre,Orangeville,137.0,0.0,0.0,<5
2020-05-10,Belmont House,Toronto,140.0,0.0,0.0,<5
2020-05-10,Bendale Acres,Scarborough,302.0,0.0,0.0,<5
2020-05-10,Berkshire Care Centre,Windsor,231.0,0.0,0.0,<5
2020-05-10,Bethany Lodge,Markham,128.0,<5,<5,<5
2020-05-10,Blue Water Rest Home,Zurich,65.0,<5,0.0,0.0
2020-05-10,Bradford Valley Care Community,Bradford,246.0,8.0,10.0,<5
2020-05-10,Braemar Retirement Centre,Wingham,69.0,0.0,0.0,<5
2020-05-10,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,Walkerton,144.0,0.0,0.0,<5
2020-05-10,Burton Manor,Brampton,128.0,11.0,8.0,14.0
2020-05-10,Camilla Care Community,Mississauga,236.0,152.0,48.0,44.0
2020-05-10,Carefree Lodge,North York,127.0,<5,0.0,0.0
2020-05-10,Caressant Care Courtland,Courtland,55.0,0.0,0.0,<5
2020-05-10,Caressant Care Lindsay Nursing Home,Lindsay,124.0,<5,0.0,<5
2020-05-10,Carlingview Manor,Ottawa,303.0,93.0,39.0,61.0
2020-05-10,Cassellholme,North Bay,240.0,<5,0.0,0.0
2020-05-10,Castleview Wychwood Towers,Toronto,456.0,0.0,0.0,<5
2020-05-10,Cedarvale Terrace,Toronto,218.0,0.0,0.0,<5
2020-05-10,Centre d'Accueil Champlain,Vanier,160.0,0.0,0.0,<5
2020-05-10,Chartwell Aurora Long Term Care Residence,Aurora,235.0,32.0,10.0,8.0
2020-05-10,Chartwell Ballycliffe Long Term Care Residence,Ajax,100.0,13.0,28.0,31.0
2020-05-10,Chartwell Gibson Long Term Care Residence,North York,202.0,31.0,9.0,10.0
2020-05-10,Chartwell Pine Grove Long Term Care Residence,Woodbridge,96.0,0.0,0.0,<5
2020-05-10,Chartwell Waterford Long Term Care Residence,Oakville,168.0,<5,0.0,<5
2020-05-10,Chartwell Westbury Long Term Care Residence,Etobicoke,187.0,61.0,20.0,23.0
2020-05-10,Chartwell Westmount Long Term Care Residence,Kitchener,160.0,<5,0.0,0.0
2020-05-10,Chartwell White Eagle Long Term Care Residence,Toronto,56.0,26.0,11.0,9.0
2020-05-10,Chartwell Woodhaven Long Term Care Residence,Markham,192.0,0.0,0.0,<5
2020-05-10,Cooksville Care Centre,Mississauga,192.0,40.0,6.0,17.0
2020-05-10,Copernicus Lodge,Toronto,228.0,0.0,0.0,<5
2020-05-10,Country Village Homes - Woodslee,Woodslee,104.0,0.0,19.0,<5
2020-05-10,Craiglee Nursing Home,Scarborough,169.0,<5,<5,7.0
2020-05-10,Cummer Lodge,North York,391.0,<5,<5,0.0
2020-05-10,Dom Lipa,Etobicoke,66.0,<5,0.0,0.0
2020-05-10,Downsview Long Term Care Centre,North York,252.0,35.0,23.0,71.0
2020-05-10,Dufferin Oaks,Shelburne,160.0,<5,<5,6.0
2020-05-10,Dundurn Place Care Centre,Hamilton,201.0,6.0,<5,<5
2020-05-10,Eagle Terrace,Newmarket,70.0,<5,<5,<5
2020-05-10,Earls Court Village,London,128.0,9.0,<5,8.0
2020-05-10,Eatonville Care Centre,Etobicoke,247.0,142.0,40.0,56.0
2020-05-10,Ã‰lisabeth-BruyÃ¨re Residence,Ottawa,71.0,10.0,5.0,<5
