collected_date,reported_date,school_board,school,municipality,confirmed_student_cases,confirmed_staff_cases,confirmed_unspecified_cases,total_confirmed_cases
2020-11-02,2020-11-03,York Region District School Board,Bill Hogarth Secondary School,Markham,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Board Site,Richmond Hill,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Cedarwood Public School,Markham,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Deer Park Public School,Georgina,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Elder's Mills Public School,Vaughan,0,0,5,5
2020-11-02,2020-11-03,York Region District School Board,Emily Carr Secondary School,Vaughan,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Harry Bowes Public School,Whitchurch-Stouffville,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Johnny Lombardi Public School,Vaughan,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Keswick Public School,Georgina,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,King City Secondary School,King,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Lake Simcoe Public School,Simcoe,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Louis-Honore Frechette Public School,Vaughan,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Mackenzie Glen Public School,Vaughan,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Markham Gateway Public School,Markham,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Middlefield Collegiate Institute,Markham,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Milliken Mills High School,Markham,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Pierre Berton Public School,Vaughan,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Randall Public School,Markham,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Richmond Green Secondary School,Richmond Hill,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Roselawn Public School,Richmond Hill,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Ross Doan Public School,Richmond Hill,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Silver Pines Public School,Richmond Hill,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Sir William Mulock Secondary School,Newmarket,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Stephen Lewis Secondary School,Vaughan,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Tommy Douglas Secondary School,Vaughan,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Unnamed Secondary School - Formerly Known as Vaughan Secondary School,Vaughan,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Wellington Public School,Aurora,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Westminster Public School,Vaughan,0,0,1,1
2020-11-02,2020-11-03,York Region District School Board,Woodbridge College,Vaughan,0,0,2,2
2020-11-02,2020-11-03,York Region District School Board,Woodbridge Public School,Vaughan,0,0,1,1
2020-11-03,2020-11-04,Bloorview School Authority,Bloorview School Authority,Toronto,1,0,0,1
2020-11-03,2020-11-04,Brant Haldimand Norfolk Catholic District School Board,Assumption College,Brantford,1,0,0,1
2020-11-03,2020-11-04,Brant Haldimand Norfolk Catholic District School Board,St. Gabriel Catholic Elementary School,Brantford,1,0,0,1
2020-11-03,2020-11-04,Brant Haldimand Norfolk Catholic District School Board,St. Stephen's Catholic Elementary School,Haldimand County,0,1,0,1
2020-11-03,2020-11-04,Bruce-Grey Catholic District School Board,Sacred Heart High School,Brockton,0,0,1,1
2020-11-03,2020-11-04,Catholic District School Board of Eastern Ontario,Holy Trinity Catholic Secondary School,Cornwall,2,0,0,2
2020-11-03,2020-11-04,Catholic District School Board of Eastern Ontario,Mother Teresa Elementary school,Russell,0,0,1,1
2020-11-03,2020-11-04,Catholic District School Board of Eastern Ontario,Notre Dame Catholic High School,Carleton Place,1,0,0,1
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique George-Étienne-Cartier,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Horizon-Jeunesse,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Marius-Barbeau,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Montfort,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Sainte-Bernadette,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École élémentaire catholique Terre-des-Jeunes,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École intermédiaire catholique Franco-Cité,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École intermédiaire catholique Paul-Desmarais,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École intermédiaire catholique Samuel-Genest,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École secondaire catholique Collège catholique Franco-Ouest,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École secondaire catholique Collège catholique Samuel-Genest,Ottawa,1,1,0,2
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École secondaire catholique Franco-Cité,Ottawa,5,1,0,6
2020-11-03,2020-11-04,Conseil des écoles catholiques du Centre-Est (CECCE),École secondaire catholique Pierre-Savard,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Charlotte-Lemieux,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Gabrielle-Roy,Ottawa,7,0,0,7
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Louise-Arbour,Ottawa,0,1,0,1
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Louis-Riel,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Ottawa-Ouest,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École élémentaire publique Séraphin-Marion,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique De La Salle,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique des Adultes Le Carrefour,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique Gisèle-Lalonde,Ottawa,2,1,0,3
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique Louis-Riel,Ottawa,3,0,0,3
2020-11-03,2020-11-04,Conseil des écoles publiques de l’Est de l’Ontario,École secondaire publique Omer Deslauriers,Ottawa,5,2,0,7
2020-11-03,2020-11-04,Conseil scolaire catholique Providence,É Élém C Ste-Jeanne-d'Arc,London,0,1,0,1
2020-11-03,2020-11-04,Conseil scolaire de district catholique de l'Est ontarien,École élémentaire catholique Saint-Viateur,Nation,1,0,0,1
2020-11-03,2020-11-04,Conseil scolaire de district catholique de l'Est ontarien,École intermédiaire catholique Pavillon L’Escale,Clarence-Rockland,1,0,0,1
2020-11-03,2020-11-04,Conseil scolaire de district catholique des Grandes Rivières,École secondaire catholique de Hearst,Hearst,1,0,0,1
2020-11-03,2020-11-04,Conseil Scolaire Viamonde,Collège français élémentaire,Toronto,4,0,0,4
2020-11-03,2020-11-04,Conseil Scolaire Viamonde,École élémentaire Charles Sauriol,Toronto,0,1,0,1
2020-11-03,2020-11-04,Conseil Scolaire Viamonde,École Élémentaire Gabrielle-Roy,Toronto,2,0,0,2
2020-11-03,2020-11-04,Conseil Scolaire Viamonde,École Élémentaire La Mosaïque,Toronto,1,0,0,1
2020-11-03,2020-11-04,Conseil Scolaire Viamonde,École Secondaire Toronto Ouest,Toronto,1,0,0,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,Ascension of Our Lord Secondary School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,Cardinal Ambrozic Catholic Secondary School,Brampton,2,1,5,8
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,Christ The King Catholic School,Mississauga,2,0,0,2
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,Father Clair Tipping School,Brampton,0,0,2,2
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,Father Francis McSpiritt Catholic Elementary School,Brampton,0,0,4,4
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,Father Michael Goetz Secondary School,Mississauga,1,0,0,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,Holy Spirit Catholic Elementary School,Brampton,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,John Cabot Catholic Secondary School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,Philip Pocock Catholic Secondary School,Mississauga,1,0,3,4
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St Bernadette Elementary School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Augustine Secondary School,Brampton,1,0,0,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Bernard of Clairvaux Catholic Elementary School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Bonaventure Catholic Elementary School,Brampton,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Cornelius Elementary School,Caledon,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Edith Stein Elementary School,Mississauga,2,0,0,2
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Evan Catholic Elementary School,Caledon,1,1,1,3
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Francis Xavier Secondary School,Mississauga,0,0,2,2
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Hilary Elementary School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Joachim Separate School,Brampton,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Joan of Arc Catholic Secondary School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. John Fisher Elementary School,Brampton,0,0,3,3
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Joseph Secondary School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Josephine Bakhita Catholic Elementary School,Brampton,2,0,0,2
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Jude Separate School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Leonard School,Brampton,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Marcellinus Secondary School,Mississauga,0,0,2,2
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Marguerite d'Youville Secondary School,Brampton,1,0,2,3
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Maria Goretti Elementary School,Brampton,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Martin Secondary School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Raphael School,Mississauga,0,1,0,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Rita Elementary School,Brampton,2,0,0,2
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Roch Catholic Secondary School,Brampton,1,0,4,5
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Simon Stock Elementary School,Mississauga,0,1,0,1
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,St. Timothy Separate School,Mississauga,2,0,2,4
2020-11-03,2020-11-04,Dufferin-Peel Catholic District School Board,Sts. Peter and Paul Catholic School,Mississauga,0,0,1,1
2020-11-03,2020-11-04,Durham Catholic District School Board,Notre Dame Catholic High School,Ajax,1,0,0,1
2020-11-03,2020-11-04,Durham Catholic District School Board,St. Catherine of Siena Catholic School,Ajax,1,0,0,1
2020-11-03,2020-11-04,Durham Catholic District School Board,St. Josephine Bakhita Catholic Elementary School,Ajax,2,0,0,2
2020-11-03,2020-11-04,Durham Catholic District School Board,St. Mary Catholic Secondary School,Pickering,0,0,1,1
2020-11-03,2020-11-04,Durham Catholic District School Board,St. Teresa of Calcutta Catholic School,Ajax,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,Ajax High School,Ajax,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,Applecroft Public School,Ajax,0,0,1,1
2020-11-03,2020-11-04,Durham District School Board,Carruthers Creek Public School,Ajax,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,Dunbarton High School,Pickering,1,0,1,2
2020-11-03,2020-11-04,Durham District School Board,Durham Alternative Secondary School,Oshawa,0,0,1,1
2020-11-03,2020-11-04,Durham District School Board,Eagle Ridge Public School,Ajax,1,0,1,2
2020-11-03,2020-11-04,Durham District School Board,Earl A. Fairman Public School,Whitby,0,0,1,1
2020-11-03,2020-11-04,Durham District School Board,Eastdale Collegiate and Vocational Institute,Oshawa,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,John Clarke Richardson Collegiate Institute,Ajax,0,0,1,1
2020-11-03,2020-11-04,Durham District School Board,Lester B. Pearson Public School,Ajax,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,Northern Dancer Public School,Oshawa,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,Pickering High School,Ajax,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,Pine Ridge Secondary School,Pickering,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,Quaker Village Public School,Uxbridge,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,Sherwood Public School,Oshawa,2,0,0,2
2020-11-03,2020-11-04,Durham District School Board,Walter E Harris Public School,Oshawa,1,0,0,1
2020-11-03,2020-11-04,Durham District School Board,Westcreek Public School,Pickering,1,1,0,2
2020-11-03,2020-11-04,Grand Erie District School Board,Dunnville Secondary School,Haldimand County,1,0,0,1
2020-11-03,2020-11-04,Grand Erie District School Board,Hagersville Secondary School,Haldimand County,1,0,0,1
2020-11-03,2020-11-04,Grand Erie District School Board,McKinnon Park .Secondary School,Haldimand County,2,0,0,2
2020-11-03,2020-11-04,Grand Erie District School Board,River Heights School,Haldimand County,1,0,0,1
2020-11-03,2020-11-04,Grand Erie District School Board,Ryerson Heights,Brantford,0,1,0,1
2020-11-03,2020-11-04,Greater Essex County District School Board,Roseland Public School,Windsor,1,0,0,1
2020-11-03,2020-11-04,Halton Catholic District School Board,Assumption Catholic Secondary School,Burlington,0,0,2,2
2020-11-03,2020-11-04,Halton Catholic District School Board,Corpus Christi Catholic Secondary School,Burlington,0,0,1,1
2020-11-03,2020-11-04,Halton Catholic District School Board,Our Lady of Peace Catholic Elementary School,Oakville,0,0,3,3
2020-11-03,2020-11-04,Halton Catholic District School Board,St. Dominic Catholic Elementary School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton Catholic District School Board,St. Gregory the Great Catholic Elementary School,Oakville,0,0,3,3
2020-11-03,2020-11-04,Halton Catholic District School Board,St. Ignatius of Loyola Catholic Secondary School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton Catholic District School Board,St. Mary Catholic Elementary School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton Catholic District School Board,St. Matthew Catholic Elementary School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton Catholic District School Board,St. Michael Catholic Elementary School,Oakville,0,0,2,2
2020-11-03,2020-11-04,Halton Catholic District School Board,St. Nicholas Catholic Elementary School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton Catholic District School Board,St. Peter Catholic Elementary School,Milton,0,0,2,2
2020-11-03,2020-11-04,Halton District School Board,Abbey Park High School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton District School Board,Anne J. Macarthur Public School,Milton,0,0,2,2
2020-11-03,2020-11-04,Halton District School Board,Brant Hills Public School,Burlington,0,0,1,1
2020-11-03,2020-11-04,Halton District School Board,Brookdale Public School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton District School Board,Captain R. Wilson Public School,Oakville,0,0,2,2
2020-11-03,2020-11-04,Halton District School Board,Craig Kielburger Secondary School,Milton,0,0,1,1
2020-11-03,2020-11-04,Halton District School Board,Emily Carr Public School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton District School Board,Escarpment View Public School,Milton,0,0,1,1
2020-11-03,2020-11-04,Halton District School Board,Falgarwood Public School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton District School Board,Gary Allan High School - Oakville,Oakville,0,0,1,1
2020-11-03,2020-11-04,Halton District School Board,John William Boich Public School,Burlington,0,0,3,3
2020-11-03,2020-11-04,Halton District School Board,M. M. Robinson High School,Burlington,0,0,2,2
2020-11-03,2020-11-04,Halton District School Board,Sam Sherratt Public School,Milton,0,0,1,1
2020-11-03,2020-11-04,Halton District School Board,White Oaks Secondary School,Oakville,0,0,1,1
2020-11-03,2020-11-04,Hamilton Wentworth Catholic District School Board,Bishop Ryan Catholic Secondary School,Hamilton,2,0,0,2
2020-11-03,2020-11-04,Hamilton Wentworth Catholic District School Board,Cathedral High School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth DSB,Orchard Park Secondary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth Catholic District School Board,St. Charles Adult and Continuing Education,Hamilton,0,0,1,1
2020-11-03,2020-11-04,Hamilton Wentworth Catholic District School Board,St. John Henry Newman Catholic Secondary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth Catholic District School Board,St. Marguerite d'Youville Catholic Elementary School,Hamilton,2,0,0,2
2020-11-03,2020-11-04,Hamilton Wentworth Catholic District School Board,St. Mary Catholic Secondary School,Hamilton,6,0,0,6
2020-11-03,2020-11-04,Hamilton Wentworth Catholic District School Board,St. Thomas More Catholic Secondary School,Hamilton,2,0,0,2
2020-11-03,2020-11-04,Hamilton Wentworth DSB,Winona Elementary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Dundana Public School,Hamilton,0,1,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Dundas Valley Secondary School,Hamilton,2,0,0,2
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Frank Pannabaker South Senior Public School,Hamilton,0,1,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Gordan Price Elementary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Helen Detwiler Elementary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Highview Public .School,Hamilton,2,0,0,2
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,James MacDonald Public School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Lake Avenue Elementary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Nora Frances Henderson Secondary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Ray Lewis Elementary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Ridgemount Public School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Sir Allan MacNab Secondary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Hamilton Wentworth District School Board,Tiffany Hills Elementary School,Hamilton,1,0,0,1
2020-11-03,2020-11-04,Lambton Kent District School Board,McNaughton Avenue Public School,Chatham-Kent,0,1,0,1
2020-11-03,2020-11-04,Lambton Kent District School Board,Northern Collegiate Institute and Vocational School,Sarnia,1,0,0,1
2020-11-03,2020-11-04,Lambton Kent District School Board,Tecumseh Public School,Chatham-Kent,0,1,0,1
2020-11-03,2020-11-04,Le Conseil scolaire catholique MonAvenir,École élémentaire catholique du Sacré-Cœur ,Toronto,1,0,0,1
2020-11-03,2020-11-04,Le Conseil scolaire catholique MonAvenir,École Élémentaire Catholique Mère-Élisabeth-Bruyère,Waterloo,1,0,0,1
2020-11-03,2020-11-04,Le Conseil scolaire catholique MonAvenir,École élémentaire catholique Notre-Dame-de-Grâce,Toronto,1,0,0,1
2020-11-03,2020-11-04,Le Conseil scolaire catholique MonAvenir,École Élémentaire Catholique Sainte-Madelaine,Toronto,1,0,0,1
2020-11-03,2020-11-04,Le Conseil scolaire catholique MonAvenir,École élémentaire catholique Saint-Jean-de- Lalande,Toronto,0,1,0,1
2020-11-03,2020-11-04,Le Conseil scolaire catholique MonAvenir,École élémentaire/intermédiaire/ secondaire Saint-Frère-André,Toronto,1,0,0,1
2020-11-03,2020-11-04,Le Conseil scolaire catholique MonAvenir,École Secondaire Académie Catholique Mère-Teresa,Toronto,1,0,0,1
2020-11-03,2020-11-04,Le Conseil scolaire catholique MonAvenir,École Secondaire catholique Sainte-Famille,Toronto,1,0,0,1
2020-11-03,2020-11-04,Limestone District School Board,La Salle Secondary School,Kingston,1,0,0,1
2020-11-03,2020-11-04,London District Catholic School Board,Mother Teresa Catholic Secondary School,London,1,0,0,1
2020-11-03,2020-11-04,London District Catholic School Board,St. Andre Bessette Catholic Secondary School,London,1,0,0,1
2020-11-03,2020-11-04,London District Catholic School Board,St. Kateri Catholic Elementary School,London,2,0,0,2
2020-11-03,2020-11-04,Niagara Catholic District School Board,Lakeshore Catholic High School,Port Colborne,1,0,0,1
2020-11-03,2020-11-04,Niagara Catholic District School Board,Notre Dame College School,Welland,1,0,0,1
2020-11-03,2020-11-04,Niagara Catholic District School Board,St. Andrew Catholic Elementary School,Welland,1,0,0,1
2020-11-03,2020-11-04,Niagara Catholic District School Board,St. Michael Catholic High School,Niagara Falls,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,All Saints Catholic High School,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Ottawa Catholic School Board,Assumption Catholic Elementary School,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Ottawa Catholic School Board,Convent Glen Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,Guardian Angels Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,Holy Trinity Catholic High School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,Immaculata High School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,Lester B Pearson Catholic High School,Ottawa,3,0,0,3
2020-11-03,2020-11-04,Ottawa Catholic School Board,Notre Dame High School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,Our Lady of Victory Elementary School,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Ottawa Catholic School Board,Prince of Peace School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St Jerome Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St Leonard Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St Mark High School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St Matthew High School,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Ottawa Catholic School Board,St Patrick's High School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St Peter High School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St Rita Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St. Anthony Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St. Francis Xavier Catholic School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St. John the Apostle Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St. Joseph High School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa Catholic School Board,St. Nicholas Adult High School,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Ottawa Catholic School Board,St. Patrick's Adult School,Ottawa,3,0,0,3
2020-11-03,2020-11-04,Ottawa Catholic School Board,Thomas D'Arcy McGee Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,A.Y. Jackson Secondary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Adult High School,Ottawa,4,0,0,4
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Barrhaven Public School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Bayshore Public School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Briargreen Public School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Brookfield High School,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Cairine Wilson Secondary School,Ottawa,2,1,0,3
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Canterbury High School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Carson Grove Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Cedarview Middle School,Ottawa,3,0,0,3
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Chapman Mills Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Charles H. Hulse Public School,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Colonel By Secondary School,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Fisher Park Public School/Summit Alternative School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Glen Cairn Public School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Gloucester High School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Half Moon Bay Public School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Hawthorne Public School,Ottawa,2,0,0,2
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Henry Larsen Elementry School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Hillcrest High School,Ottawa,1,1,0,2
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Huntley Centennial Public School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,John Young Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Katimavik Elementary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Longfields Davidson Heights Secondary School,Ottawa,1,0,0,1
2020-11-03,2020-11-04,Ottawa-Carleton District School Board,Mary Honeywell Elementary School,Ottawa,3,0,0,3
