"date","lhin_region","ICU","ICU_vented","hospitalizations"
"2020-11-22","NORTH",1,0,6
"2020-11-23","NORTH",3,0,4
"2020-11-24","NORTH",1,0,5
"2020-11-25","NORTH",0,0,5
"2020-11-26","NORTH",0,0,6
"2020-11-27","NORTH",0,0,5
"2020-11-28","NORTH",0,0,5
"2020-11-29","NORTH",0,0,4
"2020-11-30","NORTH",0,0,4
"2020-12-01","NORTH",1,0,4
"2020-12-02","NORTH",1,0,5
"2020-04-02","TORONTO",27,17,58
"2020-04-03","TORONTO",37,18,62
"2020-04-04","TORONTO",34,23,77
"2020-04-05","TORONTO",35,21,73
"2020-04-06","TORONTO",39,24,90
"2020-04-07","TORONTO",40,30,101
"2020-04-08","TORONTO",44,35,100
"2020-04-09","TORONTO",49,44,111
"2020-04-10","TORONTO",48,44,131
"2020-04-11","TORONTO",48,39,133
"2020-04-12","TORONTO",49,37,146
"2020-04-13","TORONTO",49,35,150
"2020-04-14","TORONTO",46,41,163
"2020-04-15","TORONTO",51,36,167
"2020-04-16","TORONTO",53,45,179
"2020-04-17","TORONTO",57,50,195
"2020-04-18","TORONTO",56,46,205
"2020-04-19","TORONTO",58,47,212
"2020-04-20","TORONTO",59,50,212
"2020-04-21","TORONTO",62,54,227
"2020-04-22","TORONTO",62,56,218
"2020-04-23","TORONTO",64,53,223
"2020-04-24","TORONTO",72,59,228
"2020-04-25","TORONTO",73,56,232
"2020-04-26","TORONTO",76,58,235
"2020-04-27","TORONTO",69,57,237
"2020-04-28","TORONTO",68,59,254
"2020-04-29","TORONTO",68,59,257
"2020-04-30","TORONTO",69,60,243
"2020-05-01","TORONTO",67,57,238
"2020-05-02","TORONTO",66,42,208
"2020-05-03","TORONTO",64,50,239
"2020-05-04","TORONTO",61,51,244
"2020-05-05","TORONTO",60,44,255
"2020-05-06","TORONTO",61,49,256
"2020-05-07","TORONTO",60,46,246
"2020-05-08","TORONTO",58,47,231
"2020-05-09","TORONTO",56,45,235
"2020-05-10","TORONTO",57,40,233
"2020-05-11","TORONTO",54,43,232
"2020-05-12","TORONTO",52,46,232
"2020-05-13","TORONTO",55,52,219
"2020-05-14","TORONTO",53,47,207
"2020-05-15","TORONTO",52,47,207
"2020-05-16","TORONTO",55,45,198
"2020-05-17","TORONTO",56,40,192
"2020-05-18","TORONTO",57,45,188
"2020-05-19","TORONTO",52,42,186
"2020-05-20","TORONTO",50,41,187
"2020-05-21","TORONTO",48,39,178
"2020-05-22","TORONTO",47,41,175
"2020-05-23","TORONTO",44,37,172
"2020-05-24","TORONTO",44,33,165
"2020-05-25","TORONTO",47,35,157
"2020-05-26","TORONTO",45,37,158
"2020-05-27","TORONTO",48,36,161
"2020-05-28","TORONTO",37,27,152
"2020-05-29","TORONTO",35,26,156
"2020-05-30","TORONTO",33,25,161
"2020-05-31","TORONTO",31,25,153
"2020-06-01","TORONTO",33,20,154
"2020-06-02","TORONTO",33,21,147
"2020-06-03","TORONTO",30,20,147
"2020-06-04","TORONTO",33,25,142
"2020-06-05","TORONTO",32,25,138
"2020-06-06","TORONTO",31,27,130
"2020-06-07","TORONTO",34,25,113
"2020-06-08","TORONTO",36,21,121
"2020-06-09","TORONTO",36,26,121
"2020-06-10","TORONTO",36,27,119
"2020-06-11","TORONTO",39,27,110
"2020-06-12","TORONTO",37,28,112
"2020-06-13","TORONTO",36,29,104
"2020-06-14","TORONTO",30,26,102
"2020-06-15","TORONTO",31,26,102
"2020-06-16","TORONTO",29,24,99
"2020-06-17","TORONTO",29,21,93
"2020-06-18","TORONTO",28,23,82
"2020-06-19","TORONTO",84,66,82
"2020-06-20","TORONTO",28,21,80
"2020-06-21","TORONTO",30,18,66
"2020-06-22","TORONTO",28,21,61
"2020-06-23","TORONTO",27,20,62
"2020-06-24","TORONTO",28,17,57
"2020-06-25","TORONTO",27,17,60
"2020-06-26","TORONTO",19,14,57
"2020-06-27","TORONTO",17,11,54
"2020-06-28","TORONTO",15,11,48
"2020-06-29","TORONTO",12,11,49
"2020-06-30","TORONTO",11,9,47
"2020-07-01","TORONTO",9,7,41
"2020-07-02","TORONTO",8,5,42
"2020-07-03","TORONTO",8,6,45
"2020-07-05","TORONTO",9,6,42
"2020-07-06","TORONTO",8,5,42
"2020-07-07","TORONTO",8,6,41
"2020-07-08","TORONTO",9,6,41
"2020-07-09","TORONTO",9,6,43
"2020-07-10","TORONTO",8,6,42
"2020-07-11","TORONTO",8,5,45
"2020-07-12","TORONTO",7,4,44
"2020-07-13","TORONTO",8,5,54
"2020-07-14","TORONTO",9,5,55
"2020-07-15","TORONTO",7,5,31
"2020-07-16","TORONTO",4,3,29
"2020-07-17","TORONTO",6,3,46
"2020-07-18","TORONTO",6,3,45
"2020-07-19","TORONTO",7,4,46
"2020-07-20","TORONTO",8,4,48
"2020-07-21","TORONTO",6,4,46
"2020-07-22","TORONTO",4,2,46
"2020-07-23","TORONTO",3,3,71
"2020-07-24","TORONTO",3,3,66
"2020-07-25","TORONTO",3,3,23
"2020-07-26","TORONTO",3,3,23
"2020-07-27","TORONTO",3,3,22
"2020-07-28","TORONTO",3,2,23
"2020-07-29","TORONTO",4,2,23
"2020-07-30","TORONTO",4,3,17
"2020-07-31","TORONTO",5,3,12
"2020-08-01","TORONTO",5,3,11
"2020-08-02","TORONTO",6,3,9
"2020-08-03","TORONTO",5,3,10
"2020-08-04","TORONTO",7,4,10
"2020-08-05","TORONTO",7,4,9
"2020-08-06","TORONTO",8,3,13
"2020-08-07","TORONTO",8,2,11
"2020-08-08","TORONTO",7,2,6
"2020-08-09","TORONTO",7,3,6
"2020-08-10","TORONTO",6,4,5
"2020-08-11","TORONTO",5,3,10
"2020-08-12","TORONTO",4,2,3
"2020-08-13","TORONTO",3,2,2
"2020-08-14","TORONTO",2,2,2
"2020-08-15","TORONTO",2,2,2
"2020-08-16","TORONTO",2,1,3
"2020-08-17","TORONTO",2,2,3
"2020-08-18","TORONTO",2,1,3
"2020-08-19","TORONTO",2,2,2
"2020-08-20","TORONTO",1,1,3
"2020-08-21","TORONTO",1,1,3
"2020-08-22","TORONTO",0,0,4
"2020-08-23","TORONTO",0,0,4
"2020-08-24","TORONTO",1,0,3
"2020-08-25","TORONTO",0,0,5
"2020-08-26","TORONTO",0,0,4
"2020-08-27","TORONTO",0,0,4
"2020-08-28","TORONTO",0,0,5
"2020-08-29","TORONTO",0,0,5
"2020-08-30","TORONTO",0,0,4
"2020-08-31","TORONTO",0,0,4
"2020-09-01","TORONTO",0,0,5
"2020-09-02","TORONTO",0,0,4
"2020-09-03","TORONTO",0,0,6
"2020-09-04","TORONTO",0,0,5
"2020-09-05","TORONTO",0,0,5
"2020-09-06","TORONTO",0,0,4
"2020-09-07","TORONTO",0,0,4
"2020-09-08","TORONTO",2,1,3
"2020-09-09","TORONTO",3,1,5
"2020-09-10","TORONTO",1,1,4
"2020-09-11","TORONTO",5,2,6
"2020-09-12","TORONTO",3,2,9
"2020-09-13","TORONTO",4,2,8
"2020-09-14","TORONTO",5,1,10
"2020-09-15","TORONTO",5,3,9
"2020-09-16","TORONTO",4,3,9
"2020-09-17","TORONTO",4,4,13
"2020-09-18","TORONTO",4,4,16
"2020-09-19","TORONTO",4,3,13
"2020-09-20","TORONTO",4,3,13
"2020-09-21","TORONTO",4,3,14
"2020-09-22","TORONTO",4,3,18
"2020-09-23","TORONTO",4,3,17
"2020-09-24","TORONTO",5,3,17
"2020-09-25","TORONTO",4,3,19
"2020-09-26","TORONTO",4,3,21
"2020-09-27","TORONTO",3,1,23
"2020-09-28","TORONTO",4,2,28
"2020-09-29","TORONTO",4,1,32
"2020-09-30","TORONTO",5,1,36
"2020-10-01","TORONTO",5,1,40
"2020-10-02","TORONTO",6,2,41
"2020-10-03","TORONTO",8,3,37
"2020-10-04","TORONTO",10,4,44
"2020-10-05","TORONTO",9,4,49
"2020-10-06","TORONTO",9,3,52
"2020-10-07","TORONTO",10,4,52
"2020-10-08","TORONTO",9,3,55
"2020-10-09","TORONTO",8,3,56
"2020-10-10","TORONTO",4,3,52
"2020-10-11","TORONTO",3,3,47
"2020-10-12","TORONTO",3,3,45
"2020-10-13","TORONTO",4,3,48
"2020-10-14","TORONTO",6,4,53
"2020-10-15","TORONTO",6,4,53
"2020-10-16","TORONTO",6,5,53
"2020-10-17","TORONTO",7,4,48
"2020-10-18","TORONTO",9,7,47
"2020-10-19","TORONTO",7,5,49
"2020-10-20","TORONTO",8,6,54
"2020-10-21","TORONTO",10,7,44
"2020-10-22","TORONTO",11,5,47
"2020-10-23","TORONTO",15,7,55
"2020-10-24","TORONTO",15,6,61
"2020-10-25","TORONTO",14,6,59
"2020-10-26","TORONTO",12,6,58
"2020-10-27","TORONTO",11,7,60
"2020-10-28","TORONTO",8,5,68
"2020-10-29","TORONTO",10,5,67
"2020-10-30","TORONTO",9,5,65
"2020-10-31","TORONTO",8,3,68
"2020-11-01","TORONTO",7,3,70
"2020-11-02","TORONTO",10,4,73
"2020-11-03","TORONTO",10,6,79
"2020-11-04","TORONTO",11,5,66
"2020-11-05","TORONTO",12,6,74
"2020-11-06","TORONTO",8,2,72
"2020-11-07","TORONTO",10,6,74
"2020-11-08","TORONTO",11,6,68
"2020-11-09","TORONTO",10,5,66
"2020-11-10","TORONTO",11,8,77
"2020-11-11","TORONTO",11,9,72
"2020-11-12","TORONTO",14,10,72
"2020-11-13","TORONTO",17,13,66
"2020-11-14","TORONTO",20,16,73
"2020-11-15","TORONTO",20,13,77
"2020-11-16","TORONTO",23,12,80
"2020-11-17","TORONTO",24,14,86
"2020-11-18","TORONTO",23,14,83
"2020-11-19","TORONTO",25,18,80
"2020-11-20","TORONTO",24,19,68
"2020-11-21","TORONTO",25,19,76
"2020-11-22","TORONTO",25,20,66
"2020-11-23","TORONTO",26,21,61
"2020-11-24","TORONTO",24,17,78
"2020-11-25","TORONTO",22,17,73
"2020-11-26","TORONTO",23,17,76
"2020-11-27","TORONTO",23,19,85
"2020-11-28","TORONTO",26,19,91
"2020-11-29","TORONTO",25,18,83
"2020-11-30","TORONTO",27,19,96
"2020-12-01","TORONTO",30,20,103
"2020-12-02","TORONTO",32,23,97
"2020-04-02","WEST",51,25,133
"2020-04-03","WEST",50,30,134
"2020-04-04","WEST",43,32,131
"2020-04-05","WEST",47,32,143
"2020-04-06","WEST",48,32,161
"2020-04-07","WEST",54,42,167
"2020-04-08","WEST",54,44,162
"2020-04-09","WEST",55,44,167
"2020-04-10","WEST",56,43,167
"2020-04-11","WEST",53,43,174
"2020-04-12","WEST",55,43,180
"2020-04-13","WEST",62,43,174
"2020-04-14","WEST",59,42,171
"2020-04-15","WEST",57,38,168
"2020-04-16","WEST",59,48,170
"2020-04-17","WEST",54,42,174
"2020-04-18","WEST",52,41,159
"2020-04-19","WEST",52,41,154
"2020-04-20","WEST",50,36,153
"2020-04-21","WEST",52,37,161
"2020-04-22","WEST",49,38,168
"2020-04-23","WEST",45,38,171
"2020-04-24","WEST",47,39,183
"2020-04-25","WEST",45,38,181
"2020-04-26","WEST",46,38,177
"2020-04-27","WEST",43,34,180
"2020-04-28","WEST",44,34,185
"2020-04-29","WEST",43,33,189
"2020-04-30","WEST",39,31,194
"2020-05-01","WEST",36,27,213
"2020-05-02","WEST",34,29,208
"2020-05-03","WEST",36,28,211
"2020-05-04","WEST",31,24,204
"2020-05-05","WEST",31,23,200
"2020-05-06","WEST",31,26,200
"2020-05-07","WEST",33,20,205
"2020-05-08","WEST",30,23,208
"2020-05-09","WEST",28,22,198
"2020-05-10","WEST",26,21,193
"2020-05-11","WEST",30,20,196
"2020-05-12","WEST",30,19,203
"2020-05-13","WEST",27,15,207
"2020-05-14","WEST",24,15,199
"2020-05-15","WEST",24,13,194
"2020-05-16","WEST",23,10,187
"2020-05-17","WEST",22,11,212
"2020-05-18","WEST",22,12,229
"2020-05-19","WEST",22,11,226
"2020-05-20","WEST",18,9,225
"2020-05-21","WEST",17,6,213
"2020-05-22","WEST",16,6,203
"2020-05-23","WEST",16,8,192
"2020-05-24","WEST",17,8,189
"2020-05-25","WEST",16,8,183
"2020-05-26","WEST",14,8,184
"2020-05-27","WEST",13,7,169
"2020-05-28","WEST",10,5,168
"2020-05-29","WEST",8,4,161
"2020-05-30","WEST",7,3,130
"2020-05-31","WEST",7,1,146
"2020-06-01","WEST",8,2,147
"2020-06-02","WEST",8,2,152
"2020-06-03","WEST",12,5,139
"2020-06-04","WEST",9,5,135
"2020-06-05","WEST",8,6,129
"2020-06-06","WEST",7,5,107
"2020-06-07","WEST",7,5,97
"2020-06-08","WEST",8,6,96
"2020-06-09","WEST",8,6,96
"2020-06-10","WEST",9,7,81
"2020-06-11","WEST",10,7,86
"2020-06-12","WEST",12,8,82
"2020-06-13","WEST",11,6,83
"2020-06-14","WEST",10,6,68
"2020-06-15","WEST",10,6,65
"2020-06-16","WEST",10,7,61
"2020-06-17","WEST",10,8,55
"2020-06-18","WEST",8,7,45
"2020-06-19","WEST",30,24,42
"2020-06-20","WEST",10,9,44
"2020-06-21","WEST",11,7,38
"2020-06-22","WEST",10,8,38
"2020-06-23","WEST",8,7,38
"2020-06-24","WEST",7,5,41
"2020-06-25","WEST",8,6,42
"2020-06-26","WEST",8,5,41
"2020-06-27","WEST",7,4,41
"2020-06-28","WEST",8,6,37
"2020-06-29","WEST",7,5,44
"2020-06-30","WEST",7,6,43
"2020-07-01","WEST",6,5,36
"2020-07-02","WEST",5,4,26
"2020-07-03","WEST",5,4,28
"2020-07-05","WEST",5,3,28
"2020-07-06","WEST",4,2,23
"2020-07-07","WEST",3,3,20
"2020-07-08","WEST",4,4,17
"2020-07-09","WEST",4,4,18
"2020-07-10","WEST",5,5,17
"2020-07-11","WEST",5,3,16
"2020-07-12","WEST",4,3,17
"2020-07-13","WEST",4,3,18
"2020-07-14","WEST",4,3,22
"2020-07-15","WEST",5,3,23
"2020-07-16","WEST",4,4,16
"2020-07-17","WEST",5,5,14
"2020-07-18","WEST",6,4,12
"2020-07-19","WEST",8,5,11
"2020-07-20","WEST",10,5,18
"2020-07-21","WEST",8,4,21
"2020-07-22","WEST",9,3,24
"2020-07-23","WEST",8,4,26
"2020-07-24","WEST",7,4,25
"2020-07-25","WEST",7,5,22
"2020-07-26","WEST",6,5,22
"2020-07-27","WEST",5,3,23
"2020-07-28","WEST",5,3,24
"2020-07-29","WEST",5,3,21
"2020-07-30","WEST",4,3,22
"2020-07-31","WEST",5,2,21
"2020-08-01","WEST",5,1,22
"2020-08-02","WEST",5,2,21
"2020-08-03","WEST",6,1,21
"2020-08-04","WEST",7,2,23
"2020-08-05","WEST",9,3,17
"2020-08-06","WEST",7,3,16
"2020-08-07","WEST",8,4,18
"2020-08-08","WEST",9,3,19
"2020-08-09","WEST",8,3,16
"2020-08-10","WEST",7,3,16
"2020-08-11","WEST",6,3,17
"2020-08-12","WEST",6,2,15
"2020-08-13","WEST",6,2,14
"2020-08-14","WEST",6,2,12
"2020-08-15","WEST",5,3,11
"2020-08-16","WEST",6,3,13
"2020-08-17","WEST",6,3,14
"2020-08-18","WEST",5,3,15
"2020-08-19","WEST",6,3,17
"2020-08-20","WEST",6,3,14
"2020-08-21","WEST",5,2,14
"2020-08-22","WEST",6,3,13
"2020-08-23","WEST",4,1,13
"2020-08-24","WEST",3,2,13
"2020-08-25","WEST",4,3,12
"2020-08-26","WEST",4,3,11
"2020-08-27","WEST",4,2,10
"2020-08-28","WEST",4,3,12
"2020-08-29","WEST",4,0,13
"2020-08-30","WEST",5,3,14
"2020-08-31","WEST",5,3,15
"2020-09-01","WEST",5,0,25
"2020-09-02","WEST",3,2,23
"2020-09-03","WEST",2,2,23
"2020-09-04","WEST",2,2,21
"2020-09-05","WEST",2,2,14
"2020-09-06","WEST",2,2,11
"2020-09-07","WEST",2,1,12
"2020-09-08","WEST",1,1,11
"2020-09-09","WEST",1,1,10
"2020-09-10","WEST",1,1,8
"2020-09-11","WEST",1,0,8
"2020-09-12","WEST",0,0,2
"2020-09-13","WEST",1,0,2
"2020-09-14","WEST",2,0,4
"2020-09-15","WEST",2,2,4
"2020-09-16","WEST",3,1,6
"2020-09-17","WEST",4,0,6
"2020-09-18","WEST",4,0,7
"2020-09-19","WEST",4,1,8
"2020-09-20","WEST",4,1,8
"2020-09-21","WEST",3,1,8
"2020-09-22","WEST",3,0,10
"2020-09-23","WEST",2,0,11
"2020-09-24","WEST",3,2,11
"2020-09-25","WEST",3,2,9
"2020-09-26","WEST",3,2,10
"2020-09-27","WEST",3,3,9
"2020-09-28","WEST",3,2,11
"2020-09-29","WEST",3,2,11
"2020-09-30","WEST",3,2,12
"2020-10-01","WEST",4,1,12
"2020-10-02","WEST",5,3,11
"2020-10-03","WEST",4,2,11
"2020-10-04","WEST",3,1,14
"2020-10-05","WEST",3,2,14
"2020-10-06","WEST",3,2,16
"2020-10-07","WEST",5,3,15
"2020-10-08","WEST",5,2,18
"2020-10-09","WEST",4,2,18
"2020-10-10","WEST",6,3,14
"2020-10-11","WEST",6,3,17
"2020-10-12","WEST",6,3,16
"2020-10-13","WEST",8,4,19
"2020-10-14","WEST",8,4,18
"2020-10-15","WEST",6,3,19
"2020-10-16","WEST",5,3,21
"2020-10-17","WEST",8,6,37
"2020-10-18","WEST",9,5,23
"2020-10-19","WEST",9,5,24
"2020-10-20","WEST",10,6,27
"2020-10-21","WEST",8,6,29
"2020-10-22","WEST",9,6,27
"2020-10-23","WEST",9,8,27
"2020-10-24","WEST",10,7,24
"2020-10-25","WEST",9,6,23
"2020-10-26","WEST",10,6,30
"2020-10-27","WEST",8,6,28
"2020-10-28","WEST",8,6,24
"2020-10-29","WEST",9,7,30
"2020-10-30","WEST",7,5,24
"2020-10-31","WEST",6,4,26
"2020-11-01","WEST",7,6,28
"2020-11-02","WEST",7,6,30
"2020-11-03","WEST",9,6,30
"2020-11-04","WEST",9,6,30
"2020-11-05","WEST",10,7,31
"2020-11-06","WEST",10,8,36
"2020-11-07","WEST",8,5,34
"2020-11-08","WEST",7,3,37
"2020-11-09","WEST",8,5,35
"2020-11-10","WEST",9,6,37
"2020-11-11","WEST",9,6,37
"2020-11-12","WEST",10,6,43
"2020-11-13","WEST",12,7,40
"2020-11-14","WEST",14,7,63
"2020-11-15","WEST",17,7,61
"2020-11-16","WEST",18,9,70
"2020-11-17","WEST",19,11,74
"2020-11-18","WEST",20,11,75
"2020-11-19","WEST",25,15,74
"2020-11-20","WEST",24,14,81
"2020-11-21","WEST",31,14,80
"2020-11-22","WEST",31,17,84
"2020-11-23","WEST",32,10,90
"2020-11-24","WEST",32,17,94
"2020-11-25","WEST",32,21,102
"2020-11-26","WEST",29,22,110
"2020-11-27","WEST",28,19,114
"2020-11-28","WEST",29,16,123
"2020-11-29","WEST",28,10,133
"2020-11-30","WEST",31,17,140
"2020-12-01","WEST",34,15,137
"2020-12-02","WEST",34,17,151

