pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14
60,Yukon,Yukon,11-06-2020,11,0,0.0,11,1232.0,11.0,100.0,30156.0,0,0.0,26.93,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,11-06-2020,5,0,0.0,5,2166.0,5.0,100.0,48320.0,0,0.0,11.15,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,11-06-2020,0,0,0.0,0,877.0,0.0,,22615.0,0,0.0,0.0,0.0,0.0,,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,11-06-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,
1,Canada,Canada,11-06-2020,97519,11,7994.0,97530,2028496.0,57658.0,59.12,53965.0,405,0.42,259.46,21.27,34.0,8.2,39241.0,1019.0,32.69,31878.0,84.81,9018.0,23.99,1117.0,2.97
59,British Columbia,Colombie-Britannique,12-06-2020,2709,0,168.0,2709,139950.0,2354.0,86.9,27596.0,15,0.56,53.42,3.31,1.0,6.2,1631.0,10.0,6.9,187.0,3.69,147.0,2.9,4.0,0.08
48,Alberta,Alberta,12-06-2020,7346,0,149.0,7346,291329.0,6811.0,92.72,66646.0,30,0.41,168.05,3.41,0.0,2.03,6541.0,23.0,5.25,386.0,8.83,367.0,8.4,6.0,0.14
47,Saskatchewan,Saskatchewan,12-06-2020,663,0,13.0,663,48904.0,627.0,94.57,41639.0,3,0.45,56.45,1.11,0.0,1.96,548.0,1.0,3.47,23.0,1.96,22.0,1.87,3.0,0.26
46,Manitoba,Manitoba,12-06-2020,290,11,7.0,301,51402.0,289.0,96.01,37534.0,1,0.33,21.98,0.51,0.0,2.33,739.0,3.0,1.66,5.0,0.37,7.0,0.51,0.0,0.0
35,Ontario,Ontario,12-06-2020,31726,0,2498.0,31726,921851.0,26187.0,82.54,63285.0,182,0.58,217.8,17.15,11.0,7.87,27408.0,302.0,9.59,3041.0,20.88,4516.0,31.0,268.0,1.84
24,Quebec,Québec,12-06-2020,53666,0,5148.0,53666,509452.0,20823.0,38.8,60042.0,181,0.34,632.48,60.67,43.0,9.59,5396.0,524.0,51.61,27695.0,326.4,3434.0,40.47,785.0,9.25
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,12-06-2020,261,0,3.0,261,14236.0,256.0,98.08,27296.0,0,0.0,50.04,0.58,0.0,1.15,165.0,0.0,0.77,2.0,0.38,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,12-06-2020,154,0,1.0,154,33327.0,125.0,81.17,42901.0,1,0.65,19.82,0.13,0.0,0.65,399.0,2.0,18.18,28.0,3.6,26.0,3.35,1.0,0.13
12,Nova Scotia,Nouvelle-Écosse,12-06-2020,1061,0,62.0,1061,49024.0,995.0,93.78,50468.0,0,0.0,109.22,6.38,0.0,5.84,613.0,0.0,0.38,4.0,0.41,6.0,0.62,3.0,0.31
11,Prince Edward Island,Île-du-Prince-Édouard,12-06-2020,27,0,0.0,27,8241.0,27.0,100.0,52508.0,0,0.0,17.2,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,12-06-2020,11,0,0.0,11,1235.0,11.0,100.0,30230.0,0,0.0,26.93,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,12-06-2020,5,0,0.0,5,2177.0,5.0,100.0,48566.0,0,0.0,11.15,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,12-06-2020,0,0,0.0,0,892.0,0.0,,23002.0,0,0.0,0.0,0.0,0.0,,15.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,12-06-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,
1,Canada,Canada,12-06-2020,97932,11,8049.0,97943,2072096.0,58523.0,59.75,55125.0,413,0.42,260.56,21.41,55.0,8.22,43600.0,865.0,32.03,31371.0,83.46,8525.0,22.68,1070.0,2.85
59,British Columbia,Colombie-Britannique,13-06-2020,2709,0,168.0,2709,141630.0,2354.0,86.9,27928.0,0,0.0,53.42,3.31,0.0,6.2,1680.0,0.0,6.9,187.0,3.69,136.0,2.68,4.0,0.08
48,Alberta,Alberta,13-06-2020,7383,0,150.0,7383,297108.0,6830.0,92.51,67968.0,37,0.5,168.9,3.43,1.0,2.03,5779.0,19.0,5.46,403.0,9.22,391.0,8.94,7.0,0.16
47,Saskatchewan,Saskatchewan,13-06-2020,664,0,13.0,664,49412.0,628.0,94.58,42072.0,1,0.15,56.54,1.11,0.0,1.96,508.0,1.0,3.46,23.0,1.96,19.0,1.62,3.0,0.26
46,Manitoba,Manitoba,13-06-2020,292,11,7.0,303,52048.0,289.0,95.38,38006.0,2,0.66,22.13,0.51,0.0,2.31,646.0,0.0,2.31,7.0,0.51,9.0,0.66,0.0,0.0
35,Ontario,Ontario,13-06-2020,31992,0,2507.0,31992,948410.0,26538.0,82.95,65109.0,266,0.84,219.63,17.21,9.0,7.84,26559.0,351.0,9.21,2947.0,20.23,4459.0,30.61,260.0,1.78
24,Quebec,Québec,13-06-2020,53824,0,5195.0,53824,514868.0,21281.0,39.54,60680.0,158,0.29,634.35,61.23,47.0,9.65,5416.0,458.0,50.81,27348.0,322.31,3173.0,37.4,756.0,8.91
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-06-2020,261,0,3.0,261,14419.0,256.0,98.08,27647.0,0,0.0,50.04,0.58,0.0,1.15,183.0,0.0,0.77,2.0,0.38,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,13-06-2020,157,0,2.0,157,33759.0,126.0,80.25,43458.0,3,1.95,20.21,0.26,1.0,1.27,432.0,1.0,18.47,29.0,3.73,28.0,3.6,2.0,0.26
12,Nova Scotia,Nouvelle-Écosse,13-06-2020,1061,0,62.0,1061,49644.0,996.0,93.87,51106.0,0,0.0,109.22,6.38,0.0,5.84,620.0,1.0,0.28,3.0,0.31,5.0,0.51,2.0,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,13-06-2020,27,0,0.0,27,8241.0,27.0,100.0,52508.0,0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,13-06-2020,11,0,0.0,11,1235.0,11.0,100.0,30230.0,0,0.0,26.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,13-06-2020,5,0,0.0,5,2177.0,5.0,100.0,48566.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,13-06-2020,0,0,0.0,0,897.0,0.0,,23130.0,0,0.0,0.0,0.0,0.0,,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,13-06-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,
1,Canada,Canada,13-06-2020,98399,11,8107.0,98410,2113924.0,59354.0,60.31,56237.0,467,0.48,261.8,21.57,58.0,8.24,41828.0,831.0,31.45,30949.0,82.33,8220.0,21.87,1034.0,2.75
59,British Columbia,Colombie-Britannique,14-06-2020,2709,0,168.0,2709,143333.0,2354.0,86.9,28263.0,0,0.0,53.42,3.31,0.0,6.2,1703.0,0.0,6.9,187.0,3.69,136.0,2.68,4.0,0.08
48,Alberta,Alberta,14-06-2020,7433,0,150.0,7433,303912.0,6861.0,92.3,69524.0,50,0.68,170.04,3.43,0.0,2.02,6804.0,31.0,5.68,422.0,9.65,423.0,9.68,7.0,0.16
47,Saskatchewan,Saskatchewan,14-06-2020,665,0,13.0,665,49843.0,628.0,94.44,42439.0,1,0.15,56.62,1.11,0.0,1.95,431.0,0.0,3.61,24.0,2.04,19.0,1.62,2.0,0.17
46,Manitoba,Manitoba,14-06-2020,293,11,7.0,304,52650.0,289.0,95.07,38446.0,1,0.33,22.2,0.51,0.0,2.3,602.0,0.0,2.63,8.0,0.58,9.0,0.66,0.0,0.0
35,Ontario,Ontario,14-06-2020,32189,0,2519.0,32189,970926.0,26961.0,83.76,66655.0,197,0.62,220.98,17.29,12.0,7.83,22516.0,423.0,8.42,2709.0,18.6,4330.0,29.73,253.0,1.74
24,Quebec,Québec,14-06-2020,53952,0,5222.0,53952,520873.0,21742.0,40.3,61388.0,128,0.24,635.85,61.54,27.0,9.68,6005.0,461.0,50.02,26988.0,318.07,2893.0,34.1,581.0,6.85
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14-06-2020,261,0,3.0,261,14592.0,256.0,98.08,27979.0,0,0.0,50.04,0.58,0.0,1.15,173.0,0.0,0.77,2.0,0.38,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,14-06-2020,157,0,2.0,157,33954.0,129.0,82.17,43709.0,0,0.0,20.21,0.26,0.0,1.27,195.0,3.0,16.56,26.0,3.35,25.0,3.22,2.0,0.26
12,Nova Scotia,Nouvelle-Écosse,14-06-2020,1061,0,62.0,1061,50066.0,996.0,93.87,51540.0,0,0.0,109.22,6.38,0.0,5.84,422.0,0.0,0.28,3.0,0.31,5.0,0.51,2.0,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,14-06-2020,27,0,0.0,27,8241.0,27.0,100.0,52508.0,0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,14-06-2020,11,0,0.0,11,1235.0,11.0,100.0,30230.0,0,0.0,26.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,14-06-2020,5,0,0.0,5,2177.0,5.0,100.0,48566.0,0,0.0,11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,14-06-2020,0,0,0.0,0,898.0,0.0,,23156.0,0,0.0,0.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,14-06-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,
1,Canada,Canada,14-06-2020,98776,11,8146.0,98787,2152776.0,60272.0,61.01,57271.0,377,0.38,262.81,21.67,39.0,8.25,38852.0,918.0,30.74,30369.0,80.79,7840.0,20.86,851.0,2.26
59,British Columbia,Colombie-Britannique,15-06-2020,2745,0,168.0,2745,143524.0,2395.0,87.25,28301.0,36,1.33,54.13,3.31,0.0,6.12,191.0,41.0,6.63,182.0,3.59,148.0,2.92,3.0,0.06
48,Alberta,Alberta,15-06-2020,7453,0,151.0,7453,306887.0,6862.0,92.07,70205.0,20,0.27,170.5,3.45,1.0,2.03,2975.0,1.0,5.9,440.0,10.07,409.0,9.36,8.0,0.18
47,Saskatchewan,Saskatchewan,15-06-2020,683,0,13.0,683,50331.0,629.0,92.09,42855.0,18,2.71,58.15,1.11,0.0,1.9,488.0,1.0,6.0,41.0,3.49,37.0,3.15,2.0,0.17
46,Manitoba,Manitoba,15-06-2020,293,11,7.0,304,53342.0,292.0,96.05,38951.0,0,0.0,22.2,0.51,0.0,2.3,692.0,3.0,1.64,5.0,0.37,9.0,0.66,0.0,0.0
35,Ontario,Ontario,15-06-2020,32370,0,2527.0,32370,991966.0,27213.0,84.07,68099.0,181,0.56,222.22,17.35,8.0,7.81,21040.0,252.0,8.12,2630.0,18.06,4107.0,28.19,251.0,1.72
24,Quebec,Québec,15-06-2020,54054,0,5242.0,54054,524979.0,22213.0,41.09,61872.0,102,0.19,637.06,61.78,20.0,9.7,4106.0,471.0,49.21,26599.0,313.48,2700.0,31.82,581.0,6.85
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15-06-2020,261,0,3.0,261,14694.0,257.0,98.47,28174.0,0,0.0,50.04,0.58,0.0,1.15,102.0,1.0,0.38,1.0,0.19,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,15-06-2020,160,0,2.0,160,34261.0,129.0,80.63,44104.0,3,1.91,20.6,0.26,0.0,1.25,307.0,0.0,18.13,29.0,3.73,28.0,3.6,2.0,0.26
12,Nova Scotia,Nouvelle-Écosse,15-06-2020,1061,0,62.0,1061,50313.0,996.0,93.87,51795.0,0,0.0,109.22,6.38,0.0,5.84,247.0,0.0,0.28,3.0,0.31,4.0,0.41,2.0,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,15-06-2020,27,0,0.0,27,8750.0,27.0,100.0,55751.0,0,0.0,17.2,0.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,15-06-2020,11,0,0.0,11,1235.0,11.0,100.0,30230.0,0,0.0,26.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,15-06-2020,5,0,0.0,5,2215.0,5.0,100.0,49413.0,0,0.0,11.15,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,15-06-2020,0,0,0.0,0,903.0,0.0,,23285.0,0,0.0,0.0,0.0,0.0,,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,15-06-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,
1,Canada,Canada,15-06-2020,99136,11,8175.0,99147,2183476.0,61042.0,61.57,58088.0,360,0.36,263.76,21.75,29.0,8.25,30700.0,770.0,30.19,29930.0,79.62,7442.0,19.8,849.0,2.26
59,British Columbia,Colombie-Britannique,16-06-2020,2756,0,168.0,2756,145243.0,2416.0,87.66,28640.0,11,0.4,54.34,3.31,0.0,6.1,1719.0,21.0,6.24,172.0,3.39,155.0,3.06,3.0,0.06
48,Alberta,Alberta,16-06-2020,7482,0,151.0,7482,312351.0,6882.0,91.98,71455.0,29,0.39,171.16,3.45,0.0,2.02,5464.0,20.0,6.0,449.0,10.27,425.0,9.72,8.0,0.18
47,Saskatchewan,Saskatchewan,16-06-2020,684,0,13.0,684,50728.0,631.0,92.25,43193.0,1,0.15,58.24,1.11,0.0,1.9,397.0,2.0,5.85,40.0,3.41,38.0,3.24,2.0,0.17
46,Manitoba,Manitoba,16-06-2020,293,11,7.0,304,53860.0,292.0,96.05,39329.0,0,0.0,22.2,0.51,0.0,2.3,518.0,0.0,1.64,5.0,0.37,7.0,0.51,0.0,0.0
35,Ontario,Ontario,16-06-2020,32554,0,2538.0,32554,1012980.0,27431.0,84.26,69542.0,184,0.57,223.48,17.42,11.0,7.8,21014.0,218.0,7.94,2585.0,17.75,3845.0,26.4,245.0,1.68
24,Quebec,Québec,16-06-2020,54146,0,5269.0,54146,528245.0,22350.0,41.28,62257.0,92,0.17,638.14,62.1,27.0,9.73,3266.0,137.0,48.99,26527.0,312.64,2553.0,30.09,556.0,6.55
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-06-2020,261,0,3.0,261,14902.0,257.0,98.47,28573.0,0,0.0,50.04,0.58,0.0,1.15,208.0,0.0,0.38,1.0,0.19,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,16-06-2020,163,0,2.0,163,34510.0,131.0,80.37,44424.0,3,1.88,20.98,0.26,0.0,1.23,249.0,2.0,18.4,30.0,3.86,30.0,3.86,2.0,0.26
12,Nova Scotia,Nouvelle-Écosse,16-06-2020,1061,0,62.0,1061,50516.0,997.0,93.97,52004.0,0,0.0,109.22,6.38,0.0,5.84,203.0,1.0,0.19,2.0,0.21,4.0,0.41,2.0,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,16-06-2020,27,0,0.0,27,8916.0,27.0,100.0,56809.0,0,0.0,17.2,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,16-06-2020,11,0,0.0,11,1243.0,11.0,100.0,30425.0,0,0.0,26.93,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,16-06-2020,5,0,0.0,5,2225.0,5.0,100.0,49636.0,0,0.0,11.15,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,16-06-2020,0,0,0.0,0,935.0,0.0,,24110.0,0,0.0,0.0,0.0,0.0,,32.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,16-06-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,
1,Canada,Canada,16-06-2020,99456,11,8213.0,99467,2216730.0,61443.0,61.77,58972.0,320,0.32,264.62,21.85,38.0,8.26,33254.0,401.0,29.97,29811.0,79.31,7057.0,18.77,818.0,2.18
59,British Columbia,Colombie-Britannique,17-06-2020,2775,0,168.0,2775,146712.0,2422.0,87.28,28930.0,19,0.69,54.72,3.31,0.0,6.05,1469.0,6.0,6.67,185.0,3.65,152.0,3.0,2.0,0.04
48,Alberta,Alberta,17-06-2020,7530,0,151.0,7530,318276.0,6893.0,91.54,72810.0,48,0.64,172.26,3.45,0.0,2.01,5925.0,11.0,6.45,486.0,11.12,454.0,10.39,6.0,0.14
47,Saskatchewan,Saskatchewan,17-06-2020,693,0,13.0,693,51127.0,633.0,91.34,43532.0,9,1.32,59.01,1.11,0.0,1.88,399.0,2.0,6.78,47.0,4.0,46.0,3.92,2.0,0.17
46,Manitoba,Manitoba,17-06-2020,295,11,7.0,306,54204.0,293.0,95.75,39580.0,2,0.66,22.34,0.51,0.0,2.29,344.0,1.0,1.96,6.0,0.44,8.0,0.58,0.0,0.0
35,Ontario,Ontario,17-06-2020,32744,0,2550.0,32744,1036393.0,27784.0,84.85,71149.0,190,0.58,224.79,17.51,12.0,7.79,23413.0,353.0,7.36,2410.0,16.54,3697.0,25.38,238.0,1.63
24,Quebec,Québec,17-06-2020,54263,0,5298.0,54263,533133.0,22549.0,41.56,62833.0,117,0.22,639.52,62.44,29.0,9.76,4888.0,199.0,48.68,26416.0,311.33,2379.0,28.04,504.0,5.94
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,17-06-2020,261,0,3.0,261,15091.0,257.0,98.47,28935.0,0,0.0,50.04,0.58,0.0,1.15,189.0,0.0,0.38,1.0,0.19,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,17-06-2020,164,0,2.0,164,34992.0,133.0,81.1,45045.0,1,0.61,21.11,0.26,0.0,1.22,482.0,2.0,17.68,29.0,3.73,29.0,3.73,2.0,0.26
12,Nova Scotia,Nouvelle-Écosse,17-06-2020,1061,0,62.0,1061,50893.0,997.0,93.97,52392.0,0,0.0,109.22,6.38,0.0,5.84,377.0,0.0,0.19,2.0,0.21,3.0,0.31,2.0,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,17-06-2020,27,0,0.0,27,9163.0,27.0,100.0,58383.0,0,0.0,17.2,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,17-06-2020,11,0,0.0,11,1245.0,11.0,100.0,30474.0,0,0.0,26.93,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,17-06-2020,5,0,0.0,5,2227.0,5.0,100.0,49681.0,0,0.0,11.15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,17-06-2020,0,0,0.0,0,949.0,0.0,,24471.0,0,0.0,0.0,0.0,0.0,,14.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,17-06-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,
1,Canada,Canada,17-06-2020,99842,11,8254.0,99853,2254481.0,62017.0,62.11,59977.0,386,0.39,265.64,21.96,41.0,8.27,37751.0,574.0,29.63,29582.0,78.7,6768.0,18.01,756.0,2.01
59,British Columbia,Colombie-Britannique,18-06-2020,2783,0,168.0,2783,148500.0,2425.0,87.14,29282.0,8,0.29,54.88,3.31,0.0,6.04,1788.0,3.0,6.83,190.0,3.75,151.0,2.98,2.0,0.04
48,Alberta,Alberta,18-06-2020,7579,0,152.0,7579,324964.0,6938.0,91.54,74340.0,49,0.65,173.38,3.48,1.0,2.01,6688.0,45.0,6.45,489.0,11.19,488.0,11.16,6.0,0.14
47,Saskatchewan,Saskatchewan,18-06-2020,708,0,13.0,708,51644.0,636.0,89.83,43972.0,15,2.16,60.28,1.11,0.0,1.84,517.0,3.0,8.33,59.0,5.02,60.0,5.11,2.0,0.17
46,Manitoba,Manitoba,18-06-2020,297,11,7.0,308,54842.0,293.0,95.13,40046.0,2,0.65,22.49,0.51,0.0,2.27,638.0,0.0,2.6,8.0,0.58,10.0,0.73,0.0,0.0
35,Ontario,Ontario,18-06-2020,32917,0,2553.0,32917,1060845.0,28004.0,85.07,72827.0,173,0.53,225.98,17.53,3.0,7.76,24452.0,220.0,7.17,2360.0,16.2,3514.0,24.12,196.0,1.35
24,Quebec,Québec,18-06-2020,54383,0,5340.0,54383,538818.0,22754.0,41.84,63503.0,120,0.22,640.93,62.93,42.0,9.82,5685.0,205.0,48.34,26289.0,309.83,2240.0,26.4,455.0,5.36
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,18-06-2020,261,0,3.0,261,15303.0,258.0,98.85,29342.0,0,0.0,50.04,0.58,0.0,1.15,212.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,18-06-2020,164,0,2.0,164,35355.0,135.0,82.32,45512.0,0,0.0,21.11,0.26,0.0,1.22,363.0,2.0,16.46,27.0,3.48,28.0,3.6,1.0,0.13
12,Nova Scotia,Nouvelle-Écosse,18-06-2020,1061,0,62.0,1061,51358.0,997.0,93.97,52870.0,0,0.0,109.22,6.38,0.0,5.84,465.0,0.0,0.19,2.0,0.21,3.0,0.31,1.0,0.1
11,Prince Edward Island,Île-du-Prince-Édouard,18-06-2020,27,0,0.0,27,9286.0,27.0,100.0,59166.0,0,0.0,17.2,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,18-06-2020,11,0,0.0,11,1250.0,11.0,100.0,30597.0,0,0.0,26.93,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,18-06-2020,5,0,0.0,5,2231.0,5.0,100.0,49770.0,0,0.0,11.15,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,18-06-2020,0,0,0.0,0,968.0,0.0,,24961.0,0,0.0,0.0,0.0,0.0,,19.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,18-06-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,
1,Canada,Canada,18-06-2020,100209,11,8300.0,100220,2295440.0,62496.0,62.36,61066.0,367,0.37,266.62,22.08,46.0,8.28,40959.0,479.0,29.36,29424.0,78.28,6494.0,17.28,663.0,1.76
59,British Columbia,Colombie-Britannique,19-06-2020,2790,0,168.0,2790,149929.0,2444.0,87.6,29564.0,7,0.25,55.02,3.31,0.0,6.02,1429.0,19.0,6.38,178.0,3.51,158.0,3.12,1.0,0.02
48,Alberta,Alberta,19-06-2020,7625,0,152.0,7625,332766.0,6961.0,91.29,76125.0,46,0.61,174.43,3.48,0.0,1.99,7802.0,23.0,6.71,512.0,11.71,527.0,12.06,6.0,0.14
47,Saskatchewan,Saskatchewan,19-06-2020,716,0,13.0,716,52278.0,636.0,88.83,44512.0,8,1.13,60.96,1.11,0.0,1.82,634.0,0.0,9.36,67.0,5.7,67.0,5.7,2.0,0.17
46,Manitoba,Manitoba,19-06-2020,300,11,7.0,311,55401.0,293.0,94.21,40454.0,3,0.97,22.71,0.51,0.0,2.25,559.0,0.0,3.54,11.0,0.8,11.0,0.8,0.0,0.0
35,Ontario,Ontario,19-06-2020,33095,0,2564.0,33095,1087179.0,28250.0,85.36,74635.0,178,0.54,227.2,17.6,11.0,7.75,26334.0,246.0,6.89,2281.0,15.66,3348.0,22.98,192.0,1.32
24,Quebec,Québec,19-06-2020,54550,0,5375.0,54550,545165.0,22972.0,42.11,64251.0,167,0.31,642.9,63.35,35.0,9.85,6347.0,218.0,48.03,26203.0,308.82,2152.0,25.36,440.0,5.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,19-06-2020,261,0,3.0,261,15539.0,258.0,98.85,29794.0,0,0.0,50.04,0.58,0.0,1.15,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,New Brunswick,Nouveau-Brunswick,19-06-2020,164,0,2.0,164,35619.0,135.0,82.32,45852.0,0,0.0,21.11,0.26,0.0,1.22,264.0,0.0,16.46,27.0,3.48,28.0,3.6,1.0,0.13
12,Nova Scotia,Nouvelle-Écosse,19-06-2020,1061,0,62.0,1061,51658.0,998.0,94.06,53179.0,0,0.0,109.22,6.38,0.0,5.84,300.0,1.0,0.09,1.0,0.1,3.0,0.31,1.0,0.1
11,Prince Edward Island,Île-du-Prince-Édouard,19-06-2020,27,0,0.0,27,9490.0,27.0,100.0,60466.0,0,0.0,17.2,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Yukon,Yukon,19-06-2020,11,0,0.0,11,1250.0,11.0,100.0,30597.0,0,0.0,26.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Northwest Territories,Territoires du Nord-Ouest,19-06-2020,5,0,0.0,5,2239.0,5.0,100.0,49949.0,0,0.0,11.15,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Nunavut,Nunavut,19-06-2020,0,0,0.0,0,974.0,0.0,,25116.0,0,0.0,0.0,0.0,0.0,,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0
99,Repatriated travellers,Voyageurs rapatriés,19-06-2020,13,0,,13,76.0,13.0,100.0,,0,0.0,,,,,0.0,0.0,,,,0.0,,0.0,
1,Canada,Canada,19-06-2020,100618,11,8346.0,100629,2339563.0,63003.0,62.61,62240.0,409,0.41,267.71,22.2,46.0,8.29,44123.0,507.0,29.1,29280.0,77.89,6294.0,16.74,643.0,1.71
59,British Columbia,Colombie-Britannique,20-06-2020,2790,0,168.0,2790,151626.0,2444.0,87.6,29899.0,0,0.0,55.02,3.31,0.0,6.02,1697.0,0.0,6.38,178.0,3.51,158.0,3.12,1.0,0.02
