FILE_DATE,PHU_NAME,PHU_NUM,ACTIVE_CASES,RESOLVED_CASES,DEATHS,,,,,,
20200426,ALGOMA DISTRICT,2226,3,10,0,,,,,,
20200426,BRANT COUNTY,2227,22,67,4,,,,,,
20200426,CHATHAM-KENT,2240,12,29,1,,,,,,
20200426,CITY OF HAMILTON,2237,117,250,17,,,,,,
20200426,CITY OF OTTAWA,2251,443,593,47,,,,,,
20200426,DURHAM REGION,2230,319,440,81,,,,,,
20200426,EASTERN ONTARIO,2258,18,62,0,,,,,,
20200426,GREY BRUCE,2233,23,46,0,,,,,,
20200426,HALDIMAND-NORFOLK,2234,27,115,27,,,,,,
20200426,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,12,116,19,,,,,,
20200426,HALTON REGION,2236,112,289,20,,,,,,
20200426,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,28,2,,,,,,
20200426,HURON PERTH,5183,4,32,4,,,,,,
20200426,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,56,0,,,,,,
20200426,LAMBTON COUNTY,2242,37,113,14,,,,,,
20200426,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,91,165,39,,,,,,
20200426,MIDDLESEX-LONDON,2244,112,231,31,,,,,,
20200426,NIAGARA REGION,2246,126,282,38,,,,,,
20200426,NORTH BAY PARRY SOUND DISTRICT,2247,2,12,0,,,,,,
20200426,NORTHWESTERN,2249,1,14,0,,,,,,
20200426,OXFORD ELGIN-ST.THOMAS,4913,16,35,4,,,,,,
20200426,PEEL REGION,2253,1055,979,72,,,,,,
20200426,PETERBOROUGH COUNTY-CITY,2255,11,55,1,,,,,,
20200426,PORCUPINE,2256,11,42,3,,,,,,
20200426,RENFREW COUNTY AND DISTRICT,2257,0,13,1,,,,,,
20200426,SIMCOE MUSKOKA DISTRICT,2260,68,163,13,,,,,,
20200426,SUDBURY AND DISTRICT,2261,7,42,1,,,,,,
20200426,THUNDER BAY DISTRICT,2262,23,40,1,,,,,,
20200426,TIMISKAMING,2263,2,10,0,,,,,,
20200426,TORONTO,3895,1890,2167,238,,,,,,
20200426,WATERLOO REGION,2265,237,288,29,,,,,,
20200426,WELLINGTON-DUFFERIN-GUELPH,2266,96,134,14,,,,,,
20200426,WINDSOR-ESSEX COUNTY,2268,199,304,37,,,,,,
20200426,YORK REGION,2270,490,778,77,,,,,,
20200427,ALGOMA DISTRICT,2226,3,10,0,,,,,,
20200427,BRANT COUNTY,2227,24,67,4,,,,,,
20200427,CHATHAM-KENT,2240,16,29,1,,,,,,
20200427,CITY OF HAMILTON,2237,121,259,17,,,,,,
20200427,CITY OF OTTAWA,2251,457,616,54,,,,,,
20200427,DURHAM REGION,2230,328,454,91,,,,,,
20200427,EASTERN ONTARIO,2258,17,65,0,,,,,,
20200427,GREY BRUCE,2233,25,47,0,,,,,,
20200427,HALDIMAND-NORFOLK,2234,16,127,27,,,,,,
20200427,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,19,118,19,,,,,,
20200427,HALTON REGION,2236,67,338,21,,,,,,
20200427,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,28,2,,,,,,
20200427,HURON PERTH,5183,5,32,4,,,,,,
20200427,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,55,0,,,,,,
20200427,LAMBTON COUNTY,2242,38,116,14,,,,,,
20200427,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,72,185,39,,,,,,
20200427,MIDDLESEX-LONDON,2244,110,238,31,,,,,,
20200427,NIAGARA REGION,2246,124,293,40,,,,,,
20200427,NORTH BAY PARRY SOUND DISTRICT,2247,2,12,0,,,,,,
20200427,NORTHWESTERN,2249,2,14,0,,,,,,
20200427,OXFORD ELGIN-ST.THOMAS,4913,15,37,4,,,,,,
20200427,PEEL REGION,2253,1050,1037,76,,,,,,
20200427,PETERBOROUGH COUNTY-CITY,2255,22,56,1,,,,,,
20200427,PORCUPINE,2256,10,44,3,,,,,,
20200427,RENFREW COUNTY AND DISTRICT,2257,1,13,1,,,,,,
20200427,SIMCOE MUSKOKA DISTRICT,2260,71,167,13,,,,,,
20200427,SUDBURY AND DISTRICT,2261,5,44,1,,,,,,
20200427,THUNDER BAY DISTRICT,2262,22,42,1,,,,,,
20200427,TIMISKAMING,2263,2,10,0,,,,,,
20200427,TORONTO,3895,1811,2352,267,,,,,,
20200427,WATERLOO REGION,2265,232,315,29,,,,,,
20200427,WELLINGTON-DUFFERIN-GUELPH,2266,99,138,17,,,,,,
20200427,WINDSOR-ESSEX COUNTY,2268,180,327,37,,,,,,
20200427,YORK REGION,2270,461,840,78,,,,,,
20200428,ALGOMA DISTRICT,2226,3,10,0,,,,,,
20200428,BRANT COUNTY,2227,23,71,4,,,,,,
20200428,CHATHAM-KENT,2240,35,30,1,,,,,,
20200428,CITY OF HAMILTON,2237,100,286,18,,,,,,
20200428,CITY OF OTTAWA,2251,497,643,66,,,,,,
20200428,DURHAM REGION,2230,336,478,91,,,,,,
20200428,EASTERN ONTARIO,2258,25,66,0,,,,,,
20200428,GREY BRUCE,2233,25,49,0,,,,,,
20200428,HALDIMAND-NORFOLK,2234,19,130,27,,,,,,
20200428,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,21,120,19,,,,,,
20200428,HALTON REGION,2236,65,347,21,,,,,,
20200428,HASTINGS & PRINCE EDWARD COUNTIES,2238,10,28,2,,,,,,
20200428,HURON PERTH,5183,6,34,4,,,,,,
20200428,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,55,0,,,,,,
20200428,LAMBTON COUNTY,2242,45,115,14,,,,,,
20200428,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,79,185,40,,,,,,
20200428,MIDDLESEX-LONDON,2244,108,243,31,,,,,,
20200428,NIAGARA REGION,2246,113,307,42,,,,,,
20200428,NORTH BAY PARRY SOUND DISTRICT,2247,1,13,0,,,,,,
20200428,NORTHWESTERN,2249,1,14,0,,,,,,
20200428,OXFORD ELGIN-ST.THOMAS,4913,15,37,4,,,,,,
20200428,PEEL REGION,2253,1023,1101,87,,,,,,
20200428,PETERBOROUGH COUNTY-CITY,2255,27,56,1,,,,,,
20200428,PORCUPINE,2256,10,44,3,,,,,,
20200428,RENFREW COUNTY AND DISTRICT,2257,1,13,1,,,,,,
20200428,SIMCOE MUSKOKA DISTRICT,2260,64,177,13,,,,,,
20200428,SUDBURY AND DISTRICT,2261,6,45,1,,,,,,
20200428,THUNDER BAY DISTRICT,2262,19,50,1,,,,,,
20200428,TIMISKAMING,2263,2,10,0,,,,,,
20200428,TORONTO,3895,1843,2499,277,,,,,,
20200428,WATERLOO REGION,2265,229,341,38,,,,,,
20200428,WELLINGTON-DUFFERIN-GUELPH,2266,98,146,18,,,,,,
20200428,WINDSOR-ESSEX COUNTY,2268,184,335,42,,,,,,
20200428,YORK REGION,2270,430,886,85,,,,,,
20200429,ALGOMA DISTRICT,2226,1,12,0,,,,,,
20200429,BRANT COUNTY,2227,22,73,4,,,,,,
20200429,CHATHAM-KENT,2240,45,33,1,,,,,,
20200429,CITY OF HAMILTON,2237,101,291,19,,,,,,
20200429,CITY OF OTTAWA,2251,537,663,71,,,,,,
20200429,DURHAM REGION,2230,314,511,98,,,,,,
20200429,EASTERN ONTARIO,2258,24,67,0,,,,,,
20200429,GREY BRUCE,2233,26,51,0,,,,,,
20200429,HALDIMAND-NORFOLK,2234,18,131,27,,,,,,
20200429,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,120,19,,,,,,
20200429,HALTON REGION,2236,61,354,21,,,,,,
20200429,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,28,3,,,,,,
20200429,HURON PERTH,5183,5,35,4,,,,,,
20200429,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,55,0,,,,,,
20200429,LAMBTON COUNTY,2242,44,120,14,,,,,,
20200429,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,61,208,40,,,,,,
20200429,MIDDLESEX-LONDON,2244,110,250,31,,,,,,
20200429,NIAGARA REGION,2246,107,323,44,,,,,,
20200429,NORTH BAY PARRY SOUND DISTRICT,2247,1,13,0,,,,,,
20200429,NORTHWESTERN,2249,1,14,0,,,,,,
20200429,OXFORD ELGIN-ST.THOMAS,4913,14,40,4,,,,,,
20200429,PEEL REGION,2253,975,1192,88,,,,,,
20200429,PETERBOROUGH COUNTY-CITY,2255,27,57,2,,,,,,
20200429,PORCUPINE,2256,11,44,3,,,,,,
20200429,RENFREW COUNTY AND DISTRICT,2257,1,13,1,,,,,,
20200429,SIMCOE MUSKOKA DISTRICT,2260,63,185,13,,,,,,
20200429,SUDBURY AND DISTRICT,2261,10,45,1,,,,,,
20200429,THUNDER BAY DISTRICT,2262,17,52,1,,,,,,
20200429,TIMISKAMING,2263,1,11,0,,,,,,
20200429,TORONTO,3895,1623,2754,291,,,,,,
20200429,WATERLOO REGION,2265,223,370,44,,,,,,
20200429,WELLINGTON-DUFFERIN-GUELPH,2266,100,149,18,,,,,,
20200429,WINDSOR-ESSEX COUNTY,2268,153,374,44,,,,,,
20200429,YORK REGION,2270,394,974,90,,,,,,
20200430,ALGOMA DISTRICT,2226,1,12,0,,,,,,
20200430,BRANT COUNTY,2227,22,75,4,,,,,,
20200430,CHATHAM-KENT,2240,44,37,1,,,,,,
20200430,CITY OF HAMILTON,2237,93,303,19,,,,,,
20200430,CITY OF OTTAWA,2251,513,722,75,,,,,,
20200430,DURHAM REGION,2230,297,537,102,,,,,,
20200430,EASTERN ONTARIO,2258,23,68,0,,,,,,
20200430,GREY BRUCE,2233,26,51,0,,,,,,
20200430,HALDIMAND-NORFOLK,2234,15,135,27,,,,,,
20200430,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,120,19,,,,,,
20200430,HALTON REGION,2236,70,360,22,,,,,,
20200430,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,29,4,,,,,,
20200430,HURON PERTH,5183,7,33,5,,,,,,
20200430,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,55,0,,,,,,
20200430,LAMBTON COUNTY,2242,42,124,14,,,,,,
20200430,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,53,221,40,,,,,,
20200430,MIDDLESEX-LONDON,2244,92,275,34,,,,,,
20200430,NIAGARA REGION,2246,95,342,44,,,,,,
20200430,NORTH BAY PARRY SOUND DISTRICT,2247,1,13,0,,,,,,
20200430,NORTHWESTERN,2249,0,15,0,,,,,,
20200430,OXFORD ELGIN-ST.THOMAS,4913,10,43,4,,,,,,
20200430,PEEL REGION,2253,944,1251,102,,,,,,
20200430,PETERBOROUGH COUNTY-CITY,2255,26,57,3,,,,,,
20200430,PORCUPINE,2256,11,44,4,,,,,,
20200430,RENFREW COUNTY AND DISTRICT,2257,1,13,1,,,,,,
20200430,SIMCOE MUSKOKA DISTRICT,2260,63,194,14,,,,,,
20200430,SUDBURY AND DISTRICT,2261,11,45,1,,,,,,
20200430,THUNDER BAY DISTRICT,2262,17,53,1,,,,,,
20200430,TIMISKAMING,2263,1,11,0,,,,,,
20200430,TORONTO,3895,1568,3001,332,,,,,,
20200430,WATERLOO REGION,2265,225,389,45,,,,,,
20200430,WELLINGTON-DUFFERIN-GUELPH,2266,96,155,19,,,,,,
20200430,WINDSOR-ESSEX COUNTY,2268,137,394,48,,,,,,
20200430,YORK REGION,2270,364,1028,98,,,,,,
20200501,ALGOMA DISTRICT,2226,1,12,0,,,,,,
20200501,BRANT COUNTY,2227,20,78,4,,,,,,
20200501,CHATHAM-KENT,2240,45,37,1,,,,,,
20200501,CITY OF HAMILTON,2237,93,312,20,,,,,,
20200501,CITY OF OTTAWA,2251,557,739,76,,,,,,
20200501,DURHAM REGION,2230,287,567,109,,,,,,
20200501,EASTERN ONTARIO,2258,25,68,0,,,,,,
20200501,GREY BRUCE,2233,25,52,0,,,,,,
20200501,HALDIMAND-NORFOLK,2234,14,136,27,,,,,,
20200501,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,121,19,,,,,,
20200501,HALTON REGION,2236,65,371,22,,,,,,
20200501,HASTINGS & PRINCE EDWARD COUNTIES,2238,9,29,4,,,,,,
20200501,HURON PERTH,5183,6,34,5,,,,,,
20200501,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,55,0,,,,,,
20200501,LAMBTON COUNTY,2242,41,125,14,,,,,,
20200501,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,47,228,40,,,,,,
20200501,MIDDLESEX-LONDON,2244,93,285,35,,,,,,
20200501,NIAGARA REGION,2246,93,348,44,,,,,,
20200501,NORTH BAY PARRY SOUND DISTRICT,2247,1,13,0,,,,,,
20200501,NORTHWESTERN,2249,0,15,0,,,,,,
20200501,OXFORD ELGIN-ST.THOMAS,4913,10,43,4,,,,,,
20200501,PEEL REGION,2253,846,1387,114,,,,,,
20200501,PETERBOROUGH COUNTY-CITY,2255,24,59,3,,,,,,
20200501,PORCUPINE,2256,10,45,4,,,,,,
20200501,RENFREW COUNTY AND DISTRICT,2257,2,13,1,,,,,,
20200501,SIMCOE MUSKOKA DISTRICT,2260,69,196,15,,,,,,
20200501,SUDBURY AND DISTRICT,2261,10,46,1,,,,,,
20200501,THUNDER BAY DISTRICT,2262,17,56,1,,,,,,
20200501,TIMISKAMING,2263,7,11,0,,,,,,
20200501,TORONTO,3895,1442,3256,343,,,,,,
20200501,WATERLOO REGION,2265,218,431,45,,,,,,
20200501,WELLINGTON-DUFFERIN-GUELPH,2266,98,159,20,,,,,,
20200501,WINDSOR-ESSEX COUNTY,2268,118,422,49,,,,,,
20200501,YORK REGION,2270,346,1076,101,,,,,,
20200502,ALGOMA DISTRICT,2226,1,12,0,,,,,,
20200502,BRANT COUNTY,2227,19,80,4,,,,,,
20200502,CHATHAM-KENT,2240,47,37,1,,,,,,
20200502,CITY OF HAMILTON,2237,96,317,20,,,,,,
20200502,CITY OF OTTAWA,2251,537,805,78,,,,,,
20200502,DURHAM REGION,2230,274,611,112,,,,,,
20200502,EASTERN ONTARIO,2258,27,68,0,,,,,,
20200502,GREY BRUCE,2233,11,68,0,,,,,,
20200502,HALDIMAND-NORFOLK,2234,23,144,27,,,,,,
20200502,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,16,123,19,,,,,,
20200502,HALTON REGION,2236,62,381,22,,,,,,
20200502,HASTINGS & PRINCE EDWARD COUNTIES,2238,8,30,4,,,,,,
20200502,HURON PERTH,5183,7,35,5,,,,,,
20200502,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,55,0,,,,,,
20200502,LAMBTON COUNTY,2242,42,128,14,,,,,,
20200502,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,36,241,40,,,,,,
20200502,MIDDLESEX-LONDON,2244,83,295,36,,,,,,
20200502,NIAGARA REGION,2246,92,358,46,,,,,,
20200502,NORTH BAY PARRY SOUND DISTRICT,2247,0,15,0,,,,,,
20200502,NORTHWESTERN,2249,0,15,0,,,,,,
20200502,OXFORD ELGIN-ST.THOMAS,4913,9,45,4,,,,,,
20200502,PEEL REGION,2253,795,1492,121,,,,,,
20200502,PETERBOROUGH COUNTY-CITY,2255,24,60,3,,,,,,
20200502,PORCUPINE,2256,8,47,4,,,,,,
20200502,RENFREW COUNTY AND DISTRICT,2257,2,13,1,,,,,,
20200502,SIMCOE MUSKOKA DISTRICT,2260,75,198,18,,,,,,
20200502,SUDBURY AND DISTRICT,2261,9,46,2,,,,,,
20200502,THUNDER BAY DISTRICT,2262,17,55,1,,,,,,
20200502,TIMISKAMING,2263,7,11,0,,,,,,
20200502,TORONTO,3895,1447,3413,371,,,,,,
20200502,WATERLOO REGION,2265,204,471,46,,,,,,
20200502,WELLINGTON-DUFFERIN-GUELPH,2266,111,165,22,,,,,,
20200502,WINDSOR-ESSEX COUNTY,2268,113,435,50,,,,,,
20200502,YORK REGION,2270,346,1121,105,,,,,,
20200503,ALGOMA DISTRICT,2226,1,12,0,,,,,,
20200503,BRANT COUNTY,2227,18,82,4,,,,,,
20200503,CHATHAM-KENT,2240,46,38,1,,,,,,
20200503,CITY OF HAMILTON,2237,85,332,20,,,,,,
20200503,CITY OF OTTAWA,2251,561,830,92,,,,,,
20200503,DURHAM REGION,2230,260,642,118,,,,,,
20200503,EASTERN ONTARIO,2258,28,69,0,,,,,,
20200503,GREY BRUCE,2233,10,69,0,,,,,,
20200503,HALDIMAND-NORFOLK,2234,21,143,29,,,,,,
20200503,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,15,124,19,,,,,,
20200503,HALTON REGION,2236,67,385,22,,,,,,
20200503,HASTINGS & PRINCE EDWARD COUNTIES,2238,8,31,4,,,,,,
20200503,HURON PERTH,5183,7,37,5,,,,,,
20200503,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,5,55,0,,,,,,
20200503,LAMBTON COUNTY,2242,34,137,14,,,,,,
20200503,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,33,243,41,,,,,,
20200503,MIDDLESEX-LONDON,2244,88,298,37,,,,,,
20200503,NIAGARA REGION,2246,96,369,49,,,,,,
20200503,NORTH BAY PARRY SOUND DISTRICT,2247,1,15,0,,,,,,
20200503,NORTHWESTERN,2249,0,15,0,,,,,,
20200503,OXFORD ELGIN-ST.THOMAS,4913,9,45,4,,,,,,
20200503,PEEL REGION,2253,742,1608,126,,,,,,
20200503,PETERBOROUGH COUNTY-CITY,2255,18,62,3,,,,,,
20200503,PORCUPINE,2256,8,47,4,,,,,,
20200503,RENFREW COUNTY AND DISTRICT,2257,1,14,1,,,,,,
20200503,SIMCOE MUSKOKA DISTRICT,2260,76,207,18,,,,,,
20200503,SUDBURY AND DISTRICT,2261,9,46,2,,,,,,
20200503,THUNDER BAY DISTRICT,2262,18,57,1,,,,,,
20200503,TIMISKAMING,2263,7,11,0,,,,,,
20200503,TORONTO,3895,1341,3671,376,,,,,,
20200503,WATERLOO REGION,2265,196,491,46,,,,,,
20200503,WELLINGTON-DUFFERIN-GUELPH,2266,101,176,23,,,,,,
20200503,WINDSOR-ESSEX COUNTY,2268,107,452,50,,,,,,
20200503,YORK REGION,2270,315,1192,107,,,,,,
20200504,ALGOMA DISTRICT,2226,1,12,0,,,,,,
20200504,BRANT COUNTY,2227,17,83,4,,,,,,
20200504,CHATHAM-KENT,2240,49,39,1,,,,,,
20200504,CITY OF HAMILTON,2237,85,340,21,,,,,,
20200504,CITY OF OTTAWA,2251,511,866,127,,,,,,
20200504,DURHAM REGION,2230,253,669,122,,,,,,
20200504,EASTERN ONTARIO,2258,26,72,0,,,,,,
20200504,GREY BRUCE,2233,9,70,0,,,,,,
20200504,HALDIMAND-NORFOLK,2234,19,145,29,,,,,,
20200504,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,18,125,19,,,,,,
20200504,HALTON REGION,2236,63,392,22,,,,,,
20200504,HASTINGS & PRINCE EDWARD COUNTIES,2238,7,33,4,,,,,,
20200504,HURON PERTH,5183,8,37,5,,,,,,
20200504,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3,57,0,,,,,,
20200504,LAMBTON COUNTY,2242,27,145,14,,,,,,
20200504,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,32,244,41,,,,,,
20200504,MIDDLESEX-LONDON,2244,85,308,38,,,,,,
20200504,NIAGARA REGION,2246,89,380,51,,,,,,
20200504,NORTH BAY PARRY SOUND DISTRICT,2247,1,15,0,,,,,,
20200504,NORTHWESTERN,2249,0,15,0,,,,,,
20200504,OXFORD ELGIN-ST.THOMAS,4913,8,46,4,,,,,,
20200504,PEEL REGION,2253,710,1693,130,,,,,,
20200504,PETERBOROUGH COUNTY-CITY,2255,16,65,3,,,,,,
20200504,PORCUPINE,2256,9,48,4,,,,,,
20200504,RENFREW COUNTY AND DISTRICT,2257,1,14,1,,,,,,
20200504,SIMCOE MUSKOKA DISTRICT,2260,79,213,18,,,,,,
20200504,SUDBURY AND DISTRICT,2261,9,46,2,,,,,,
20200504,THUNDER BAY DISTRICT,2262,16,59,1,,,,,,
20200504,TIMISKAMING,2263,7,11,0,,,,,,
20200504,TORONTO,3895,1257,3899,399,,,,,,
20200504,WATERLOO REGION,2265,181,511,51,,,,,,
20200504,WELLINGTON-DUFFERIN-GUELPH,2266,100,181,25,,,,,,
20200504,WINDSOR-ESSEX COUNTY,2268,112,455,53,,,,,,
20200504,YORK REGION,2270,310,1217,111,,,,,,
20200505,ALGOMA DISTRICT,2226,0,13,0,,,,,,
20200505,BRANT COUNTY,2227,17,84,4,,,,,,
20200505,CHATHAM-KENT,2240,49,39,1,,,,,,
20200505,CITY OF HAMILTON,2237,83,346,21,,,,,,
20200505,CITY OF OTTAWA,2251,518,875,138,,,,,,
20200505,DURHAM REGION,2230,265,679,126,,,,,,
20200505,EASTERN ONTARIO,2258,27,74,2,,,,,,
20200505,GREY BRUCE,2233,12,70,0,,,,,,
20200505,HALDIMAND-NORFOLK,2234,17,147,29,,,,,,
20200505,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,14,125,19,,,,,,
20200505,HALTON REGION,2236,60,399,22,,,,,,
20200505,HASTINGS & PRINCE EDWARD COUNTIES,2238,6,34,4,,,,,,
20200505,HURON PERTH,5183,8,37,5,,,,,,
20200505,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,2,58,0,,,,,,
20200505,LAMBTON COUNTY,2242,31,144,14,,,,,,
20200505,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,37,244,42,,,,,,
20200505,MIDDLESEX-LONDON,2244,75,319,38,,,,,,
20200505,NIAGARA REGION,2246,88,387,52,,,,,,
20200505,NORTH BAY PARRY SOUND DISTRICT,2247,2,15,0,,,,,,
20200505,NORTHWESTERN,2249,0,15,0,,,,,,
20200505,OXFORD ELGIN-ST.THOMAS,4913,7,48,4,,,,,,
20200505,PEEL REGION,2253,706,1745,139,,,,,,
20200505,PETERBOROUGH COUNTY-CITY,2255,14,67,3,,,,,,
20200505,PORCUPINE,2256,9,48,4,,,,,,
20200505,RENFREW COUNTY AND DISTRICT,2257,1,14,1,,,,,,
20200505,SIMCOE MUSKOKA DISTRICT,2260,82,218,18,,,,,,
20200505,SUDBURY AND DISTRICT,2261,7,48,2,,,,,,
20200505,THUNDER BAY DISTRICT,2262,16,60,1,,,,,,
20200505,TIMISKAMING,2263,7,11,0,,,,,,
20200505,TORONTO,3895,1340,3974,423,,,,,,
20200505,WATERLOO REGION,2265,185,521,55,,,,,,
20200505,WELLINGTON-DUFFERIN-GUELPH,2266,91,190,26,,,,,,
20200505,WINDSOR-ESSEX COUNTY,2268,114,468,54,,,,,,
20200505,YORK REGION,2270,280,1263,114,,,,,,
20200506,ALGOMA DISTRICT,2226,0,13,0,,,,,,
20200506,BRANT COUNTY,2227,13,88,4,,,,,,
20200506,CHATHAM-KENT,2240,48,40,1,,,,,,
20200506,CITY OF HAMILTON,2237,81,352,21,,,,,,
20200506,CITY OF OTTAWA,2251,494,918,139,,,,,,
20200506,DURHAM REGION,2230,252,707,128,,,,,,
20200506,EASTERN ONTARIO,2258,26,75,2,,,,,,
20200506,GREY BRUCE,2233,11,71,0,,,,,,
20200506,HALDIMAND-NORFOLK,2234,14,147,31,,,,,,
20200506,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,11,125,19,,,,,,
20200506,HALTON REGION,2236,70,405,22,,,,,,
20200506,HASTINGS & PRINCE EDWARD COUNTIES,2238,6,34,4,,,,,,
20200506,HURON PERTH,5183,7,38,5,,,,,,
20200506,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,59,0,,,,,,
20200506,LAMBTON COUNTY,2242,28,146,16,,,,,,
20200506,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,32,250,43,,,,,,
20200506,MIDDLESEX-LONDON,2244,59,332,40,,,,,,
20200506,NIAGARA REGION,2246,86,398,52,,,,,,
20200506,NORTH BAY PARRY SOUND DISTRICT,2247,2,15,0,,,,,,
20200506,NORTHWESTERN,2249,0,15,0,,,,,,
20200506,OXFORD ELGIN-ST.THOMAS,4913,6,49,4,,,,,,
20200506,PEEL REGION,2253,689,1792,147,,,,,,
20200506,PETERBOROUGH COUNTY-CITY,2255,7,59,2,,,,,,
20200506,PORCUPINE,2256,10,48,4,,,,,,
20200506,RENFREW COUNTY AND DISTRICT,2257,1,14,1,,,,,,
20200506,SIMCOE MUSKOKA DISTRICT,2260,94,225,21,,,,,,
20200506,SUDBURY AND DISTRICT,2261,7,48,2,,,,,,
20200506,THUNDER BAY DISTRICT,2262,12,65,1,,,,,,
20200506,TIMISKAMING,2263,7,11,0,,,,,,
20200506,TORONTO,3895,1314,4156,458,,,,,,
20200506,WATERLOO REGION,2265,208,541,60,,,,,,
20200506,WELLINGTON-DUFFERIN-GUELPH,2266,89,200,26,,,,,,
20200506,WINDSOR-ESSEX COUNTY,2268,122,477,55,,,,,,
20200506,YORK REGION,2270,264,1309,121,,,,,,
20200507,ALGOMA DISTRICT,2226,0,13,0,,,,,,
20200507,BRANT COUNTY,2227,11,91,4,,,,,,
20200507,CHATHAM-KENT,2240,41,47,1,,,,,,
20200507,CITY OF HAMILTON,2237,82,358,23,,,,,,
20200507,CITY OF OTTAWA,2251,492,940,141,,,,,,
20200507,DURHAM REGION,2230,251,726,130,,,,,,
20200507,EASTERN ONTARIO,2258,32,78,2,,,,,,
20200507,GREY BRUCE,2233,11,71,0,,,,,,
20200507,HALDIMAND-NORFOLK,2234,12,148,31,,,,,,
20200507,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,12,125,19,,,,,,
20200507,HALTON REGION,2236,70,410,23,,,,,,
20200507,HASTINGS & PRINCE EDWARD COUNTIES,2238,6,33,5,,,,,,
20200507,HURON PERTH,5183,5,41,5,,,,,,
20200507,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1,59,0,,,,,,
20200507,LAMBTON COUNTY,2242,29,149,16,,,,,,
20200507,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,28,256,43,,,,,,
20200507,MIDDLESEX-LONDON,2244,59,339,41,,,,,,
20200507,NIAGARA REGION,2246,79,407,53,,,,,,
20200507,NORTH BAY PARRY SOUND DISTRICT,2247,2,15,0,,,,,,
20200507,NORTHWESTERN,2249,0,15,0,,,,,,
20200507,OXFORD ELGIN-ST.THOMAS,4913,6,51,4,,,,,,
20200626,NORTHWESTERN,2249,8,28,0,,,,,,
20200626,OXFORD ELGIN-ST.THOMAS,4913,0,78,4,,,,,,
20200626,PEEL REGION,2253,468,4882,304,,,,,,
20200626,PETERBOROUGH COUNTY-CITY,2255,2,91,2,,,,,,
20200626,PORCUPINE,2256,2,57,8,,,,,,
20200626,RENFREW COUNTY AND DISTRICT,2257,1,25,1,,,,,,
20200626,SIMCOE MUSKOKA DISTRICT,2260,73,483,34,,,,,,
20200626,SUDBURY AND DISTRICT,2261,3,62,2,,,,,,
20200626,THUNDER BAY DISTRICT,2262,5,84,1,,,,,,
20200626,TIMISKAMING,2263,0,18,0,,,,,,
20200626,TORONTO,3895,630,11233,1034,,,,,,
20200626,WATERLOO REGION,2265,64,1080,116,,,,,,
20200626,WELLINGTON-DUFFERIN-GUELPH,2266,51,383,36,,,,,,
20200626,WINDSOR-ESSEX COUNTY,2268,184,1113,69,,,,,,
20200626,YORK REGION,2270,144,2509,239,,,,,,
20200627,ALGOMA DISTRICT,2226,0,24,0,,,,,,
20200627,BRANT COUNTY,2227,1,124,5,,,,,,
20200627,CHATHAM-KENT,2240,4,153,1,,,,,,
20200627,CITY OF HAMILTON,2237,55,717,45,,,,,,
20200627,CITY OF OTTAWA,2251,44,1772,263,,,,,,
20200627,DURHAM REGION,2230,37,1466,180,,,,,,
