province,health_region,date_report,cases,cumulative_cases,deaths,cumulative_deaths,numtotal_last14,numdeaths_last14
BC,Interior,07-03-2020,0.0,1.0,0.0,0.0,0.0,0.0
Saskatchewan,Regina,07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Interlake-Eastern,07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Not Reported,07-03-2020,0.0,6.0,0.0,0.0,3.0,0.0
BC,Vancouver Coastal,07-03-2020,2.0,11.0,0.0,0.0,10.0,0.0
Manitoba,Not Reported,07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 7 (Miramichi area),07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Not Reported,07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Côte-Nord,07-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Interior,08-03-2020,0.0,1.0,0.0,0.0,0.0,0.0
BC,Island,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Central,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Saguenay,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Western,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Yukon,Yukon,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Central,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Hamilton,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Montérégie,08-03-2020,1.0,2.0,0.0,0.0,2.0,0.0
Ontario,Southwestern,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Sudbury,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Far North,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Central,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Niagara,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 6 (Bathurst area),08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Hastings Prince Edward,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Grey Bruce,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Algoma,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Vancouver Coastal,08-03-2020,0.0,11.0,1.0,1.0,10.0,1.0
Quebec,Laurentides,08-03-2020,0.0,1.0,0.0,0.0,1.0,0.0
Manitoba,Winnipeg,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Edmonton,08-03-2020,1.0,2.0,0.0,0.0,2.0,0.0
Ontario,Chatham-Kent,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Saskatoon,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Labrador-Grenfell,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Northwestern,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Porcupine,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Kingston Frontenac Lennox & Addington,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 2 (Saint John area),08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Eastern,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Eastern,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Waterloo,08-03-2020,0.0,1.0,0.0,0.0,1.0,0.0
New Brunswick,Zone 1 (Moncton area),08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Estrie,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Abitibi-Témiscamingue,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Haldimand-Norfolk,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Terres-Cries-de-la-Baie-James,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Canada,Canada,08-03-2020,7.0,67.0,1.0,1.0,57.0,1.0
Ontario,Peterborough,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Huron Perth,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Brant,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Repatriated,Repatriated,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Côte-Nord,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 4 (Edmundston area),08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Thunder Bay,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Mauricie,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nunavut,Nunavut,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Not Reported,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Not Reported,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Prairie Mountain,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Not Reported,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,South,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,South,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Not Reported,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NWT,NWT,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Montréal,08-03-2020,0.0,1.0,0.0,0.0,1.0,0.0
Saskatchewan,North,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 3 - Eastern,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,North,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nord-du-Québec,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
PEI,Prince Edward Island,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Laval,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Peel,08-03-2020,1.0,3.0,0.0,0.0,3.0,0.0
Ontario,Toronto,08-03-2020,3.0,18.0,0.0,0.0,15.0,0.0
Ontario,Windsor-Essex,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Interlake-Eastern,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Regina,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Chaudière-Appalaches,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 7 (Miramichi area),08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Halton,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Leeds Grenville and Lanark,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Not Reported,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Outaouais,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Ottawa,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Haliburton Kawartha Pineridge,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Lambton,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Not Reported,08-03-2020,0.0,6.0,0.0,0.0,3.0,0.0
Manitoba,Not Reported,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Simcoe Muskoka,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Wellington Dufferin Guelph,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Renfrew,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,North Bay Parry Sound,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,York,08-03-2020,0.0,7.0,0.0,0.0,7.0,0.0
Alberta,Calgary,08-03-2020,1.0,2.0,0.0,0.0,2.0,0.0
Manitoba,Northern,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Middlesex-London,08-03-2020,0.0,1.0,0.0,0.0,0.0,0.0
BC,Northern,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Southern Health,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 1 - Western,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 5 (Campbellton area),08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Bas-Saint-Laurent,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 3 (Fredericton area),08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Lanaudière,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 4 - Central,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Capitale-Nationale,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Durham,08-03-2020,0.0,2.0,0.0,0.0,2.0,0.0
Ontario,Timiskaming,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Fraser,08-03-2020,0.0,9.0,0.0,0.0,8.0,0.0
Quebec,Nunavik,08-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Estrie,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Not Reported,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Haliburton Kawartha Pineridge,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Outaouais,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Hastings Prince Edward,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Wellington Dufferin Guelph,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Island,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Saskatoon,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Bas-Saint-Laurent,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Leeds Grenville and Lanark,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Vancouver Coastal,09-03-2020,2.0,13.0,0.0,1.0,12.0,1.0
New Brunswick,Zone 7 (Miramichi area),09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Calgary,09-03-2020,6.0,8.0,0.0,0.0,8.0,0.0
Ontario,Brant,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Laurentides,09-03-2020,0.0,1.0,0.0,0.0,1.0,0.0
Nova Scotia,Not Reported,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 2 (Saint John area),09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Regina,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Windsor-Essex,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Saguenay,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,York,09-03-2020,0.0,7.0,0.0,0.0,7.0,0.0
Ontario,Toronto,09-03-2020,2.0,20.0,0.0,0.0,17.0,0.0
Manitoba,Northern,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Northwestern,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 6 (Bathurst area),09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Peterborough,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,North Bay Parry Sound,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Lanaudière,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Not Reported,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,South,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,South,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Timiskaming,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Central,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Montréal,09-03-2020,1.0,2.0,0.0,0.0,2.0,0.0
NL,Central,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Central,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 4 (Edmundston area),09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Not Reported,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Not Reported,09-03-2020,0.0,6.0,0.0,0.0,3.0,0.0
New Brunswick,Zone 3 (Fredericton area),09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Sudbury,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Not Reported,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Niagara,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Eastern,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Eastern,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Kingston Frontenac Lennox & Addington,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
PEI,Prince Edward Island,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 5 (Campbellton area),09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Huron Perth,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Not Reported,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Hamilton,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Repatriated,Repatriated,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Montérégie,09-03-2020,0.0,2.0,0.0,0.0,2.0,0.0
Ontario,Peel,09-03-2020,1.0,4.0,0.0,0.0,4.0,0.0
Ontario,Middlesex-London,09-03-2020,0.0,1.0,0.0,0.0,0.0,0.0
Manitoba,Prairie Mountain,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 1 (Moncton area),09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Terres-Cries-de-la-Baie-James,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NWT,NWT,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nord-du-Québec,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,North,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,North,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Labrador-Grenfell,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Chatham-Kent,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Edmonton,09-03-2020,4.0,6.0,0.0,0.0,6.0,0.0
Nova Scotia,Zone 3 - Eastern,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Porcupine,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Renfrew,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Waterloo,09-03-2020,0.0,1.0,0.0,0.0,1.0,0.0
BC,Northern,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Far North,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Southern Health,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 1 - Western,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Western,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Thunder Bay,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Simcoe Muskoka,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Yukon,Yukon,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 4 - Central,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Canada,Canada,09-03-2020,19.0,86.0,0.0,1.0,75.0,1.0
Quebec,Abitibi-Témiscamingue,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Durham,09-03-2020,0.0,2.0,0.0,0.0,2.0,0.0
Quebec,Capitale-Nationale,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nunavik,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Haldimand-Norfolk,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Algoma,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Fraser,09-03-2020,3.0,12.0,0.0,0.0,10.0,0.0
Quebec,Chaudière-Appalaches,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Southwestern,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Halton,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Grey Bruce,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Laval,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Interlake-Eastern,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Mauricie,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Interior,09-03-2020,0.0,1.0,0.0,0.0,0.0,0.0
Ontario,Ottawa,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Lambton,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Côte-Nord,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nunavut,Nunavut,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Winnipeg,09-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Central,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Central,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Timiskaming,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Côte-Nord,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Regina,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Windsor-Essex,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Canada,Canada,10-03-2020,9.0,95.0,0.0,1.0,84.0,1.0
Quebec,Abitibi-Témiscamingue,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Haldimand-Norfolk,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 2 (Saint John area),10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Sudbury,10-03-2020,1.0,1.0,0.0,0.0,1.0,0.0
Alberta,Central,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
PEI,Prince Edward Island,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 5 (Campbellton area),10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,York,10-03-2020,0.0,7.0,0.0,0.0,7.0,0.0
Ontario,Hamilton,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Northern,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Northern,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Mauricie,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Far North,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Calgary,10-03-2020,0.0,8.0,0.0,0.0,8.0,0.0
BC,Fraser,10-03-2020,2.0,14.0,0.0,0.0,12.0,0.0
Ontario,Hastings Prince Edward,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Toronto,10-03-2020,1.0,21.0,0.0,0.0,18.0,0.0
New Brunswick,Zone 6 (Bathurst area),10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Western,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 1 - Western,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Bas-Saint-Laurent,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 3 (Fredericton area),10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 4 (Edmundston area),10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Thunder Bay,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Chaudière-Appalaches,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Outaouais,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 1 (Moncton area),10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Haliburton Kawartha Pineridge,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,North,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Lambton,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Terres-Cries-de-la-Baie-James,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Middlesex-London,10-03-2020,0.0,1.0,0.0,0.0,0.0,0.0
Ontario,Peel,10-03-2020,0.0,4.0,0.0,0.0,4.0,0.0
Quebec,Lanaudière,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Algoma,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Northwestern,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Peterborough,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nunavut,Nunavut,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Prairie Mountain,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,North Bay Parry Sound,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Ottawa,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Brant,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Renfrew,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Winnipeg,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Porcupine,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Vancouver Coastal,10-03-2020,5.0,18.0,0.0,1.0,17.0,1.0
Quebec,Capitale-Nationale,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Laurentides,10-03-2020,0.0,1.0,0.0,0.0,1.0,0.0
Ontario,Chatham-Kent,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 7 (Miramichi area),10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 3 - Eastern,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Grey Bruce,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Labrador-Grenfell,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Montréal,10-03-2020,0.0,2.0,0.0,0.0,2.0,0.0
Ontario,Halton,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,North,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Repatriated,Repatriated,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nunavik,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Estrie,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NWT,NWT,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,South,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Yukon,Yukon,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Huron Perth,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Kingston Frontenac Lennox & Addington,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Interlake-Eastern,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nord-du-Québec,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Wellington Dufferin Guelph,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Southwestern,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Saguenay,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Eastern,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Montérégie,10-03-2020,0.0,2.0,0.0,0.0,2.0,0.0
Saskatchewan,Saskatoon,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Southern Health,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Eastern,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Island,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Leeds Grenville and Lanark,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,South,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Laval,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 4 - Central,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Niagara,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Waterloo,10-03-2020,0.0,1.0,0.0,0.0,1.0,0.0
Alberta,Not Reported,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Not Reported,10-03-2020,0.0,6.0,0.0,0.0,3.0,0.0
Manitoba,Not Reported,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
BC,Interior,10-03-2020,0.0,1.0,0.0,0.0,0.0,0.0
Nova Scotia,Not Reported,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Simcoe Muskoka,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Not Reported,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Not Reported,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Not Reported,10-03-2020,0.0,0.0,0.0,0.0,0.0,0.0
