province,health_region,date_report,cases,cumulative_cases,deaths,cumulative_deaths,numtotal_last14,numdeaths_last14,avgtotal_last14,avgdeaths_last14,numtotal_last7,numdeaths_last7,avgtotal_last7,avgdeaths_last7
Quebec,Capitale-Nationale,22-06-2020,2.0,1806.0,0.0,171.0,99.0,28.0,7.071428571428571,2.0,43.0,10.0,6.142857142857143,1.4285714285714286
Ontario,Not Reported,22-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Huron Perth,22-06-2020,0.0,57.0,0.0,5.0,2.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.14285714285714285,0.0
Nova Scotia,Not Reported,22-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,22-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,22-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Not Reported,22-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,22-06-2020,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BC,Not Reported,22-06-2020,2.0,41.0,0.0,0.0,13.0,0.0,0.9285714285714286,0.0,6.0,0.0,0.8571428571428571,0.0
New Brunswick,Zone 3 (Fredericton area),22-06-2020,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,South,22-06-2020,0.0,1288.0,0.0,10.0,19.0,1.0,1.3571428571428572,0.07142857142857142,11.0,0.0,1.5714285714285714,0.0
Saskatchewan,Central,22-06-2020,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,Central,22-06-2020,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Central,22-06-2020,0.0,89.0,0.0,1.0,2.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.14285714285714285,0.0
Saskatchewan,South,22-06-2020,0.0,51.0,0.0,0.0,34.0,0.0,2.4285714285714284,0.0,32.0,0.0,4.571428571428571,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,22-06-2020,0.0,187.0,0.0,9.0,2.0,1.0,0.14285714285714285,0.07142857142857142,1.0,0.0,0.14285714285714285,0.0
Alberta,Edmonton,22-06-2020,11.0,857.0,0.0,14.0,244.0,1.0,17.428571428571427,0.07142857142857142,145.0,1.0,20.714285714285715,0.14285714285714285
New Brunswick,Zone 5 (Campbellton area),22-06-2020,0.0,53.0,0.0,2.0,15.0,1.0,1.0714285714285714,0.07142857142857142,4.0,0.0,0.5714285714285714,0.0
Alberta,Not Reported,22-06-2020,0.0,14.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.0,2.0,0.0,0.2857142857142857,0.0
Ontario,Grey Bruce,22-06-2020,2.0,108.0,0.0,0.0,9.0,0.0,0.6428571428571429,0.0,7.0,0.0,1.0,0.0
Nova Scotia,Zone 4 - Central,22-06-2020,0.0,899.0,1.0,58.0,2.0,2.0,0.14285714285714285,0.14285714285714285,0.0,1.0,0.0,0.14285714285714285
Alberta,Calgary,22-06-2020,21.0,5209.0,1.0,112.0,233.0,3.0,16.642857142857142,0.21428571428571427,115.0,1.0,16.428571428571427,0.14285714285714285
Quebec,Nord-du-Québec,22-06-2020,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Montérégie,22-06-2020,11.0,7750.0,0.0,557.0,401.0,73.0,28.642857142857142,5.214285714285714,140.0,23.0,20.0,3.2857142857142856
Ontario,Toronto,22-06-2020,37.0,13893.0,5.0,1044.0,1186.0,100.0,84.71428571428571,7.142857142857143,473.0,59.0,67.57142857142857,8.428571428571429
Ontario,Leeds Grenville and Lanark,22-06-2020,0.0,352.0,0.0,52.0,1.0,2.0,0.07142857142857142,0.14285714285714285,1.0,0.0,0.14285714285714285,0.0
Quebec,Montréal,22-06-2020,15.0,27057.0,0.0,3329.0,769.0,261.0,54.92857142857143,18.642857142857142,339.0,124.0,48.42857142857143,17.714285714285715
BC,Island,22-06-2020,1.0,131.0,0.0,5.0,1.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.14285714285714285,0.0
Ontario,Haliburton Kawartha Pineridge,22-06-2020,1.0,190.0,0.0,32.0,9.0,0.0,0.6428571428571429,0.0,5.0,0.0,0.7142857142857143,0.0
Manitoba,Interlake-Eastern,22-06-2020,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BC,Fraser,22-06-2020,27.0,1466.0,1.0,75.0,111.0,1.0,7.928571428571429,0.07142857142857142,53.0,1.0,7.571428571428571,0.14285714285714285
NWT,NWT,22-06-2020,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Algoma,22-06-2020,0.0,24.0,0.0,0.0,3.0,0.0,0.21428571428571427,0.0,1.0,0.0,0.14285714285714285,0.0
Quebec,Outaouais,22-06-2020,0.0,576.0,0.0,33.0,18.0,6.0,1.2857142857142858,0.42857142857142855,3.0,2.0,0.42857142857142855,0.2857142857142857
Ontario,Renfrew,22-06-2020,0.0,25.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Ontario,Timiskaming,22-06-2020,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEI,Prince Edward Island,22-06-2020,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Halton,22-06-2020,4.0,720.0,0.0,25.0,47.0,1.0,3.357142857142857,0.07142857142857142,12.0,1.0,1.7142857142857142,0.14285714285714285
Quebec,Not Reported,22-06-2020,0.0,21.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Saskatchewan,Regina,22-06-2020,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,North,22-06-2020,0.0,279.0,0.0,16.0,34.0,0.0,2.4285714285714284,0.0,15.0,0.0,2.142857142857143,0.0
Saskatchewan,North,22-06-2020,0.0,111.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Southern Health,22-06-2020,1.0,38.0,0.0,1.0,4.0,0.0,0.2857142857142857,0.0,4.0,0.0,0.5714285714285714,0.0
BC,Vancouver Coastal,22-06-2020,0.0,921.0,0.0,87.0,34.0,1.0,2.4285714285714284,0.07142857142857142,13.0,0.0,1.8571428571428572,0.0
Saskatchewan,Not Reported,22-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Northwestern,22-06-2020,0.0,30.0,0.0,0.0,5.0,0.0,0.35714285714285715,0.0,3.0,0.0,0.42857142857142855,0.0
Ontario,Eastern,22-06-2020,0.0,163.0,0.0,11.0,12.0,0.0,0.8571428571428571,0.0,5.0,0.0,0.7142857142857143,0.0
Quebec,Lanaudière,22-06-2020,2.0,4150.0,0.0,205.0,70.0,8.0,5.0,0.5714285714285714,20.0,2.0,2.857142857142857,0.2857142857142857
NL,Eastern,22-06-2020,0.0,243.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yukon,Yukon,22-06-2020,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Lambton,22-06-2020,0.0,285.0,0.0,25.0,15.0,0.0,1.0714285714285714,0.0,9.0,0.0,1.2857142857142858,0.0
NL,Western,22-06-2020,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 3 - Eastern,22-06-2020,0.0,53.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 1 (Moncton area),22-06-2020,0.0,26.0,0.0,0.0,3.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
Canada,Canada,22-06-2020,358.0,103281.0,12.0,8481.0,5567.0,591.0,397.64285714285717,42.214285714285715,2565.0,254.0,366.42857142857144,36.285714285714285
Quebec,Laurentides,22-06-2020,13.0,3312.0,0.0,178.0,214.0,27.0,15.285714285714286,1.9285714285714286,126.0,9.0,18.0,1.2857142857142858
Ontario,Niagara,22-06-2020,3.0,741.0,0.0,61.0,24.0,0.0,1.7142857142857142,0.0,15.0,0.0,2.142857142857143,0.0
Manitoba,Winnipeg,22-06-2020,0.0,227.0,0.0,5.0,10.0,0.0,0.7142857142857143,0.0,6.0,0.0,0.8571428571428571,0.0
BC,Northern,22-06-2020,0.0,64.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Ontario,North Bay Parry Sound,22-06-2020,0.0,28.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Ontario,Windsor-Essex,22-06-2020,32.0,1329.0,0.0,68.0,306.0,1.0,21.857142857142858,0.07142857142857142,131.0,1.0,18.714285714285715,0.14285714285714285
Manitoba,Northern,22-06-2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,York,22-06-2020,17.0,2874.0,1.0,237.0,224.0,15.0,16.0,1.0714285714285714,82.0,7.0,11.714285714285714,1.0
Ontario,Waterloo,22-06-2020,24.0,1252.0,0.0,115.0,78.0,0.0,5.571428571428571,0.0,42.0,0.0,6.0,0.0
Quebec,Laval,22-06-2020,21.0,5750.0,0.0,660.0,145.0,24.0,10.357142857142858,1.7142857142857142,74.0,4.0,10.571428571428571,0.5714285714285714
Ontario,Wellington Dufferin Guelph,22-06-2020,21.0,463.0,1.0,37.0,61.0,2.0,4.357142857142857,0.14285714285714285,36.0,2.0,5.142857142857143,0.2857142857142857
NL,Labrador-Grenfell,22-06-2020,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Durham,22-06-2020,4.0,1671.0,0.0,180.0,86.0,3.0,6.142857142857143,0.21428571428571427,30.0,1.0,4.285714285714286,0.14285714285714285
Quebec,Côte-Nord,22-06-2020,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 4 (Edmundston area),22-06-2020,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Mauricie,22-06-2020,1.0,2041.0,0.0,209.0,26.0,4.0,1.8571428571428572,0.2857142857142857,10.0,0.0,1.4285714285714286,0.0
Nova Scotia,Not Reported,23-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,Not Reported,23-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Not Reported,23-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BC,Northern,23-06-2020,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Northern,23-06-2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BC,Not Reported,23-06-2020,0.0,41.0,0.0,0.0,12.0,0.0,0.8571428571428571,0.0,3.0,0.0,0.42857142857142855,0.0
New Brunswick,Zone 1 (Moncton area),23-06-2020,1.0,27.0,0.0,0.0,3.0,0.0,0.21428571428571427,0.0,1.0,0.0,0.14285714285714285,0.0
Alberta,Not Reported,23-06-2020,0.0,14.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.0,2.0,0.0,0.2857142857142857,0.0
Quebec,Laval,23-06-2020,3.0,5753.0,0.0,660.0,136.0,21.0,9.714285714285714,1.5,67.0,3.0,9.571428571428571,0.42857142857142855
NL,Eastern,23-06-2020,0.0,243.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Lambton,23-06-2020,0.0,285.0,0.0,25.0,15.0,0.0,1.0714285714285714,0.0,9.0,0.0,1.2857142857142858,0.0
Manitoba,Not Reported,23-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nord-du-Québec,23-06-2020,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Peel,23-06-2020,75.0,5903.0,0.0,305.0,622.0,12.0,44.42857142857143,0.8571428571428571,357.0,0.0,51.0,0.0
Quebec,Mauricie,23-06-2020,0.0,2041.0,0.0,209.0,25.0,3.0,1.7857142857142858,0.21428571428571427,10.0,0.0,1.4285714285714286,0.0
Ontario,Waterloo,23-06-2020,5.0,1257.0,0.0,115.0,81.0,0.0,5.785714285714286,0.0,39.0,0.0,5.571428571428571,0.0
New Brunswick,Zone 7 (Miramichi area),23-06-2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Toronto,23-06-2020,63.0,13956.0,8.0,1052.0,1128.0,100.0,80.57142857142857,7.142857142857143,454.0,60.0,64.85714285714286,8.571428571428571
BC,Island,23-06-2020,0.0,131.0,0.0,5.0,1.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.14285714285714285,0.0
Ontario,Peterborough,23-06-2020,0.0,95.0,0.0,2.0,4.0,0.0,0.2857142857142857,0.0,2.0,0.0,0.2857142857142857,0.0
Alberta,Calgary,23-06-2020,13.0,5222.0,0.0,112.0,229.0,2.0,16.357142857142858,0.14285714285714285,117.0,1.0,16.714285714285715,0.14285714285714285
Quebec,Chaudière-Appalaches,23-06-2020,0.0,514.0,0.0,8.0,5.0,0.0,0.35714285714285715,0.0,2.0,0.0,0.2857142857142857,0.0
Saskatchewan,Central,23-06-2020,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,Central,23-06-2020,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Central,23-06-2020,0.0,89.0,0.0,1.0,2.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.14285714285714285,0.0
NL,Labrador-Grenfell,23-06-2020,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,Edmonton,23-06-2020,28.0,885.0,0.0,14.0,262.0,1.0,18.714285714285715,0.07142857142857142,153.0,1.0,21.857142857142858,0.14285714285714285
Manitoba,Prairie Mountain,23-06-2020,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Brant,23-06-2020,0.0,121.0,0.0,4.0,6.0,0.0,0.42857142857142855,0.0,1.0,0.0,0.14285714285714285,0.0
Quebec,Montréal,23-06-2020,17.0,27074.0,2.0,3331.0,723.0,243.0,51.642857142857146,17.357142857142858,316.0,115.0,45.142857142857146,16.428571428571427
Quebec,Laurentides,23-06-2020,15.0,3327.0,2.0,180.0,224.0,26.0,16.0,1.8571428571428572,126.0,8.0,18.0,1.1428571428571428
Nova Scotia,Zone 4 - Central,23-06-2020,0.0,899.0,0.0,58.0,1.0,1.0,0.07142857142857142,0.07142857142857142,0.0,1.0,0.0,0.14285714285714285
PEI,Prince Edward Island,23-06-2020,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWT,NWT,23-06-2020,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Halton,23-06-2020,7.0,727.0,0.0,25.0,50.0,1.0,3.5714285714285716,0.07142857142857142,17.0,1.0,2.4285714285714284,0.14285714285714285
Nova Scotia,Zone 3 - Eastern,23-06-2020,0.0,53.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Not Reported,23-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 2 - Northern,23-06-2020,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nova Scotia,Zone 1 - Western,23-06-2020,0.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Eastern,23-06-2020,0.0,163.0,0.0,11.0,12.0,0.0,0.8571428571428571,0.0,5.0,0.0,0.7142857142857143,0.0
Quebec,Not Reported,23-06-2020,0.0,21.0,0.0,0.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Ontario,Renfrew,23-06-2020,0.0,25.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 3 (Fredericton area),23-06-2020,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BC,Interior,23-06-2020,1.0,197.0,0.0,2.0,4.0,0.0,0.2857142857142857,0.0,3.0,0.0,0.42857142857142855,0.0
Manitoba,Winnipeg,23-06-2020,0.0,227.0,0.0,5.0,10.0,0.0,0.7142857142857143,0.0,6.0,0.0,0.8571428571428571,0.0
Quebec,Bas-Saint-Laurent,23-06-2020,0.0,56.0,0.0,2.0,8.0,0.0,0.5714285714285714,0.0,7.0,0.0,1.0,0.0
Ontario,Southwestern,23-06-2020,0.0,82.0,0.0,4.0,7.0,0.0,0.5,0.0,1.0,0.0,0.14285714285714285,0.0
BC,Fraser,23-06-2020,6.0,1472.0,0.0,75.0,109.0,1.0,7.785714285714286,0.07142857142857142,54.0,1.0,7.714285714285714,0.14285714285714285
Ontario,Haldimand-Norfolk,23-06-2020,0.0,444.0,0.0,32.0,47.0,1.0,3.357142857142857,0.07142857142857142,30.0,1.0,4.285714285714286,0.14285714285714285
Ontario,Algoma,23-06-2020,0.0,24.0,0.0,0.0,3.0,0.0,0.21428571428571427,0.0,1.0,0.0,0.14285714285714285,0.0
Manitoba,Southern Health,23-06-2020,0.0,38.0,0.0,1.0,4.0,0.0,0.2857142857142857,0.0,4.0,0.0,0.5714285714285714,0.0
Ontario,Windsor-Essex,23-06-2020,32.0,1361.0,0.0,68.0,295.0,1.0,21.071428571428573,0.07142857142857142,137.0,1.0,19.571428571428573,0.14285714285714285
Nunavut,Nunavut,23-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Brunswick,Zone 5 (Campbellton area),23-06-2020,0.0,53.0,0.0,2.0,15.0,1.0,1.0714285714285714,0.07142857142857142,1.0,0.0,0.14285714285714285,0.0
NL,Western,23-06-2020,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Gaspésie-Îles-de-la-Madeleine,23-06-2020,0.0,187.0,0.0,9.0,2.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.14285714285714285,0.0
Saskatchewan,South,23-06-2020,1.0,52.0,0.0,0.0,35.0,0.0,2.5,0.0,33.0,0.0,4.714285714285714,0.0
Alberta,South,23-06-2020,1.0,1289.0,0.0,10.0,20.0,1.0,1.4285714285714286,0.07142857142857142,12.0,0.0,1.7142857142857142,0.0
Ontario,Northwestern,23-06-2020,6.0,36.0,0.0,0.0,11.0,0.0,0.7857142857142857,0.0,9.0,0.0,1.2857142857142858,0.0
Ontario,Simcoe Muskoka,23-06-2020,11.0,571.0,0.0,36.0,74.0,0.0,5.285714285714286,0.0,49.0,0.0,7.0,0.0
Saskatchewan,North,23-06-2020,0.0,111.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,North,23-06-2020,3.0,282.0,0.0,16.0,37.0,0.0,2.642857142857143,0.0,14.0,0.0,2.0,0.0
New Brunswick,Zone 4 (Edmundston area),23-06-2020,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manitoba,Interlake-Eastern,23-06-2020,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Nunavik,23-06-2020,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Durham,23-06-2020,1.0,1672.0,0.0,180.0,71.0,2.0,5.071428571428571,0.14285714285714285,28.0,1.0,4.0,0.14285714285714285
Quebec,Montérégie,23-06-2020,6.0,7756.0,1.0,558.0,371.0,62.0,26.5,4.428571428571429,128.0,13.0,18.285714285714285,1.8571428571428572
Saskatchewan,Saskatoon,23-06-2020,0.0,185.0,0.0,2.0,11.0,0.0,0.7857142857142857,0.0,4.0,0.0,0.5714285714285714,0.0
Saskatchewan,Not Reported,23-06-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Abitibi-Témiscamingue,23-06-2020,0.0,172.0,0.0,4.0,4.0,0.0,0.2857142857142857,0.0,4.0,0.0,0.5714285714285714,0.0
Ontario,Chatham-Kent,23-06-2020,0.0,157.0,0.0,1.0,9.0,0.0,0.6428571428571429,0.0,5.0,0.0,0.7142857142857143,0.0
Ontario,Huron Perth,23-06-2020,0.0,57.0,0.0,5.0,2.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.14285714285714285,0.0
Saskatchewan,Regina,23-06-2020,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Capitale-Nationale,23-06-2020,4.0,1810.0,2.0,173.0,95.0,27.0,6.785714285714286,1.9285714285714286,39.0,12.0,5.571428571428571,1.7142857142857142
Quebec,Outaouais,23-06-2020,0.0,576.0,0.0,33.0,15.0,6.0,1.0714285714285714,0.42857142857142855,3.0,1.0,0.42857142857142855,0.14285714285714285
Quebec,Côte-Nord,23-06-2020,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Timiskaming,23-06-2020,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Wellington Dufferin Guelph,23-06-2020,1.0,464.0,0.0,37.0,55.0,2.0,3.9285714285714284,0.14285714285714285,36.0,2.0,5.142857142857143,0.2857142857142857
Quebec,Estrie,23-06-2020,0.0,959.0,0.0,26.0,17.0,1.0,1.2142857142857142,0.07142857142857142,11.0,1.0,1.5714285714285714,0.14285714285714285
Ontario,Haliburton Kawartha Pineridge,23-06-2020,0.0,190.0,0.0,32.0,9.0,0.0,0.6428571428571429,0.0,5.0,0.0,0.7142857142857143,0.0
Ontario,Leeds Grenville and Lanark,23-06-2020,0.0,352.0,0.0,52.0,1.0,2.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0
Repatriated,Repatriated,23-06-2020,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Sudbury,23-06-2020,0.0,67.0,0.0,2.0,3.0,0.0,0.21428571428571427,0.0,3.0,0.0,0.42857142857142855,0.0
Ontario,Thunder Bay,23-06-2020,0.0,90.0,0.0,1.0,5.0,0.0,0.35714285714285715,0.0,3.0,0.0,0.42857142857142855,0.0
Ontario,Niagara,23-06-2020,2.0,743.0,0.0,61.0,24.0,0.0,1.7142857142857142,0.0,15.0,0.0,2.142857142857143,0.0
Canada,Canada,23-06-2020,357.0,103638.0,18.0,8499.0,5465.0,550.0,390.35714285714283,39.285714285714285,2590.0,231.0,370.0,33.0
New Brunswick,Zone 2 (Saint John area),23-06-2020,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Terres-Cries-de-la-Baie-James,23-06-2020,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Ottawa,23-06-2020,5.0,2061.0,1.0,261.0,59.0,5.0,4.214285714285714,0.35714285714285715,25.0,1.0,3.5714285714285716,0.14285714285714285
Saskatchewan,Far North,23-06-2020,10.0,312.0,0.0,6.0,51.0,0.0,3.642857142857143,0.0,35.0,0.0,5.0,0.0
Ontario,York,23-06-2020,20.0,2894.0,1.0,238.0,199.0,16.0,14.214285714285714,1.1428571428571428,95.0,3.0,13.571428571428571,0.42857142857142855
Quebec,Lanaudière,23-06-2020,4.0,4154.0,0.0,205.0,65.0,6.0,4.642857142857143,0.42857142857142855,22.0,2.0,3.142857142857143,0.2857142857142857
Ontario,Middlesex-London,23-06-2020,3.0,610.0,0.0,57.0,51.0,1.0,3.642857142857143,0.07142857142857142,20.0,0.0,2.857142857142857,0.0
New Brunswick,Zone 6 (Bathurst area),23-06-2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Saguenay,23-06-2020,0.0,330.0,0.0,26.0,7.0,0.0,0.5,0.0,1.0,0.0,0.14285714285714285,0.0
Ontario,North Bay Parry Sound,23-06-2020,0.0,28.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0
Ontario,Hamilton,23-06-2020,5.0,798.0,0.0,43.0,60.0,2.0,4.285714285714286,0.14285714285714285,34.0,1.0,4.857142857142857,0.14285714285714285
Ontario,Grey Bruce,23-06-2020,1.0,109.0,0.0,0.0,10.0,0.0,0.7142857142857143,0.0,8.0,0.0,1.1428571428571428,0.0
Ontario,Hastings Prince Edward,23-06-2020,0.0,43.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yukon,Yukon,23-06-2020,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Porcupine,23-06-2020,0.0,67.0,0.0,8.0,2.0,1.0,0.14285714285714285,0.07142857142857142,2.0,0.0,0.2857142857142857,0.0
BC,Vancouver Coastal,23-06-2020,6.0,927.0,1.0,88.0,40.0,2.0,2.857142857142857,0.14285714285714285,16.0,1.0,2.2857142857142856,0.14285714285714285
Ontario,Kingston Frontenac Lennox & Addington,23-06-2020,1.0,65.0,0.0,0.0,2.0,0.0,0.14285714285714285,0.0,2.0,0.0,0.2857142857142857,0.0
BC,Northern,24-06-2020,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yukon,Yukon,24-06-2020,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quebec,Chaudière-Appalaches,24-06-2020,2.0,516.0,0.0,8.0,7.0,0.0,0.5,0.0,4.0,0.0,0.5714285714285714,0.0
Nova Scotia,Zone 1 - Western,24-06-2020,0.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario,Toronto,24-06-2020,73.0,14029.0,9.0,1061.0,1080.0,105.0,77.14285714285714,7.5,441.0,63.0,63.0,9.0
Alberta,North,24-06-2020,6.0,288.0,0.0,16.0,42.0,0.0,3.0,0.0,16.0,0.0,2.2857142857142856,0.0
Alberta,Calgary,24-06-2020,9.0,5231.0,0.0,112.0,215.0,2.0,15.357142857142858,0.14285714285714285,105.0,1.0,15.0,0.14285714285714285
Quebec,Saguenay,24-06-2020,0.0,330.0,0.0,26.0,5.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0
Saskatchewan,South,24-06-2020,1.0,53.0,0.0,0.0,35.0,0.0,2.5,0.0,34.0,0.0,4.857142857142857,0.0
Alberta,South,24-06-2020,0.0,1289.0,0.0,10.0,20.0,1.0,1.4285714285714286,0.07142857142857142,5.0,0.0,0.7142857142857143,0.0
