ï»¿Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2020-07-29,2253.0,PEEL,2,20,1.0,2.0,172.0,1.0
2020-07-29,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-07-29,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-07-29,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-07-29,2258.0,EASTERN ONTARIO,0,6,0.0,0.0,11.0,0.0
2020-07-29,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-07-29,2261.0,SUDBURY,1,8,0.0,2.0,1.0,0.0
2020-07-29,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-07-29,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-07-29,2265.0,WATERLOO,1,17,0.0,1.0,78.0,0.0
2020-07-29,2266.0,WELLINGTON-DUFFERIN-GUELPH,1,8,0.0,0.0,18.0,0.0
2020-07-29,2268.0,WINDSOR-ESSEX,1,13,0.0,3.0,44.0,0.0
2020-07-29,2270.0,YORK REGION,2,15,0.0,3.0,159.0,0.0
2020-07-29,3895.0,TORONTO,2,75,8.0,14.0,842.0,3.0
2020-07-29,4913.0,SOUTH WEST,0,2,0.0,0.0,0.0,0.0
2020-07-29,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-07-30,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-07-30,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-07-30,2230.0,DURHAM,1,14,0.0,1.0,132.0,0.0
2020-07-30,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-07-30,2234.0,HALDIMAND-NORFOLK,0,6,0.0,1.0,0.0,0.0
2020-07-30,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,0.0,29.0,0.0
2020-07-30,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-07-30,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-07-30,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-07-30,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-07-30,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-07-30,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-07-30,2243.0,"LEEDS,GRENVILLE,LANARK",0,5,0.0,0.0,35.0,0.0
2020-07-30,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
2020-07-30,2246.0,NIAGARA,2,12,3.0,5.0,24.0,0.0
2020-07-30,2247.0,NORTH BAY-PARRY SOUND,0,4,0.0,0.0,0.0,0.0
2020-07-30,2251.0,OTTAWA,2,17,0.0,2.0,218.0,3.0
2020-07-30,2253.0,PEEL,2,20,1.0,2.0,172.0,1.0
2020-07-30,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-07-30,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-07-30,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-07-30,2258.0,EASTERN ONTARIO,0,6,0.0,0.0,11.0,0.0
2020-07-30,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-07-30,2261.0,SUDBURY,2,7,0.0,3.0,1.0,0.0
2020-07-30,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-07-30,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-07-30,2265.0,WATERLOO,1,17,0.0,1.0,78.0,0.0
2020-07-30,2266.0,WELLINGTON-DUFFERIN-GUELPH,1,8,0.0,0.0,18.0,0.0
2020-07-30,2268.0,WINDSOR-ESSEX,1,13,0.0,3.0,44.0,0.0
2020-07-30,2270.0,YORK REGION,2,15,0.0,3.0,159.0,0.0
2020-07-30,3895.0,TORONTO,2,75,5.0,16.0,843.0,3.0
2020-07-30,4913.0,SOUTH WEST,0,2,0.0,0.0,0.0,0.0
2020-07-30,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-07-31,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-07-31,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-07-31,2230.0,DURHAM,1,14,0.0,1.0,132.0,0.0
2020-07-31,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-07-31,2234.0,HALDIMAND-NORFOLK,0,6,0.0,1.0,0.0,0.0
2020-07-31,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,0.0,29.0,0.0
2020-07-31,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-07-31,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-07-31,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-07-31,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-07-31,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-07-31,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-07-31,2243.0,"LEEDS,GRENVILLE,LANARK",1,4,0.0,0.0,35.0,0.0
2020-07-31,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
2020-07-31,2246.0,NIAGARA,3,12,4.0,6.0,24.0,0.0
2020-07-31,2247.0,NORTH BAY-PARRY SOUND,0,4,0.0,0.0,0.0,0.0
2020-07-31,2251.0,OTTAWA,3,16,0.0,3.0,218.0,3.0
2020-07-31,2253.0,PEEL,2,20,1.0,2.0,172.0,1.0
2020-07-31,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-07-31,2256.0,PORCUPINE,0,3,0.0,0.0,0.0,0.0
2020-07-31,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-07-31,2258.0,EASTERN ONTARIO,0,6,0.0,0.0,11.0,0.0
2020-07-31,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-07-31,2261.0,SUDBURY,2,7,0.0,3.0,1.0,0.0
2020-07-31,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-07-31,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-07-31,2265.0,WATERLOO,1,17,0.0,1.0,78.0,0.0
2020-07-31,2266.0,WELLINGTON-DUFFERIN-GUELPH,1,8,0.0,0.0,18.0,0.0
2020-07-31,2268.0,WINDSOR-ESSEX,0,14,0.0,1.0,44.0,0.0
2020-07-31,2270.0,YORK REGION,2,15,0.0,3.0,159.0,0.0
2020-07-31,3895.0,TORONTO,2,75,5.0,16.0,843.0,3.0
2020-07-31,4913.0,SOUTH WEST,0,2,0.0,0.0,0.0,0.0
2020-07-31,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-08-01,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-08-01,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-08-01,2230.0,DURHAM,1,14,0.0,1.0,132.0,0.0
2020-08-01,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-08-01,2234.0,HALDIMAND-NORFOLK,0,6,0.0,1.0,0.0,0.0
2020-08-01,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,0.0,29.0,0.0
2020-08-01,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-08-01,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-08-01,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-08-01,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-08-01,2241.0,KINGSTON FRONTENAC L & A,0,1,0.0,0.0,0.0,0.0
2020-08-01,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-08-01,2243.0,"LEEDS,GRENVILLE,LANARK",1,4,0.0,0.0,35.0,0.0
2020-08-01,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
2020-08-01,2246.0,NIAGARA,3,12,4.0,6.0,24.0,0.0
2020-08-01,2247.0,NORTH BAY-PARRY SOUND,0,4,0.0,0.0,0.0,0.0
2020-08-01,2251.0,OTTAWA,3,16,0.0,3.0,218.0,3.0
2020-08-01,2253.0,PEEL,2,20,1.0,2.0,172.0,1.0
2020-08-01,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-08-01,2256.0,PORCUPINE,1,3,0.0,1.0,0.0,0.0
2020-08-01,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-08-01,2258.0,EASTERN ONTARIO,0,6,0.0,0.0,11.0,0.0
2020-08-01,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-08-01,2261.0,SUDBURY,2,7,0.0,3.0,1.0,0.0
2020-08-01,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-08-01,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-08-01,2265.0,WATERLOO,1,17,0.0,1.0,78.0,0.0
2020-08-01,2266.0,WELLINGTON-DUFFERIN-GUELPH,1,8,0.0,0.0,18.0,0.0
2020-08-01,2268.0,WINDSOR-ESSEX,0,14,0.0,1.0,44.0,0.0
2020-08-01,2270.0,YORK REGION,2,15,0.0,3.0,159.0,0.0
2020-08-01,3895.0,TORONTO,2,75,5.0,15.0,843.0,3.0
2020-08-01,4913.0,SOUTH WEST,0,2,0.0,0.0,0.0,0.0
2020-08-01,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-08-02,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-08-02,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-08-02,2230.0,DURHAM,1,14,0.0,1.0,132.0,0.0
2020-08-02,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-08-02,2234.0,HALDIMAND-NORFOLK,1,5,0.0,2.0,0.0,0.0
2020-08-02,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,0.0,29.0,0.0
2020-08-02,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-08-02,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-08-02,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-08-02,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-08-02,2241.0,KINGSTON FRONTENAC L & A,1,1,0.0,1.0,0.0,0.0
2020-08-02,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-08-02,2243.0,"LEEDS,GRENVILLE,LANARK",1,4,0.0,0.0,35.0,0.0
2020-08-02,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
2020-08-02,2246.0,NIAGARA,3,12,4.0,6.0,24.0,0.0
2020-08-02,2247.0,NORTH BAY-PARRY SOUND,0,4,0.0,0.0,0.0,0.0
2020-08-02,2251.0,OTTAWA,3,16,1.0,3.0,218.0,3.0
2020-08-02,2253.0,PEEL,2,20,1.0,2.0,172.0,1.0
2020-08-02,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-08-02,2256.0,PORCUPINE,1,3,0.0,1.0,0.0,0.0
2020-08-02,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-08-02,2258.0,EASTERN ONTARIO,0,6,0.0,0.0,11.0,0.0
2020-08-02,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-08-02,2261.0,SUDBURY,2,7,0.0,3.0,1.0,0.0
2020-08-02,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-08-02,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-08-02,2265.0,WATERLOO,1,17,0.0,1.0,78.0,0.0
2020-08-02,2266.0,WELLINGTON-DUFFERIN-GUELPH,1,8,0.0,0.0,18.0,0.0
2020-08-02,2268.0,WINDSOR-ESSEX,0,14,0.0,1.0,44.0,0.0
2020-08-02,2270.0,YORK REGION,3,15,0.0,4.0,159.0,0.0
2020-08-02,3895.0,TORONTO,2,75,5.0,15.0,843.0,3.0
2020-08-02,4913.0,SOUTH WEST,0,2,0.0,0.0,0.0,0.0
2020-08-02,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-08-03,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-08-03,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-08-03,2230.0,DURHAM,1,14,0.0,1.0,132.0,0.0
2020-08-03,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-08-03,2234.0,HALDIMAND-NORFOLK,1,5,0.0,2.0,0.0,0.0
2020-08-03,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,0.0,29.0,0.0
2020-08-03,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-08-03,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-08-03,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-08-03,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-08-03,2241.0,KINGSTON FRONTENAC L & A,1,1,0.0,1.0,0.0,0.0
2020-08-03,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-08-03,2243.0,"LEEDS,GRENVILLE,LANARK",1,4,0.0,0.0,35.0,0.0
2020-08-03,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
2020-08-03,2246.0,NIAGARA,3,12,4.0,6.0,24.0,0.0
2020-08-03,2247.0,NORTH BAY-PARRY SOUND,0,4,0.0,0.0,0.0,0.0
2020-08-03,2251.0,OTTAWA,3,16,1.0,3.0,218.0,3.0
2020-08-03,2253.0,PEEL,2,20,1.0,2.0,172.0,1.0
2020-08-03,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-08-03,2256.0,PORCUPINE,1,3,0.0,1.0,0.0,0.0
2020-08-03,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-08-03,2258.0,EASTERN ONTARIO,0,6,0.0,0.0,11.0,0.0
2020-08-03,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-08-03,2261.0,SUDBURY,2,7,0.0,3.0,1.0,0.0
2020-08-03,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-08-03,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-08-03,2265.0,WATERLOO,1,17,0.0,1.0,78.0,0.0
2020-08-03,2266.0,WELLINGTON-DUFFERIN-GUELPH,1,8,0.0,0.0,18.0,0.0
2020-08-03,2268.0,WINDSOR-ESSEX,0,14,0.0,1.0,44.0,0.0
2020-08-03,2270.0,YORK REGION,3,15,0.0,4.0,159.0,0.0
2020-08-03,3895.0,TORONTO,2,75,5.0,15.0,843.0,3.0
2020-08-03,4913.0,SOUTH WEST,0,2,0.0,0.0,0.0,0.0
2020-08-03,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-08-04,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-08-04,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-08-04,2230.0,DURHAM,1,14,0.0,1.0,132.0,0.0
2020-08-04,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-08-04,2234.0,HALDIMAND-NORFOLK,1,5,0.0,2.0,0.0,0.0
2020-08-04,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-08-04,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-08-04,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-08-04,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-08-04,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-08-04,2241.0,KINGSTON FRONTENAC L & A,1,1,0.0,1.0,0.0,0.0
2020-08-04,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-08-04,2243.0,"LEEDS,GRENVILLE,LANARK",0,5,0.0,0.0,35.0,0.0
2020-08-04,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
2020-08-04,2246.0,NIAGARA,3,12,4.0,6.0,24.0,0.0
2020-08-04,2247.0,NORTH BAY-PARRY SOUND,0,4,0.0,0.0,0.0,0.0
2020-08-04,2251.0,OTTAWA,3,16,1.0,3.0,218.0,3.0
2020-08-04,2253.0,PEEL,2,20,1.0,2.0,172.0,1.0
2020-08-04,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-08-04,2256.0,PORCUPINE,1,3,0.0,1.0,0.0,0.0
2020-08-04,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-08-04,2258.0,EASTERN ONTARIO,1,5,1.0,0.0,11.0,0.0
2020-08-04,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-08-04,2261.0,SUDBURY,2,7,0.0,3.0,1.0,0.0
2020-08-04,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-08-04,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-08-04,2265.0,WATERLOO,1,17,0.0,1.0,78.0,0.0
2020-08-04,2266.0,WELLINGTON-DUFFERIN-GUELPH,1,8,0.0,0.0,18.0,0.0
2020-08-04,2268.0,WINDSOR-ESSEX,0,14,0.0,1.0,44.0,0.0
2020-08-04,2270.0,YORK REGION,3,15,0.0,4.0,159.0,0.0
2020-08-04,3895.0,TORONTO,2,75,5.0,15.0,843.0,3.0
2020-08-04,4913.0,SOUTH WEST,0,2,0.0,1.0,0.0,0.0
2020-08-04,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-08-05,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-08-05,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-08-05,2230.0,DURHAM,1,14,0.0,1.0,132.0,0.0
2020-08-05,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-08-05,2234.0,HALDIMAND-NORFOLK,1,5,0.0,2.0,0.0,0.0
2020-08-05,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-08-05,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-08-05,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-08-05,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-08-05,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-08-05,2241.0,KINGSTON FRONTENAC L & A,0,2,0.0,0.0,0.0,0.0
2020-08-05,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-08-05,2243.0,"LEEDS,GRENVILLE,LANARK",0,5,0.0,0.0,35.0,0.0
2020-08-05,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
2020-08-05,2246.0,NIAGARA,3,12,4.0,7.0,24.0,0.0
2020-08-05,2247.0,NORTH BAY-PARRY SOUND,0,4,0.0,0.0,0.0,0.0
2020-08-05,2251.0,OTTAWA,3,16,1.0,3.0,218.0,3.0
2020-08-05,2253.0,PEEL,2,20,1.0,2.0,172.0,1.0
2020-08-05,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-08-05,2256.0,PORCUPINE,1,3,0.0,1.0,0.0,0.0
2020-08-05,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-08-05,2258.0,EASTERN ONTARIO,1,5,1.0,0.0,11.0,0.0
2020-08-05,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-08-05,2261.0,SUDBURY,2,7,0.0,3.0,1.0,0.0
2020-08-05,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-08-05,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-08-05,2265.0,WATERLOO,2,16,1.0,0.0,78.0,0.0
2020-08-05,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,9,0.0,0.0,18.0,0.0
2020-08-05,2268.0,WINDSOR-ESSEX,0,14,0.0,1.0,44.0,0.0
2020-08-05,2270.0,YORK REGION,3,15,0.0,4.0,159.0,0.0
2020-08-05,3895.0,TORONTO,3,74,5.0,16.0,844.0,3.0
2020-08-05,4913.0,SOUTH WEST,0,2,0.0,1.0,0.0,0.0
2020-08-05,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-08-06,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-08-06,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-08-06,2230.0,DURHAM,0,15,0.0,0.0,132.0,0.0
2020-08-06,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-08-06,2234.0,HALDIMAND-NORFOLK,1,5,0.0,3.0,0.0,0.0
2020-08-06,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-08-06,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-08-06,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-08-06,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-08-06,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-08-06,2241.0,KINGSTON FRONTENAC L & A,0,2,0.0,0.0,0.0,0.0
2020-08-06,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-08-06,2243.0,"LEEDS,GRENVILLE,LANARK",0,5,0.0,0.0,35.0,0.0
2020-08-06,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
2020-08-06,2246.0,NIAGARA,3,12,3.0,8.0,24.0,0.0
2020-08-06,2247.0,NORTH BAY-PARRY SOUND,0,4,0.0,0.0,0.0,0.0
2020-08-06,2251.0,OTTAWA,3,16,0.0,3.0,218.0,3.0
2020-08-06,2253.0,PEEL,2,20,1.0,2.0,172.0,1.0
2020-08-06,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-08-06,2256.0,PORCUPINE,1,3,0.0,1.0,0.0,0.0
2020-08-06,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-08-06,2258.0,EASTERN ONTARIO,1,5,1.0,0.0,11.0,0.0
2020-08-06,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-08-06,2261.0,SUDBURY,2,7,0.0,3.0,1.0,0.0
2020-08-06,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-08-06,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-08-06,2265.0,WATERLOO,2,16,1.0,0.0,78.0,0.0
2020-08-06,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,9,0.0,0.0,18.0,0.0
2020-08-06,2268.0,WINDSOR-ESSEX,0,14,0.0,1.0,44.0,0.0
2020-08-06,2270.0,YORK REGION,3,15,0.0,4.0,159.0,0.0
2020-08-06,3895.0,TORONTO,3,74,5.0,16.0,844.0,3.0
2020-08-06,4913.0,SOUTH WEST,0,2,0.0,1.0,0.0,0.0
2020-08-06,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-08-07,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-08-07,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-08-07,2230.0,DURHAM,0,15,0.0,0.0,132.0,0.0
2020-08-07,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-08-07,2234.0,HALDIMAND-NORFOLK,1,5,0.0,3.0,0.0,0.0
2020-08-07,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-08-07,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-08-07,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-08-07,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-08-07,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-08-07,2241.0,KINGSTON FRONTENAC L & A,0,2,0.0,0.0,0.0,0.0
2020-08-07,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-08-07,2243.0,"LEEDS,GRENVILLE,LANARK",0,5,0.0,0.0,35.0,0.0
2020-08-07,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
2020-08-07,2246.0,NIAGARA,3,12,3.0,8.0,24.0,0.0
2020-08-07,2247.0,NORTH BAY-PARRY SOUND,0,4,0.0,0.0,0.0,0.0
2020-08-07,2251.0,OTTAWA,3,16,0.0,3.0,218.0,3.0
2020-08-07,2253.0,PEEL,2,20,1.0,3.0,172.0,1.0
2020-08-07,2255.0,PETERBOROUGH,0,3,0.0,0.0,1.0,0.0
2020-08-07,2256.0,PORCUPINE,1,3,0.0,1.0,0.0,0.0
2020-08-07,2257.0,RENFREW,0,2,0.0,0.0,0.0,0.0
2020-08-07,2258.0,EASTERN ONTARIO,1,5,1.0,0.0,11.0,0.0
2020-08-07,2260.0,SIMCOE-MUSKOKA,0,9,0.0,0.0,24.0,0.0
2020-08-07,2261.0,SUDBURY,1,8,0.0,1.0,1.0,0.0
2020-08-07,2262.0,THUNDER BAY,0,1,0.0,0.0,0.0,0.0
2020-08-07,2263.0,TIMISKAMING,0,2,0.0,0.0,0.0,0.0
2020-08-07,2265.0,WATERLOO,2,16,1.0,0.0,78.0,0.0
2020-08-07,2266.0,WELLINGTON-DUFFERIN-GUELPH,0,9,0.0,0.0,18.0,0.0
2020-08-07,2268.0,WINDSOR-ESSEX,0,14,0.0,1.0,44.0,0.0
2020-08-07,2270.0,YORK REGION,2,16,0.0,4.0,159.0,0.0
2020-08-07,3895.0,TORONTO,3,74,1.0,10.0,845.0,3.0
2020-08-07,4913.0,SOUTH WEST,0,2,0.0,1.0,0.0,0.0
2020-08-07,5183.0,Huron Perth,0,6,0.0,0.0,4.0,0.0
2020-08-08,2226.0,ALGOMA,0,1,0.0,0.0,0.0,0.0
2020-08-08,2227.0,BRANT,0,4,0.0,0.0,23.0,0.0
2020-08-08,2230.0,DURHAM,0,15,0.0,0.0,132.0,0.0
2020-08-08,2233.0,GREY-BRUCE,1,5,0.0,0.0,0.0,0.0
2020-08-08,2234.0,HALDIMAND-NORFOLK,1,5,0.0,3.0,0.0,0.0
2020-08-08,2235.0,HALIBURTON KAWARTHA PR,0,4,0.0,1.0,29.0,0.0
2020-08-08,2236.0,HALTON,0,13,0.0,0.0,1.0,0.0
2020-08-08,2237.0,HAMILTON,0,13,0.0,0.0,6.0,0.0
2020-08-08,2238.0,HASTINGS PRINCE EDWARD,0,5,0.0,0.0,3.0,0.0
2020-08-08,2240.0,CHATHAM-KENT,0,1,0.0,0.0,0.0,0.0
2020-08-08,2241.0,KINGSTON FRONTENAC L & A,0,2,0.0,0.0,0.0,0.0
2020-08-08,2242.0,LAMBTON,0,5,0.0,0.0,10.0,0.0
2020-08-08,2243.0,"LEEDS,GRENVILLE,LANARK",0,5,0.0,0.0,35.0,0.0
2020-08-08,2244.0,MIDDLESEX-LONDON,0,11,0.0,0.0,9.0,1.0
